data_size, chunk_size, N, K, chosen_nodes
180.500000, 45.125000, 6, 4, 7 9 6 8 2 0 
124.099998, 31.025000, 6, 4, 7 9 6 8 2 0 
10.300000, 2.575000, 6, 4, 7 9 6 8 2 0 
7.000000, 1.750000, 6, 4, 7 9 6 8 2 0 
3.400000, 0.850000, 6, 4, 7 9 6 8 2 0 
1.900000, 0.475000, 6, 4, 7 9 6 8 2 0 
4.100000, 1.025000, 6, 4, 7 9 6 8 2 0 
2.900000, 0.725000, 6, 4, 7 9 6 8 2 0 
3.700000, 0.925000, 6, 4, 7 9 6 8 2 0 
191.800003, 47.950001, 6, 4, 7 9 6 8 2 0 
158.300003, 39.575001, 6, 4, 7 9 6 8 2 0 
2.200000, 0.550000, 6, 4, 7 9 6 8 2 0 
165.899994, 41.474998, 6, 4, 7 9 6 8 2 0 
192.600006, 48.150002, 6, 4, 7 9 6 8 2 0 
856.099976, 214.024994, 6, 4, 7 9 6 8 2 0 
71.400002, 17.850000, 6, 4, 7 9 6 8 2 0 
65.300003, 16.325001, 6, 4, 7 9 6 8 2 0 
56.099998, 14.025000, 6, 4, 7 9 6 8 2 0 
107.400002, 26.850000, 6, 4, 7 9 6 8 2 0 
115.500000, 28.875000, 6, 4, 7 9 6 8 2 0 
123.300003, 30.825001, 6, 4, 7 9 6 8 2 0 
9.400000, 2.350000, 6, 4, 7 9 6 8 2 0 
92.199997, 23.049999, 6, 4, 7 9 6 8 2 0 
124.000000, 31.000000, 6, 4, 7 9 6 8 2 0 
203.500000, 50.875000, 6, 4, 7 9 6 8 2 0 
110.900002, 27.725000, 6, 4, 7 9 6 8 2 0 
124.599998, 31.150000, 6, 4, 7 9 6 8 2 0 
187.199997, 46.799999, 6, 4, 7 9 6 8 2 0 
75.099998, 18.775000, 6, 4, 7 9 6 8 2 0 
153.399994, 38.349998, 6, 4, 7 9 6 8 2 0 
2.200000, 0.550000, 6, 4, 7 9 6 8 2 0 
157.899994, 39.474998, 6, 4, 7 9 6 8 2 0 
113.500000, 28.375000, 6, 4, 7 9 6 8 2 0 
74.199997, 18.549999, 6, 4, 7 9 6 8 2 0 
72.199997, 18.049999, 6, 4, 7 9 6 8 2 0 
6.600000, 1.650000, 6, 4, 7 9 6 8 2 0 
15.900000, 3.975000, 6, 4, 7 9 6 8 2 0 
16.100000, 4.025000, 6, 4, 7 9 6 8 2 0 
10.300000, 2.575000, 6, 4, 7 9 6 8 2 0 
10.600000, 2.650000, 6, 4, 7 9 6 8 2 0 
13.600000, 3.400000, 6, 4, 7 9 6 8 2 0 
517.799988, 129.449997, 6, 4, 7 9 6 8 2 0 
447.700012, 111.925003, 6, 4, 7 9 6 8 2 0 
112.500000, 28.125000, 6, 4, 7 9 6 8 2 0 
532.099976, 133.024994, 6, 4, 7 9 6 8 2 0 
56.700001, 14.175000, 6, 4, 7 9 6 8 2 0 
57.000000, 14.250000, 6, 4, 7 9 6 8 2 0 
57.599998, 14.400000, 6, 4, 7 9 6 8 2 0 
117.699997, 29.424999, 6, 4, 7 9 6 8 2 0 
136.800003, 34.200001, 6, 4, 7 9 6 8 2 0 
149.000000, 37.250000, 6, 4, 7 9 6 8 2 0 
112.199997, 28.049999, 6, 4, 7 9 6 8 2 0 
1.700000, 0.425000, 6, 4, 7 9 6 8 2 0 
86.500000, 21.625000, 6, 4, 7 9 6 8 2 0 
89.000000, 22.250000, 6, 4, 7 9 6 8 2 0 
26.500000, 6.625000, 6, 4, 7 9 6 8 2 0 
8.600000, 2.150000, 6, 4, 7 9 6 8 2 0 
4.000000, 1.000000, 6, 4, 7 9 6 8 2 0 
160.000000, 40.000000, 6, 4, 7 9 6 8 2 0 
7.500000, 1.875000, 6, 4, 7 9 6 8 2 0 
6.500000, 1.625000, 6, 4, 7 9 6 8 2 0 
6.300000, 1.575000, 6, 4, 7 9 6 8 2 0 
154.600006, 38.650002, 6, 4, 7 9 6 8 2 0 
74.099998, 18.525000, 6, 4, 7 9 6 8 2 0 
2.200000, 0.550000, 6, 4, 7 9 6 8 2 0 
152.899994, 38.224998, 6, 4, 7 9 6 8 2 0 
72.300003, 18.075001, 6, 4, 7 9 6 8 2 0 
190.000000, 47.500000, 6, 4, 7 9 6 8 2 0 
123.199997, 30.799999, 6, 4, 7 9 6 8 2 0 
214.699997, 53.674999, 6, 4, 7 9 6 8 2 0 
13.100000, 3.275000, 6, 4, 7 9 6 8 2 0 
2.000000, 0.500000, 6, 4, 7 9 6 8 2 0 
186.000000, 46.500000, 6, 4, 7 9 6 8 2 0 
119.900002, 29.975000, 6, 4, 7 9 6 8 2 0 
123.300003, 30.825001, 6, 4, 7 9 6 8 2 0 
51.200001, 12.800000, 6, 4, 7 9 6 8 2 0 
73.099998, 18.275000, 6, 4, 7 9 6 8 2 0 
7.600000, 1.900000, 6, 4, 7 9 6 8 2 0 
63.900002, 15.975000, 6, 4, 7 9 6 8 2 0 
1.800000, 0.450000, 6, 4, 7 9 6 8 2 0 
85.300003, 21.325001, 6, 4, 7 9 6 8 2 0 
118.500000, 29.625000, 6, 4, 7 9 6 8 2 0 
164.399994, 41.099998, 6, 4, 7 9 6 8 2 0 
2.300000, 0.575000, 6, 4, 7 9 6 8 2 0 
160.300003, 40.075001, 6, 4, 7 9 6 8 2 0 
71.000000, 17.750000, 6, 4, 7 9 6 8 2 0 
191.399994, 47.849998, 6, 4, 7 9 6 8 2 0 
124.199997, 31.049999, 6, 4, 7 9 6 8 2 0 
214.600006, 53.650002, 6, 4, 7 9 6 8 2 0 
122.099998, 30.525000, 6, 4, 7 9 6 8 2 0 
2.100000, 0.525000, 6, 4, 7 9 6 8 2 0 
193.399994, 48.349998, 6, 4, 7 9 6 8 2 0 
121.599998, 30.400000, 6, 4, 7 9 6 8 2 0 
199.199997, 49.799999, 6, 4, 7 9 6 8 2 0 
70.199997, 17.549999, 6, 4, 7 9 6 8 2 0 
51.400002, 12.850000, 6, 4, 7 9 6 8 2 0 
62.700001, 15.675000, 6, 4, 7 9 6 8 2 0 
135.899994, 33.974998, 6, 4, 7 9 6 8 2 0 
73.099998, 18.275000, 6, 4, 7 9 6 8 2 0 
161.300003, 40.325001, 6, 4, 7 9 6 8 2 0 
73.699997, 18.424999, 6, 4, 7 9 6 8 2 0 
188.300003, 47.075001, 6, 4, 7 9 6 8 2 0 
2.200000, 0.550000, 6, 4, 7 9 6 8 2 0 
155.699997, 38.924999, 6, 4, 7 9 6 8 2 0 
121.099998, 30.275000, 6, 4, 7 9 6 8 2 0 
187.199997, 46.799999, 6, 4, 7 9 6 8 2 0 
213.899994, 53.474998, 6, 4, 7 9 6 8 2 0 
52.099998, 13.025000, 6, 4, 7 9 6 8 2 0 
131.199997, 32.799999, 6, 4, 7 9 6 8 2 0 
2.100000, 0.525000, 6, 4, 7 9 6 8 2 0 
191.500000, 47.875000, 6, 4, 7 9 6 8 2 0 
121.000000, 30.250000, 6, 4, 7 9 6 8 2 0 
49.400002, 12.350000, 6, 4, 7 9 6 8 2 0 
137.300003, 34.325001, 6, 4, 7 9 6 8 2 0 
72.300003, 18.075001, 6, 4, 7 9 6 8 2 0 
73.800003, 18.450001, 6, 4, 7 9 6 8 2 0 
32.299999, 8.075000, 6, 4, 7 9 6 8 2 0 
17.200001, 4.300000, 6, 4, 7 9 6 8 2 0 
266.700012, 66.675003, 6, 4, 7 9 6 8 2 0 
243.300003, 60.825001, 6, 4, 7 9 6 8 2 0 
11.900000, 2.975000, 6, 4, 7 9 6 8 2 0 
120.500000, 30.125000, 6, 4, 7 9 6 8 2 0 
2.400000, 0.600000, 6, 4, 7 9 6 8 2 0 
152.199997, 38.049999, 6, 4, 7 9 6 8 2 0 
157.100006, 39.275002, 6, 4, 7 9 6 8 2 0 
189.500000, 47.375000, 6, 4, 7 9 6 8 2 0 
121.400002, 30.350000, 6, 4, 7 9 6 8 2 0 
196.399994, 49.099998, 6, 4, 7 9 6 8 2 0 
2.100000, 0.525000, 6, 4, 7 9 6 8 2 0 
68.800003, 17.200001, 6, 4, 7 9 6 8 2 0 
247.000000, 61.750000, 6, 4, 7 9 6 8 2 0 
2.200000, 0.550000, 6, 4, 7 9 6 8 2 0 
133.300003, 33.325001, 6, 4, 7 9 6 8 2 0 
191.699997, 47.924999, 6, 4, 7 9 6 8 2 0 
2.100000, 0.525000, 6, 4, 7 9 6 8 2 0 
213.199997, 53.299999, 6, 4, 7 9 6 8 2 0 
124.099998, 31.025000, 6, 4, 7 9 6 8 2 0 
138.199997, 34.549999, 6, 4, 7 9 6 8 2 0 
52.299999, 13.075000, 6, 4, 7 9 6 8 2 0 
48.599998, 12.150000, 6, 4, 7 9 6 8 2 0 
146.500000, 36.625000, 6, 4, 7 9 6 8 2 0 
70.500000, 17.625000, 6, 4, 7 9 6 8 2 0 
74.300003, 18.575001, 6, 4, 7 9 6 8 2 0 
51.700001, 12.925000, 6, 4, 7 9 6 8 2 0 
2.500000, 0.625000, 6, 4, 7 9 6 8 2 0 
154.600006, 38.650002, 6, 4, 7 9 6 8 2 0 
67.800003, 16.950001, 6, 4, 7 9 6 8 2 0 
158.300003, 39.575001, 6, 4, 7 9 6 8 2 0 
192.300003, 48.075001, 6, 4, 7 9 6 8 2 0 
132.699997, 33.174999, 6, 4, 7 9 6 8 2 0 
2.200000, 0.550000, 6, 4, 7 9 6 8 2 0 
124.599998, 31.150000, 6, 4, 7 9 6 8 2 0 
227.000000, 56.750000, 6, 4, 7 9 6 8 2 0 
134.500000, 33.625000, 6, 4, 7 9 6 8 2 0 
212.800003, 53.200001, 6, 4, 7 9 6 8 2 0 
124.400002, 31.100000, 6, 4, 7 9 6 8 2 0 
2.300000, 0.575000, 6, 4, 7 9 6 8 2 0 
188.600006, 47.150002, 6, 4, 7 9 6 8 2 0 
184.800003, 46.200001, 6, 4, 7 9 6 8 2 0 
133.800003, 33.450001, 6, 4, 7 9 6 8 2 0 
2.200000, 0.550000, 6, 4, 7 9 6 8 2 0 
67.099998, 16.775000, 6, 4, 7 9 6 8 2 0 
74.199997, 18.549999, 6, 4, 7 9 6 8 2 0 
50.299999, 12.575000, 6, 4, 7 9 6 8 2 0 
146.800003, 36.700001, 6, 4, 7 9 6 8 2 0 
67.400002, 16.850000, 6, 4, 7 9 6 8 2 0 
80.699997, 20.174999, 6, 4, 7 9 6 8 2 0 
