data_size, chunk_size, N, K, chosen_nodes
180.500000, 30.083333, 9, 6, 7 9 6 8 2 0 3 1 4 
124.099998, 20.683333, 9, 6, 7 9 6 8 2 0 3 1 4 
10.300000, 1.716667, 9, 6, 7 9 6 8 2 0 3 1 4 
7.000000, 1.166667, 9, 6, 7 9 6 8 2 0 3 1 4 
3.400000, 0.566667, 9, 6, 7 9 6 8 2 0 3 1 4 
1.900000, 0.316667, 9, 6, 7 9 6 8 2 0 3 1 4 
4.100000, 0.683333, 9, 6, 7 9 6 8 2 0 3 1 4 
2.900000, 0.483333, 9, 6, 7 9 6 8 2 0 3 1 4 
3.700000, 0.616667, 9, 6, 7 9 6 8 2 0 3 1 4 
191.800003, 31.966667, 9, 6, 7 9 6 8 2 0 3 1 4 
158.300003, 26.383334, 9, 6, 7 9 6 8 2 0 3 1 4 
2.200000, 0.366667, 9, 6, 7 9 6 8 2 0 3 1 4 
165.899994, 27.649999, 9, 6, 7 9 6 8 2 0 3 1 4 
192.600006, 32.100001, 9, 6, 7 9 6 8 2 0 3 1 4 
856.099976, 142.683329, 9, 6, 7 9 6 8 2 0 3 1 4 
71.400002, 11.900000, 9, 6, 7 9 6 8 2 0 3 1 4 
65.300003, 10.883334, 9, 6, 7 9 6 8 2 0 3 1 4 
56.099998, 9.350000, 9, 6, 7 9 6 8 2 0 3 1 4 
107.400002, 17.900000, 9, 6, 7 9 6 8 2 0 3 1 4 
115.500000, 19.250000, 9, 6, 7 9 6 8 2 0 3 1 4 
123.300003, 20.550001, 9, 6, 7 9 6 8 2 0 3 1 4 
9.400000, 1.566667, 9, 6, 7 9 6 8 2 0 3 1 4 
92.199997, 15.366666, 9, 6, 7 9 6 8 2 0 3 1 4 
124.000000, 20.666667, 9, 6, 7 9 6 8 2 0 3 1 4 
203.500000, 33.916667, 9, 6, 7 9 6 8 2 0 3 1 4 
110.900002, 18.483334, 9, 6, 7 9 6 8 2 0 3 1 4 
124.599998, 20.766666, 9, 6, 7 9 6 8 2 0 3 1 4 
187.199997, 31.199999, 9, 6, 7 9 6 8 2 0 3 1 4 
75.099998, 12.516666, 9, 6, 7 9 6 8 2 0 3 1 4 
153.399994, 25.566666, 9, 6, 7 9 6 8 2 0 3 1 4 
2.200000, 0.366667, 9, 6, 7 9 6 8 2 0 3 1 4 
157.899994, 26.316666, 9, 6, 7 9 6 8 2 0 3 1 4 
113.500000, 18.916667, 9, 6, 7 9 6 8 2 0 3 1 4 
74.199997, 12.366666, 9, 6, 7 9 6 8 2 0 3 1 4 
72.199997, 12.033333, 9, 6, 7 9 6 8 2 0 3 1 4 
6.600000, 1.100000, 9, 6, 7 9 6 8 2 0 3 1 4 
15.900000, 2.650000, 9, 6, 7 9 6 8 2 0 3 1 4 
16.100000, 2.683333, 9, 6, 7 9 6 8 2 0 3 1 4 
10.300000, 1.716667, 9, 6, 7 9 6 8 2 0 3 1 4 
10.600000, 1.766667, 9, 6, 7 9 6 8 2 0 3 1 4 
13.600000, 2.266667, 9, 6, 7 9 6 8 2 0 3 1 4 
517.799988, 86.299998, 9, 6, 7 9 6 8 2 0 3 1 4 
447.700012, 74.616669, 9, 6, 7 9 6 8 2 0 3 1 4 
112.500000, 18.750000, 9, 6, 7 9 6 8 2 0 3 1 4 
532.099976, 88.683329, 9, 6, 7 9 6 8 2 0 3 1 4 
56.700001, 9.450000, 9, 6, 7 9 6 8 2 0 3 1 4 
57.000000, 9.500000, 9, 6, 7 9 6 8 2 0 3 1 4 
57.599998, 9.600000, 9, 6, 7 9 6 8 2 0 3 1 4 
117.699997, 19.616666, 9, 6, 7 9 6 8 2 0 3 1 4 
136.800003, 22.800001, 9, 6, 7 9 6 8 2 0 3 1 4 
149.000000, 24.833333, 9, 6, 7 9 6 8 2 0 3 1 4 
112.199997, 18.699999, 9, 6, 7 9 6 8 2 0 3 1 4 
1.700000, 0.283333, 9, 6, 7 9 6 8 2 0 3 1 4 
86.500000, 14.416667, 9, 6, 7 9 6 8 2 0 3 1 4 
89.000000, 14.833333, 9, 6, 7 9 6 8 2 0 3 1 4 
26.500000, 4.416667, 9, 6, 7 9 6 8 2 0 3 1 4 
8.600000, 1.433333, 9, 6, 7 9 6 8 2 0 3 1 4 
4.000000, 0.666667, 9, 6, 7 9 6 8 2 0 3 1 4 
160.000000, 26.666667, 9, 6, 7 9 6 8 2 0 3 1 4 
7.500000, 1.250000, 9, 6, 7 9 6 8 2 0 3 1 4 
6.500000, 1.083333, 9, 6, 7 9 6 8 2 0 3 1 4 
6.300000, 1.050000, 9, 6, 7 9 6 8 2 0 3 1 4 
154.600006, 25.766668, 9, 6, 7 9 6 8 2 0 3 1 4 
74.099998, 12.350000, 9, 6, 7 9 6 8 2 0 3 1 4 
2.200000, 0.366667, 9, 6, 7 9 6 8 2 0 3 1 4 
152.899994, 25.483332, 9, 6, 7 9 6 8 2 0 3 1 4 
72.300003, 12.050001, 9, 6, 7 9 6 8 2 0 3 1 4 
190.000000, 31.666667, 9, 6, 7 9 6 8 2 0 3 1 4 
123.199997, 20.533333, 9, 6, 7 9 6 8 2 0 3 1 4 
214.699997, 35.783333, 9, 6, 7 9 6 8 2 0 3 1 4 
13.100000, 2.183333, 9, 6, 7 9 6 8 2 0 3 1 4 
2.000000, 0.333333, 9, 6, 7 9 6 8 2 0 3 1 4 
186.000000, 31.000000, 9, 6, 7 9 6 8 2 0 3 1 4 
119.900002, 19.983334, 9, 6, 7 9 6 8 2 0 3 1 4 
123.300003, 20.550001, 9, 6, 7 9 6 8 2 0 3 1 4 
51.200001, 8.533333, 9, 6, 7 9 6 8 2 0 3 1 4 
73.099998, 12.183333, 9, 6, 7 9 6 8 2 0 3 1 4 
7.600000, 1.266667, 9, 6, 7 9 6 8 2 0 3 1 4 
63.900002, 10.650000, 9, 6, 7 9 6 8 2 0 3 1 4 
1.800000, 0.300000, 9, 6, 7 9 6 8 2 0 3 1 4 
85.300003, 14.216667, 9, 6, 7 9 6 8 2 0 3 1 4 
118.500000, 19.750000, 9, 6, 7 9 6 8 2 0 3 1 4 
164.399994, 27.399999, 9, 6, 7 9 6 8 2 0 3 1 4 
2.300000, 0.383333, 9, 6, 7 9 6 8 2 0 3 1 4 
160.300003, 26.716667, 9, 6, 7 9 6 8 2 0 3 1 4 
71.000000, 11.833333, 9, 6, 7 9 6 8 2 0 3 1 4 
191.399994, 31.899999, 9, 6, 7 9 6 8 2 0 3 1 4 
124.199997, 20.699999, 9, 6, 7 9 6 8 2 0 3 1 4 
214.600006, 35.766668, 9, 6, 7 9 6 8 2 0 3 1 4 
122.099998, 20.350000, 9, 6, 7 9 6 8 2 0 3 1 4 
2.100000, 0.350000, 9, 6, 7 9 6 8 2 0 3 1 4 
193.399994, 32.233332, 9, 6, 7 9 6 8 2 0 3 1 4 
121.599998, 20.266666, 9, 6, 7 9 6 8 2 0 3 1 4 
199.199997, 33.199999, 9, 6, 7 9 6 8 2 0 3 1 4 
70.199997, 11.699999, 9, 6, 7 9 6 8 2 0 3 1 4 
51.400002, 8.566667, 9, 6, 7 9 6 8 2 0 3 1 4 
62.700001, 10.450000, 9, 6, 7 9 6 8 2 0 3 1 4 
135.899994, 22.649999, 9, 6, 7 9 6 8 2 0 3 1 4 
73.099998, 12.183333, 9, 6, 7 9 6 8 2 0 3 1 4 
161.300003, 26.883334, 9, 6, 7 9 6 8 2 0 3 1 4 
73.699997, 12.283333, 9, 6, 7 9 6 8 2 0 3 1 4 
188.300003, 31.383334, 9, 6, 7 9 6 8 2 0 3 1 4 
2.200000, 0.366667, 9, 6, 7 9 6 8 2 0 3 1 4 
155.699997, 25.949999, 9, 6, 7 9 6 8 2 0 3 1 4 
121.099998, 20.183333, 9, 6, 7 9 6 8 2 0 3 1 4 
187.199997, 31.199999, 9, 6, 7 9 6 8 2 0 3 1 4 
213.899994, 35.649999, 9, 6, 7 9 6 8 2 0 3 1 4 
52.099998, 8.683333, 9, 6, 7 9 6 8 2 0 3 1 4 
131.199997, 21.866666, 9, 6, 7 9 6 8 2 0 3 1 4 
2.100000, 0.350000, 9, 6, 7 9 6 8 2 0 3 1 4 
