data_size, chunk_size, N, K, chosen_nodes
180.500000, 60.166667, 6, 3, 1 6 7 2 0 3 
124.099998, 41.366666, 6, 3, 1 6 9 2 0 3 
10.300000, 3.433333, 6, 3, 1 6 9 2 0 3 
7.000000, 2.333333, 6, 3, 1 6 9 2 0 3 
3.400000, 1.133333, 6, 3, 1 6 9 2 0 3 
1.900000, 0.633333, 6, 3, 1 6 9 2 0 3 
4.100000, 1.366667, 6, 3, 1 6 9 2 0 3 
2.900000, 0.966667, 6, 3, 1 6 9 2 0 3 
3.700000, 1.233333, 6, 3, 1 6 9 2 0 3 
191.800003, 63.933334, 6, 3, 1 6 9 2 0 3 
158.300003, 52.766668, 6, 3, 1 6 7 2 0 3 
2.200000, 0.733333, 6, 3, 1 6 7 2 0 3 
165.899994, 55.299998, 6, 3, 1 6 7 2 0 3 
192.600006, 64.200002, 6, 3, 1 6 9 2 0 3 
856.099976, 285.366659, 6, 3, 1 6 7 2 0 3 
71.400002, 23.800001, 6, 3, 1 6 9 2 0 3 
65.300003, 21.766668, 6, 3, 1 6 9 2 0 3 
56.099998, 18.699999, 6, 3, 1 6 9 2 0 3 
107.400002, 35.800001, 6, 3, 1 6 9 2 0 3 
115.500000, 38.500000, 6, 3, 1 6 9 2 0 3 
123.300003, 41.100001, 6, 3, 1 6 9 2 0 3 
9.400000, 3.133333, 6, 3, 1 6 9 2 0 3 
92.199997, 30.733332, 6, 3, 1 6 9 2 0 3 
124.000000, 41.333333, 6, 3, 1 6 9 2 0 3 
203.500000, 67.833333, 6, 3, 1 6 9 2 0 3 
110.900002, 36.966667, 6, 3, 1 6 7 2 0 3 
124.599998, 41.533333, 6, 3, 1 6 7 2 0 3 
187.199997, 62.399999, 6, 3, 1 6 9 2 0 3 
75.099998, 25.033333, 6, 3, 1 6 7 2 0 3 
153.399994, 51.133331, 6, 3, 1 6 7 2 0 3 
2.200000, 0.733333, 6, 3, 1 6 9 2 0 3 
157.899994, 52.633331, 6, 3, 1 6 9 2 0 3 
113.500000, 37.833333, 6, 3, 1 6 7 2 0 3 
74.199997, 24.733332, 6, 3, 1 6 9 2 0 3 
72.199997, 24.066666, 6, 3, 1 6 9 2 0 3 
6.600000, 2.200000, 6, 3, 1 6 7 2 0 3 
15.900000, 5.300000, 6, 3, 1 6 7 2 0 3 
16.100000, 5.366667, 6, 3, 1 6 7 2 0 3 
10.300000, 3.433333, 6, 3, 1 6 7 2 0 3 
10.600000, 3.533333, 6, 3, 1 6 7 2 0 3 
13.600000, 4.533333, 6, 3, 1 6 7 2 0 3 
517.799988, 172.599996, 6, 3, 1 6 9 2 0 3 
447.700012, 149.233337, 6, 3, 1 6 7 2 0 3 
112.500000, 37.500000, 6, 3, 1 6 7 2 0 3 
532.099976, 177.366659, 6, 3, 1 6 9 2 0 3 
56.700001, 18.900000, 6, 3, 1 6 7 2 0 3 
57.000000, 19.000000, 6, 3, 1 6 7 2 0 3 
57.599998, 19.199999, 6, 3, 1 6 7 2 0 3 
117.699997, 39.233332, 6, 3, 1 6 7 2 0 3 
136.800003, 45.600001, 6, 3, 1 6 7 2 0 3 
149.000000, 49.666667, 6, 3, 1 6 7 2 0 3 
112.199997, 37.399999, 6, 3, 1 6 9 2 0 3 
1.700000, 0.566667, 6, 3, 1 6 7 2 0 3 
86.500000, 28.833333, 6, 3, 1 6 7 2 0 3 
89.000000, 29.666667, 6, 3, 1 6 9 2 0 3 
26.500000, 8.833333, 6, 3, 1 6 7 2 0 3 
8.600000, 2.866667, 6, 3, 1 6 9 2 0 3 
4.000000, 1.333333, 6, 3, 1 6 9 2 0 3 
160.000000, 53.333333, 6, 3, 1 6 7 2 0 3 
7.500000, 2.500000, 6, 3, 1 6 9 2 0 3 
6.500000, 2.166667, 6, 3, 1 6 9 2 0 3 
6.300000, 2.100000, 6, 3, 1 6 9 2 0 3 
154.600006, 51.533335, 6, 3, 1 6 9 2 0 3 
74.099998, 24.699999, 6, 3, 1 6 7 2 0 3 
2.200000, 0.733333, 6, 3, 1 6 9 2 0 3 
152.899994, 50.966665, 6, 3, 1 6 9 2 0 3 
72.300003, 24.100001, 6, 3, 1 6 7 2 0 3 
190.000000, 63.333333, 6, 3, 1 6 7 2 0 3 
123.199997, 41.066666, 6, 3, 1 6 9 2 0 3 
214.699997, 71.566666, 6, 3, 1 6 9 2 0 3 
13.100000, 4.366667, 6, 3, 1 6 7 2 0 3 
2.000000, 0.666667, 6, 3, 1 6 7 2 0 3 
186.000000, 62.000000, 6, 3, 1 6 7 2 0 3 
119.900002, 39.966667, 6, 3, 1 6 9 2 0 3 
123.300003, 41.100001, 6, 3, 1 6 7 2 0 3 
51.200001, 17.066667, 6, 3, 1 6 9 2 0 3 
73.099998, 24.366666, 6, 3, 1 6 7 2 0 3 
7.600000, 2.533333, 6, 3, 1 6 9 2 0 3 
63.900002, 21.300001, 6, 3, 1 6 9 2 0 3 
1.800000, 0.600000, 6, 3, 1 6 7 2 0 3 
85.300003, 28.433334, 6, 3, 1 6 7 2 0 3 
118.500000, 39.500000, 6, 3, 1 6 9 2 0 3 
164.399994, 54.799998, 6, 3, 1 6 7 2 0 3 
2.300000, 0.766667, 6, 3, 1 6 9 2 0 3 
160.300003, 53.433334, 6, 3, 1 6 9 2 0 3 
71.000000, 23.666667, 6, 3, 1 6 7 2 0 3 
191.399994, 63.799998, 6, 3, 1 6 9 2 0 3 
124.199997, 41.399999, 6, 3, 1 6 7 2 0 3 
214.600006, 71.533335, 6, 3, 1 6 7 2 0 3 
122.099998, 40.699999, 6, 3, 1 6 9 2 0 3 
