data_size, chunk_size, N, K, chosen_nodes
15.900000, 7.950000, 4, 2, 1 6 7 9 
16.100000, 8.050000, 4, 2, 1 6 7 9 
10.300000, 5.150000, 4, 2, 1 6 7 9 
10.600000, 5.300000, 4, 2, 1 6 7 9 
13.600000, 6.800000, 4, 2, 1 6 7 9 
517.799988, 258.899994, 4, 2, 1 6 7 9 
447.700012, 223.850006, 4, 2, 1 6 7 9 
112.500000, 56.250000, 4, 2, 1 6 7 9 
532.099976, 266.049988, 4, 2, 1 6 7 9 
56.700001, 28.350000, 4, 2, 1 6 7 9 
57.000000, 28.500000, 4, 2, 1 6 7 9 
57.599998, 28.799999, 4, 2, 1 6 7 9 
117.699997, 58.849998, 4, 2, 1 6 7 9 
136.800003, 68.400002, 4, 2, 1 6 7 9 
149.000000, 74.500000, 4, 2, 1 6 7 9 
112.199997, 56.099998, 4, 2, 1 6 7 9 
1.700000, 0.850000, 4, 2, 1 6 7 9 
86.500000, 43.250000, 4, 2, 1 6 7 9 
89.000000, 44.500000, 4, 2, 1 6 7 9 
26.500000, 13.250000, 4, 2, 1 6 7 9 
8.600000, 4.300000, 4, 2, 1 6 7 9 
4.000000, 2.000000, 4, 2, 1 6 7 9 
160.000000, 80.000000, 4, 2, 1 6 7 9 
7.500000, 3.750000, 4, 2, 1 6 7 9 
6.500000, 3.250000, 4, 2, 1 6 7 9 
6.300000, 3.150000, 4, 2, 1 6 7 9 
154.600006, 77.300003, 4, 2, 1 6 7 9 
74.099998, 37.049999, 4, 2, 1 6 7 9 
2.200000, 1.100000, 4, 2, 1 6 7 9 
152.899994, 76.449997, 4, 2, 1 6 7 9 
72.300003, 36.150002, 4, 2, 1 6 7 9 
190.000000, 95.000000, 4, 2, 1 6 7 9 
123.199997, 61.599998, 4, 2, 1 6 7 9 
214.699997, 107.349998, 4, 2, 1 6 7 9 
13.100000, 6.550000, 4, 2, 1 6 7 9 
2.000000, 1.000000, 4, 2, 1 6 7 9 
186.000000, 93.000000, 4, 2, 1 6 7 9 
119.900002, 59.950001, 4, 2, 1 6 7 9 
123.300003, 61.650002, 4, 2, 1 6 7 9 
51.200001, 25.600000, 4, 2, 1 6 7 9 
73.099998, 36.549999, 4, 2, 1 6 7 9 
7.600000, 3.800000, 4, 2, 1 6 7 9 
63.900002, 31.950001, 4, 2, 1 6 7 9 
1.800000, 0.900000, 4, 2, 1 6 7 9 
85.300003, 42.650002, 4, 2, 1 6 7 9 
118.500000, 59.250000, 4, 2, 1 6 7 9 
164.399994, 82.199997, 4, 2, 1 6 7 9 
2.300000, 1.150000, 4, 2, 1 6 7 9 
160.300003, 80.150002, 4, 2, 1 6 7 9 
71.000000, 35.500000, 4, 2, 1 6 7 9 
191.399994, 95.699997, 4, 2, 1 6 7 9 
124.199997, 62.099998, 4, 2, 1 6 7 9 
214.600006, 107.300003, 4, 2, 1 6 7 9 
122.099998, 61.049999, 4, 2, 1 6 7 9 
2.100000, 1.050000, 4, 2, 1 6 7 9 
193.399994, 96.699997, 4, 2, 1 6 7 9 
121.599998, 60.799999, 4, 2, 1 6 7 9 
199.199997, 99.599998, 4, 2, 1 6 7 9 
70.199997, 35.099998, 4, 2, 1 6 7 9 
51.400002, 25.700001, 4, 2, 1 6 7 9 
62.700001, 31.350000, 4, 2, 1 6 7 9 
135.899994, 67.949997, 4, 2, 1 6 7 9 
73.099998, 36.549999, 4, 2, 1 6 7 9 
161.300003, 80.650002, 4, 2, 1 6 7 9 
73.699997, 36.849998, 4, 2, 1 6 7 9 
188.300003, 94.150002, 4, 2, 1 6 7 9 
2.200000, 1.100000, 4, 2, 1 6 7 9 
155.699997, 77.849998, 4, 2, 1 6 7 9 
121.099998, 60.549999, 4, 2, 1 6 7 9 
187.199997, 93.599998, 4, 2, 1 6 7 9 
213.899994, 106.949997, 4, 2, 1 6 7 9 
52.099998, 26.049999, 4, 2, 1 6 7 9 
131.199997, 65.599998, 4, 2, 1 6 7 9 
2.100000, 1.050000, 4, 2, 1 6 7 9 
191.500000, 95.750000, 4, 2, 1 6 7 9 
121.000000, 60.500000, 4, 2, 1 6 7 9 
49.400002, 24.700001, 4, 2, 1 6 7 9 
137.300003, 68.650002, 4, 2, 1 6 7 9 
72.300003, 36.150002, 4, 2, 1 6 7 9 
73.800003, 36.900002, 4, 2, 1 6 7 9 
32.299999, 16.150000, 4, 2, 1 6 7 9 
17.200001, 8.600000, 4, 2, 1 6 7 9 
266.700012, 133.350006, 4, 2, 1 6 7 9 
243.300003, 121.650002, 4, 2, 1 6 7 9 
11.900000, 5.950000, 4, 2, 1 6 7 9 
120.500000, 60.250000, 4, 2, 1 6 7 9 
2.400000, 1.200000, 4, 2, 1 6 7 9 
152.199997, 76.099998, 4, 2, 1 6 7 9 
157.100006, 78.550003, 4, 2, 1 6 7 9 
189.500000, 94.750000, 4, 2, 1 6 7 9 
121.400002, 60.700001, 4, 2, 1 6 7 9 
196.399994, 98.199997, 4, 2, 1 6 7 9 
2.100000, 1.050000, 4, 2, 1 6 7 9 
68.800003, 34.400002, 4, 2, 1 6 7 9 
247.000000, 123.500000, 4, 2, 1 6 7 9 
2.200000, 1.100000, 4, 2, 1 6 7 9 
133.300003, 66.650002, 4, 2, 1 6 7 9 
191.699997, 95.849998, 4, 2, 1 6 7 9 
2.100000, 1.050000, 4, 2, 1 6 7 9 
213.199997, 106.599998, 4, 2, 1 6 7 9 
124.099998, 62.049999, 4, 2, 1 6 7 9 
138.199997, 69.099998, 4, 2, 1 6 7 9 
52.299999, 26.150000, 4, 2, 1 6 7 9 
48.599998, 24.299999, 4, 2, 1 6 7 9 
146.500000, 73.250000, 4, 2, 1 6 7 9 
70.500000, 35.250000, 4, 2, 1 6 7 9 
74.300003, 37.150002, 4, 2, 1 6 7 9 
51.700001, 25.850000, 4, 2, 1 6 7 9 
2.500000, 1.250000, 4, 2, 1 6 7 9 
154.600006, 77.300003, 4, 2, 1 6 7 9 
67.800003, 33.900002, 4, 2, 1 6 7 9 
158.300003, 79.150002, 4, 2, 1 6 7 9 
192.300003, 96.150002, 4, 2, 1 6 7 9 
132.699997, 66.349998, 4, 2, 1 6 7 9 
2.200000, 1.100000, 4, 2, 1 6 7 9 
124.599998, 62.299999, 4, 2, 1 6 7 9 
227.000000, 113.500000, 4, 2, 1 6 7 9 
134.500000, 67.250000, 4, 2, 1 6 7 9 
212.800003, 106.400002, 4, 2, 1 6 7 9 
124.400002, 62.200001, 4, 2, 1 6 7 9 
2.300000, 1.150000, 4, 2, 1 6 7 9 
188.600006, 94.300003, 4, 2, 1 6 7 9 
184.800003, 92.400002, 4, 2, 1 6 7 9 
133.800003, 66.900002, 4, 2, 1 6 7 9 
2.200000, 1.100000, 4, 2, 1 6 7 9 
67.099998, 33.549999, 4, 2, 1 6 7 9 
74.199997, 37.099998, 4, 2, 1 6 7 9 
50.299999, 25.150000, 4, 2, 1 6 7 9 
146.800003, 73.400002, 4, 2, 1 6 7 9 
67.400002, 33.700001, 4, 2, 1 6 7 9 
80.699997, 40.349998, 4, 2, 1 6 7 9 
73.800003, 36.900002, 4, 2, 1 6 7 9 
2.400000, 1.200000, 4, 2, 1 6 7 9 
149.300003, 74.650002, 4, 2, 1 6 7 9 
154.199997, 77.099998, 4, 2, 1 6 7 9 
184.000000, 92.000000, 4, 2, 1 6 7 9 
134.600006, 67.300003, 4, 2, 1 6 7 9 
2.300000, 1.150000, 4, 2, 1 6 7 9 
2.500000, 1.250000, 4, 2, 1 6 7 9 
139.399994, 69.699997, 4, 2, 1 6 7 9 
140.699997, 70.349998, 4, 2, 1 6 7 9 
116.099998, 58.049999, 4, 2, 1 6 7 9 
213.199997, 106.599998, 4, 2, 1 6 7 9 
132.199997, 66.099998, 4, 2, 1 6 7 9 
2.400000, 1.200000, 4, 2, 1 6 7 9 
185.600006, 92.800003, 4, 2, 1 6 7 9 
185.800003, 92.900002, 4, 2, 1 6 7 9 
236.699997, 118.349998, 4, 2, 1 6 7 9 
73.599998, 36.799999, 4, 2, 1 6 7 9 
58.299999, 29.150000, 4, 2, 1 6 7 9 
78.099998, 39.049999, 4, 2, 1 6 7 9 
149.600006, 74.800003, 4, 2, 1 6 7 9 
128.800003, 64.400002, 4, 2, 1 6 7 9 
86.599998, 43.299999, 4, 2, 1 6 7 9 
50.200001, 25.100000, 4, 2, 1 6 7 9 
144.699997, 72.349998, 4, 2, 1 6 7 9 
70.000000, 35.000000, 4, 2, 1 6 7 9 
159.699997, 79.849998, 4, 2, 1 6 7 9 
189.800003, 94.900002, 4, 2, 1 6 7 9 
132.399994, 66.199997, 4, 2, 1 6 7 9 
2.100000, 1.050000, 4, 2, 1 6 7 9 
2.400000, 1.200000, 4, 2, 1 6 7 9 
246.100006, 123.050003, 4, 2, 1 6 7 9 
123.300003, 61.650002, 4, 2, 1 6 7 9 
139.100006, 69.550003, 4, 2, 1 6 7 9 
190.699997, 95.349998, 4, 2, 1 6 7 9 
2.400000, 1.200000, 4, 2, 1 6 7 9 
138.000000, 69.000000, 4, 2, 1 6 7 9 
2.200000, 1.100000, 4, 2, 1 6 7 9 
116.300003, 58.150002, 4, 2, 1 6 7 9 
214.300003, 107.150002, 4, 2, 1 6 7 9 
183.899994, 91.949997, 4, 2, 1 6 7 9 
56.299999, 28.150000, 4, 2, 1 6 7 9 
161.500000, 80.750000, 4, 2, 1 6 7 9 
73.699997, 36.849998, 4, 2, 1 6 7 9 
49.500000, 24.750000, 4, 2, 1 6 7 9 
133.800003, 66.900002, 4, 2, 1 6 7 9 
86.800003, 43.400002, 4, 2, 1 6 7 9 
146.000000, 73.000000, 4, 2, 1 6 7 9 
133.500000, 66.750000, 4, 2, 1 6 7 9 
2.400000, 1.200000, 4, 2, 1 6 7 9 
143.899994, 71.949997, 4, 2, 1 6 7 9 
69.000000, 34.500000, 4, 2, 1 6 7 9 
153.100006, 76.550003, 4, 2, 1 6 7 9 
181.300003, 90.650002, 4, 2, 1 6 7 9 
178.000000, 89.000000, 4, 2, 1 6 7 9 
2.200000, 1.100000, 4, 2, 1 6 7 9 
133.899994, 66.949997, 4, 2, 1 6 7 9 
250.000000, 125.000000, 4, 2, 1 6 7 9 
146.100006, 73.050003, 4, 2, 1 6 7 9 
212.600006, 106.300003, 4, 2, 1 6 7 9 
118.300003, 59.150002, 4, 2, 1 6 7 9 
183.300003, 91.650002, 4, 2, 1 6 7 9 
140.699997, 70.349998, 4, 2, 1 6 7 9 
2.500000, 1.250000, 4, 2, 1 6 7 9 
2.300000, 1.150000, 4, 2, 1 6 7 9 
163.199997, 81.599998, 4, 2, 1 6 7 9 
73.099998, 36.549999, 4, 2, 1 6 7 9 
65.099998, 32.549999, 4, 2, 1 6 7 9 
149.399994, 74.699997, 4, 2, 1 6 7 9 
127.099998, 63.549999, 4, 2, 1 6 7 9 
87.800003, 43.900002, 4, 2, 1 6 7 9 
50.299999, 25.150000, 4, 2, 1 6 7 9 
2.400000, 1.200000, 4, 2, 1 6 7 9 
159.600006, 79.800003, 4, 2, 1 6 7 9 
164.399994, 82.199997, 4, 2, 1 6 7 9 
182.600006, 91.300003, 4, 2, 1 6 7 9 
191.800003, 95.900002, 4, 2, 1 6 7 9 
135.100006, 67.550003, 4, 2, 1 6 7 9 
2.200000, 1.100000, 4, 2, 1 6 7 9 
66.099998, 33.049999, 4, 2, 1 6 7 9 
134.699997, 67.349998, 4, 2, 1 6 7 9 
128.600006, 64.300003, 4, 2, 1 6 7 9 
212.800003, 106.400002, 4, 2, 1 6 7 9 
130.100006, 65.050003, 4, 2, 1 6 7 9 
2.400000, 1.200000, 4, 2, 1 6 7 9 
183.699997, 91.849998, 4, 2, 1 6 7 9 
138.399994, 69.199997, 4, 2, 1 6 7 9 
2.400000, 1.200000, 4, 2, 1 6 7 9 
245.800003, 122.900002, 4, 2, 1 6 7 9 
74.500000, 37.250000, 4, 2, 1 6 7 9 
63.200001, 31.600000, 4, 2, 1 6 7 9 
178.199997, 89.099998, 4, 2, 1 6 7 9 
147.899994, 73.949997, 4, 2, 1 6 7 9 
134.000000, 67.000000, 4, 2, 1 6 7 9 
87.599998, 43.799999, 4, 2, 1 6 7 9 
49.299999, 24.650000, 4, 2, 1 6 7 9 
131.399994, 65.699997, 4, 2, 1 6 7 9 
2.300000, 1.150000, 4, 2, 1 6 7 9 
135.800003, 67.900002, 4, 2, 1 6 7 9 
65.400002, 32.700001, 4, 2, 1 6 7 9 
161.300003, 80.650002, 4, 2, 1 6 7 9 
179.899994, 89.949997, 4, 2, 1 6 7 9 
2.300000, 1.150000, 4, 2, 1 6 7 9 
188.899994, 94.449997, 4, 2, 1 6 7 9 
253.399994, 126.699997, 4, 2, 1 6 7 9 
149.199997, 74.599998, 4, 2, 1 6 7 9 
135.399994, 67.699997, 4, 2, 1 6 7 9 
136.000000, 68.000000, 4, 2, 1 6 7 9 
206.500000, 103.250000, 4, 2, 1 6 7 9 
119.000000, 59.500000, 4, 2, 1 6 7 9 
2.500000, 1.250000, 4, 2, 1 6 7 9 
183.600006, 91.800003, 4, 2, 1 6 7 9 
2.700000, 1.350000, 4, 2, 1 6 7 9 
73.900002, 36.950001, 4, 2, 1 6 7 9 
65.400002, 32.700001, 4, 2, 1 6 7 9 
182.600006, 91.300003, 4, 2, 1 6 7 9 
50.700001, 25.350000, 4, 2, 1 6 7 9 
135.300003, 67.650002, 4, 2, 1 6 7 9 
89.300003, 44.650002, 4, 2, 1 6 7 9 
152.899994, 76.449997, 4, 2, 1 6 7 9 
153.899994, 76.949997, 4, 2, 1 6 7 9 
125.000000, 62.500000, 4, 2, 1 6 7 9 
136.100006, 68.050003, 4, 2, 1 6 7 9 
2.300000, 1.150000, 4, 2, 1 6 7 9 
148.100006, 74.050003, 4, 2, 1 6 7 9 
69.400002, 34.700001, 4, 2, 1 6 7 9 
158.800003, 79.400002, 4, 2, 1 6 7 9 
183.399994, 91.699997, 4, 2, 1 6 7 9 
199.699997, 99.849998, 4, 2, 1 6 7 9 
191.399994, 95.699997, 4, 2, 1 6 7 9 
2.100000, 1.050000, 4, 2, 1 6 7 9 
2.400000, 1.200000, 4, 2, 1 6 7 9 
245.600006, 122.800003, 4, 2, 1 6 7 9 
137.899994, 68.949997, 4, 2, 1 6 7 9 
127.500000, 63.750000, 4, 2, 1 6 7 9 
124.900002, 62.450001, 4, 2, 1 6 7 9 
2.300000, 1.150000, 4, 2, 1 6 7 9 
184.899994, 92.449997, 4, 2, 1 6 7 9 
132.500000, 66.250000, 4, 2, 1 6 7 9 
73.400002, 36.700001, 4, 2, 1 6 7 9 
64.300003, 32.150002, 4, 2, 1 6 7 9 
168.800003, 84.400002, 4, 2, 1 6 7 9 
154.800003, 77.400002, 4, 2, 1 6 7 9 
85.599998, 42.799999, 4, 2, 1 6 7 9 
127.800003, 63.900002, 4, 2, 1 6 7 9 
50.200001, 25.100000, 4, 2, 1 6 7 9 
150.300003, 75.150002, 4, 2, 1 6 7 9 
80.599998, 40.299999, 4, 2, 1 6 7 9 
169.100006, 84.550003, 4, 2, 1 6 7 9 
190.199997, 95.099998, 4, 2, 1 6 7 9 
149.899994, 74.949997, 4, 2, 1 6 7 9 
188.500000, 94.250000, 4, 2, 1 6 7 9 
2.600000, 1.300000, 4, 2, 1 6 7 9 
2.300000, 1.150000, 4, 2, 1 6 7 9 
2.800000, 1.400000, 4, 2, 1 6 7 9 
256.600006, 128.300003, 4, 2, 1 6 7 9 
147.199997, 73.599998, 4, 2, 1 6 7 9 
134.500000, 67.250000, 4, 2, 1 6 7 9 
214.500000, 107.250000, 4, 2, 1 6 7 9 
189.600006, 94.800003, 4, 2, 1 6 7 9 
2.800000, 1.400000, 4, 2, 1 6 7 9 
122.599998, 61.299999, 4, 2, 1 6 7 9 
138.199997, 69.099998, 4, 2, 1 6 7 9 
74.300003, 37.150002, 4, 2, 1 6 7 9 
66.099998, 33.049999, 4, 2, 1 6 7 9 
164.000000, 82.000000, 4, 2, 1 6 7 9 
50.799999, 25.400000, 4, 2, 1 6 7 9 
133.000000, 66.500000, 4, 2, 1 6 7 9 
89.000000, 44.500000, 4, 2, 1 6 7 9 
172.300003, 86.150002, 4, 2, 1 6 7 9 
151.300003, 75.650002, 4, 2, 1 6 7 9 
2.800000, 1.400000, 4, 2, 1 6 7 9 
156.699997, 78.349998, 4, 2, 1 6 7 9 
83.900002, 41.950001, 4, 2, 1 6 7 9 
174.000000, 87.000000, 4, 2, 1 6 7 9 
185.199997, 92.599998, 4, 2, 1 6 7 9 
195.000000, 97.500000, 4, 2, 1 6 7 9 
2.500000, 1.250000, 4, 2, 1 6 7 9 
139.899994, 69.949997, 4, 2, 1 6 7 9 
3.100000, 1.550000, 4, 2, 1 6 7 9 
258.500000, 129.250000, 4, 2, 1 6 7 9 
153.100006, 76.550003, 4, 2, 1 6 7 9 
135.800003, 67.900002, 4, 2, 1 6 7 9 
215.699997, 107.849998, 4, 2, 1 6 7 9 
189.800003, 94.900002, 4, 2, 1 6 7 9 
2.900000, 1.450000, 4, 2, 1 6 7 9 
117.199997, 58.599998, 4, 2, 1 6 7 9 
74.800003, 37.400002, 4, 2, 1 6 7 9 
63.700001, 31.850000, 4, 2, 1 6 7 9 
170.800003, 85.400002, 4, 2, 1 6 7 9 
50.200001, 25.100000, 4, 2, 1 6 7 9 
133.100006, 66.550003, 4, 2, 1 6 7 9 
89.599998, 44.799999, 4, 2, 1 6 7 9 
164.100006, 82.050003, 4, 2, 1 6 7 9 
145.000000, 72.500000, 4, 2, 1 6 7 9 
2.600000, 1.300000, 4, 2, 1 6 7 9 
155.100006, 77.550003, 4, 2, 1 6 7 9 
75.900002, 37.950001, 4, 2, 1 6 7 9 
167.100006, 83.550003, 4, 2, 1 6 7 9 
193.000000, 96.500000, 4, 2, 1 6 7 9 
183.199997, 91.599998, 4, 2, 1 6 7 9 
144.100006, 72.050003, 4, 2, 1 6 7 9 
2.500000, 1.250000, 4, 2, 1 6 7 9 
3.200000, 1.600000, 4, 2, 1 6 7 9 
252.699997, 126.349998, 4, 2, 1 6 7 9 
160.000000, 80.000000, 4, 2, 1 6 7 9 
113.500000, 56.750000, 4, 2, 1 6 7 9 
181.800003, 90.900002, 4, 2, 1 6 7 9 
217.600006, 108.800003, 4, 2, 1 6 7 9 
2.800000, 1.400000, 4, 2, 1 6 7 9 
133.500000, 66.750000, 4, 2, 1 6 7 9 
74.800003, 37.400002, 4, 2, 1 6 7 9 
146.199997, 73.099998, 4, 2, 1 6 7 9 
50.400002, 25.200001, 4, 2, 1 6 7 9 
155.600006, 77.800003, 4, 2, 1 6 7 9 
93.199997, 46.599998, 4, 2, 1 6 7 9 
114.199997, 57.099998, 4, 2, 1 6 7 9 
60.799999, 30.400000, 4, 2, 1 6 7 9 
213.000000, 106.500000, 4, 2, 1 6 7 9 
2.500000, 1.250000, 4, 2, 1 6 7 9 
147.199997, 73.599998, 4, 2, 1 6 7 9 
165.100006, 82.550003, 4, 2, 1 6 7 9 
188.600006, 94.300003, 4, 2, 1 6 7 9 
129.100006, 64.550003, 4, 2, 1 6 7 9 
78.599998, 39.299999, 4, 2, 1 6 7 9 
127.199997, 63.599998, 4, 2, 1 6 7 9 
2.500000, 1.250000, 4, 2, 1 6 7 9 
3.100000, 1.550000, 4, 2, 1 6 7 9 
258.100006, 129.050003, 4, 2, 1 6 7 9 
153.199997, 76.599998, 4, 2, 1 6 7 9 
145.199997, 72.599998, 4, 2, 1 6 7 9 
118.599998, 59.299999, 4, 2, 1 6 7 9 
178.800003, 89.400002, 4, 2, 1 6 7 9 
2.600000, 1.300000, 4, 2, 1 6 7 9 
182.500000, 91.250000, 4, 2, 1 6 7 9 
73.300003, 36.650002, 4, 2, 1 6 7 9 
61.599998, 30.799999, 4, 2, 1 6 7 9 
57.200001, 28.600000, 4, 2, 1 6 7 9 
157.899994, 78.949997, 4, 2, 1 6 7 9 
124.099998, 62.049999, 4, 2, 1 6 7 9 
94.000000, 47.000000, 4, 2, 1 6 7 9 
177.399994, 88.699997, 4, 2, 1 6 7 9 
170.100006, 85.050003, 4, 2, 1 6 7 9 
82.599998, 41.299999, 4, 2, 1 6 7 9 
206.600006, 103.300003, 4, 2, 1 6 7 9 
2.300000, 1.150000, 4, 2, 1 6 7 9 
172.800003, 86.400002, 4, 2, 1 6 7 9 
207.600006, 103.800003, 4, 2, 1 6 7 9 
2.300000, 1.150000, 4, 2, 1 6 7 9 
2.200000, 1.100000, 4, 2, 1 6 7 9 
2.600000, 1.300000, 4, 2, 1 6 7 9 
243.300003, 121.650002, 4, 2, 1 6 7 9 
136.000000, 68.000000, 4, 2, 1 6 7 9 
114.800003, 57.400002, 4, 2, 1 6 7 9 
119.199997, 59.599998, 4, 2, 1 6 7 9 
132.699997, 66.349998, 4, 2, 1 6 7 9 
180.899994, 90.449997, 4, 2, 1 6 7 9 
133.800003, 66.900002, 4, 2, 1 6 7 9 
73.599998, 36.799999, 4, 2, 1 6 7 9 
66.900002, 33.450001, 4, 2, 1 6 7 9 
217.500000, 108.750000, 4, 2, 1 6 7 9 
139.000000, 69.500000, 4, 2, 1 6 7 9 
48.400002, 24.200001, 4, 2, 1 6 7 9 
124.300003, 62.150002, 4, 2, 1 6 7 9 
91.099998, 45.549999, 4, 2, 1 6 7 9 
88.699997, 44.349998, 4, 2, 1 6 7 9 
166.800003, 83.400002, 4, 2, 1 6 7 9 
64.099998, 32.049999, 4, 2, 1 6 7 9 
158.899994, 79.449997, 4, 2, 1 6 7 9 
200.500000, 100.250000, 4, 2, 1 6 7 9 
132.399994, 66.199997, 4, 2, 1 6 7 9 
193.899994, 96.949997, 4, 2, 1 6 7 9 
136.199997, 68.099998, 4, 2, 1 6 7 9 
111.599998, 55.799999, 4, 2, 1 6 7 9 
2.500000, 1.250000, 4, 2, 1 6 7 9 
241.199997, 120.599998, 4, 2, 1 6 7 9 
135.199997, 67.599998, 4, 2, 1 6 7 9 
113.400002, 56.700001, 4, 2, 1 6 7 9 
45.000000, 22.500000, 4, 2, 1 6 7 9 
2.200000, 1.100000, 4, 2, 1 6 7 9 
180.699997, 90.349998, 4, 2, 1 6 7 9 
2.200000, 1.100000, 4, 2, 1 6 7 9 
2.300000, 1.150000, 4, 2, 1 6 7 9 
73.400002, 36.700001, 4, 2, 1 6 7 9 
64.800003, 32.400002, 4, 2, 1 6 7 9 
219.300003, 109.650002, 4, 2, 1 6 7 9 
141.100006, 70.550003, 4, 2, 1 6 7 9 
89.000000, 44.500000, 4, 2, 1 6 7 9 
130.100006, 65.050003, 4, 2, 1 6 7 9 
46.799999, 23.400000, 4, 2, 1 6 7 9 
44.599998, 22.299999, 4, 2, 1 6 7 9 
160.899994, 80.449997, 4, 2, 1 6 7 9 
70.099998, 35.049999, 4, 2, 1 6 7 9 
149.800003, 74.900002, 4, 2, 1 6 7 9 
197.199997, 98.599998, 4, 2, 1 6 7 9 
141.199997, 70.599998, 4, 2, 1 6 7 9 
2.300000, 1.150000, 4, 2, 1 6 7 9 
136.100006, 68.050003, 4, 2, 1 6 7 9 
2.200000, 1.100000, 4, 2, 1 6 7 9 
2.400000, 1.200000, 4, 2, 1 6 7 9 
243.899994, 121.949997, 4, 2, 1 6 7 9 
135.699997, 67.849998, 4, 2, 1 6 7 9 
180.899994, 90.449997, 4, 2, 1 6 7 9 
109.199997, 54.599998, 4, 2, 1 6 7 9 
2.200000, 1.100000, 4, 2, 1 6 7 9 
121.500000, 60.750000, 4, 2, 1 6 7 9 
197.000000, 98.500000, 4, 2, 1 6 7 9 
74.400002, 37.200001, 4, 2, 1 6 7 9 
64.699997, 32.349998, 4, 2, 1 6 7 9 
218.600006, 109.300003, 4, 2, 1 6 7 9 
48.299999, 24.150000, 4, 2, 1 6 7 9 
127.699997, 63.849998, 4, 2, 1 6 7 9 
88.900002, 44.450001, 4, 2, 1 6 7 9 
138.800003, 69.400002, 4, 2, 1 6 7 9 
203.600006, 101.800003, 4, 2, 1 6 7 9 
66.099998, 33.049999, 4, 2, 1 6 7 9 
2.300000, 1.150000, 4, 2, 1 6 7 9 
169.399994, 84.699997, 4, 2, 1 6 7 9 
166.699997, 83.349998, 4, 2, 1 6 7 9 
134.300003, 67.150002, 4, 2, 1 6 7 9 
132.000000, 66.000000, 4, 2, 1 6 7 9 
133.600006, 66.800003, 4, 2, 1 6 7 9 
2.200000, 1.100000, 4, 2, 1 6 7 9 
2.500000, 1.250000, 4, 2, 1 6 7 9 
241.399994, 120.699997, 4, 2, 1 6 7 9 
137.800003, 68.900002, 4, 2, 1 6 7 9 
114.400002, 57.200001, 4, 2, 1 6 7 9 
210.100006, 105.050003, 4, 2, 1 6 7 9 
2.300000, 1.150000, 4, 2, 1 6 7 9 
182.100006, 91.050003, 4, 2, 1 6 7 9 
73.599998, 36.799999, 4, 2, 1 6 7 9 
63.299999, 31.650000, 4, 2, 1 6 7 9 
44.099998, 22.049999, 4, 2, 1 6 7 9 
139.000000, 69.500000, 4, 2, 1 6 7 9 
47.599998, 23.799999, 4, 2, 1 6 7 9 
127.400002, 63.700001, 4, 2, 1 6 7 9 
89.500000, 44.750000, 4, 2, 1 6 7 9 
218.800003, 109.400002, 4, 2, 1 6 7 9 
134.600006, 67.300003, 4, 2, 1 6 7 9 
155.800003, 77.900002, 4, 2, 1 6 7 9 
162.899994, 81.449997, 4, 2, 1 6 7 9 
192.300003, 96.150002, 4, 2, 1 6 7 9 
208.100006, 104.050003, 4, 2, 1 6 7 9 
2.300000, 1.150000, 4, 2, 1 6 7 9 
2.200000, 1.100000, 4, 2, 1 6 7 9 
2.400000, 1.200000, 4, 2, 1 6 7 9 
245.899994, 122.949997, 4, 2, 1 6 7 9 
136.899994, 68.449997, 4, 2, 1 6 7 9 
111.699997, 55.849998, 4, 2, 1 6 7 9 
