data_size, chunk_size, N, K, chosen_nodes
62.700001, 7.837500, 9, 8, 7 9 6 8 2 0 3 1 4 
135.899994, 16.987499, 9, 8, 7 9 6 8 2 0 3 1 4 
73.099998, 9.137500, 9, 8, 7 9 6 8 2 0 3 1 4 
161.300003, 20.162500, 9, 8, 7 9 6 8 2 0 3 1 4 
73.699997, 9.212500, 9, 8, 7 9 6 8 2 0 3 1 4 
188.300003, 23.537500, 9, 8, 7 9 6 8 2 0 3 1 4 
2.200000, 0.275000, 9, 8, 7 9 6 8 2 0 3 1 4 
155.699997, 19.462500, 9, 8, 7 9 6 8 2 0 3 1 4 
121.099998, 15.137500, 9, 8, 7 9 6 8 2 0 3 1 4 
187.199997, 23.400000, 9, 8, 7 9 6 8 2 0 3 1 4 
213.899994, 26.737499, 9, 8, 7 9 6 8 2 0 3 1 4 
52.099998, 6.512500, 9, 8, 7 9 6 8 2 0 3 1 4 
131.199997, 16.400000, 9, 8, 7 9 6 8 2 0 3 1 4 
2.100000, 0.262500, 9, 8, 7 9 6 8 2 0 3 1 4 
191.500000, 23.937500, 9, 8, 7 9 6 8 2 0 3 1 4 
121.000000, 15.125000, 9, 8, 7 9 6 8 2 0 3 1 4 
49.400002, 6.175000, 9, 8, 7 9 6 8 2 0 3 1 4 
137.300003, 17.162500, 9, 8, 7 9 6 8 2 0 3 1 4 
72.300003, 9.037500, 9, 8, 7 9 6 8 2 0 3 1 4 
73.800003, 9.225000, 9, 8, 7 9 6 8 2 0 3 1 4 
32.299999, 4.037500, 9, 8, 7 9 6 8 2 0 3 1 4 
17.200001, 2.150000, 9, 8, 7 9 6 8 2 0 3 1 4 
266.700012, 33.337502, 9, 8, 7 9 6 8 2 0 3 1 4 
243.300003, 30.412500, 9, 8, 7 9 6 8 2 0 3 1 4 
11.900000, 1.487500, 9, 8, 7 9 6 8 2 0 3 1 4 
120.500000, 15.062500, 9, 8, 7 9 6 8 2 0 3 1 4 
2.400000, 0.300000, 9, 8, 7 9 6 8 2 0 3 1 4 
152.199997, 19.025000, 9, 8, 7 9 6 8 2 0 3 1 4 
157.100006, 19.637501, 9, 8, 7 9 6 8 2 0 3 1 4 
189.500000, 23.687500, 9, 8, 7 9 6 8 2 0 3 1 4 
121.400002, 15.175000, 9, 8, 7 9 6 8 2 0 3 1 4 
196.399994, 24.549999, 9, 8, 7 9 6 8 2 0 3 1 4 
2.100000, 0.262500, 9, 8, 7 9 6 8 2 0 3 1 4 
68.800003, 8.600000, 9, 8, 7 9 6 8 2 0 3 1 4 
247.000000, 30.875000, 9, 8, 7 9 6 8 2 0 3 1 4 
2.200000, 0.275000, 9, 8, 7 9 6 8 2 0 3 1 4 
133.300003, 16.662500, 9, 8, 7 9 6 8 2 0 3 1 4 
191.699997, 23.962500, 9, 8, 7 9 6 8 2 0 3 1 4 
2.100000, 0.262500, 9, 8, 7 9 6 8 2 0 3 1 4 
213.199997, 26.650000, 9, 8, 7 9 6 8 2 0 3 1 4 
124.099998, 15.512500, 9, 8, 7 9 6 8 2 0 3 1 4 
138.199997, 17.275000, 9, 8, 7 9 6 8 2 0 3 1 4 
52.299999, 6.537500, 9, 8, 7 9 6 8 2 0 3 1 4 
48.599998, 6.075000, 9, 8, 7 9 6 8 2 0 3 1 4 
146.500000, 18.312500, 9, 8, 7 9 6 8 2 0 3 1 4 
70.500000, 8.812500, 9, 8, 7 9 6 8 2 0 3 1 4 
74.300003, 9.287500, 9, 8, 7 9 6 8 2 0 3 1 4 
51.700001, 6.462500, 9, 8, 7 9 6 8 2 0 3 1 4 
2.500000, 0.312500, 9, 8, 7 9 6 8 2 0 3 1 4 
154.600006, 19.325001, 9, 8, 7 9 6 8 2 0 3 1 4 
67.800003, 8.475000, 9, 8, 7 9 6 8 2 0 3 1 4 
158.300003, 19.787500, 9, 8, 7 9 6 8 2 0 3 1 4 
192.300003, 24.037500, 9, 8, 7 9 6 8 2 0 3 1 4 
132.699997, 16.587500, 9, 8, 7 9 6 8 2 0 3 1 4 
2.200000, 0.275000, 9, 8, 7 9 6 8 2 0 3 1 4 
124.599998, 15.575000, 9, 8, 7 9 6 8 2 0 3 1 4 
227.000000, 28.375000, 9, 8, 7 9 6 8 2 0 3 1 4 
134.500000, 16.812500, 9, 8, 7 9 6 8 2 0 3 1 4 
212.800003, 26.600000, 9, 8, 7 9 6 8 2 0 3 1 4 
124.400002, 15.550000, 9, 8, 7 9 6 8 2 0 3 1 4 
2.300000, 0.287500, 9, 8, 7 9 6 8 2 0 3 1 4 
188.600006, 23.575001, 9, 8, 7 9 6 8 2 0 3 1 4 
184.800003, 23.100000, 9, 8, 7 9 6 8 2 0 3 1 4 
133.800003, 16.725000, 9, 8, 7 9 6 8 2 0 3 1 4 
2.200000, 0.275000, 9, 8, 7 9 6 8 2 0 3 1 4 
67.099998, 8.387500, 9, 8, 7 9 6 8 2 0 3 1 4 
74.199997, 9.275000, 9, 8, 7 9 6 8 2 0 3 1 4 
50.299999, 6.287500, 9, 8, 7 9 6 8 2 0 3 1 4 
146.800003, 18.350000, 9, 8, 7 9 6 8 2 0 3 1 4 
67.400002, 8.425000, 9, 8, 7 9 6 8 2 0 3 1 4 
80.699997, 10.087500, 9, 8, 7 9 6 8 2 0 3 1 4 
73.800003, 9.225000, 9, 8, 7 9 6 8 2 0 3 1 4 
2.400000, 0.300000, 9, 8, 7 9 6 8 2 0 3 1 4 
149.300003, 18.662500, 9, 8, 7 9 6 8 2 0 3 1 4 
154.199997, 19.275000, 9, 8, 7 9 6 8 2 0 3 1 4 
184.000000, 23.000000, 9, 8, 7 9 6 8 2 0 3 1 4 
134.600006, 16.825001, 9, 8, 7 9 6 8 2 0 3 1 4 
2.300000, 0.287500, 9, 8, 7 9 6 8 2 0 3 1 4 
2.500000, 0.312500, 9, 8, 7 9 6 8 2 0 3 1 4 
139.399994, 17.424999, 9, 8, 7 9 6 8 2 0 3 1 4 
140.699997, 17.587500, 9, 8, 7 9 6 8 2 0 3 1 4 
116.099998, 14.512500, 9, 8, 7 9 6 8 2 0 3 1 4 
213.199997, 26.650000, 9, 8, 7 9 6 8 2 0 3 1 4 
132.199997, 16.525000, 9, 8, 7 9 6 8 2 0 3 1 4 
2.400000, 0.300000, 9, 8, 7 9 6 8 2 0 3 1 4 
185.600006, 23.200001, 9, 8, 7 9 6 8 2 0 3 1 4 
185.800003, 23.225000, 9, 8, 7 9 6 8 2 0 3 1 4 
236.699997, 29.587500, 9, 8, 7 9 6 8 2 0 3 1 4 
73.599998, 9.200000, 9, 8, 7 9 6 8 2 0 3 1 4 
58.299999, 7.287500, 9, 8, 7 9 6 8 2 0 3 1 4 
78.099998, 9.762500, 9, 8, 7 9 6 8 2 0 3 1 4 
149.600006, 18.700001, 9, 8, 7 9 6 8 2 0 3 1 4 
128.800003, 16.100000, 9, 8, 7 9 6 8 2 0 3 1 4 
86.599998, 10.825000, 9, 8, 7 9 6 8 2 0 3 1 4 
50.200001, 6.275000, 9, 8, 7 9 6 8 2 0 3 1 4 
144.699997, 18.087500, 9, 8, 7 9 6 8 2 0 3 1 4 
70.000000, 8.750000, 9, 8, 7 9 6 8 2 0 3 1 4 
159.699997, 19.962500, 9, 8, 7 9 6 8 2 0 3 1 4 
189.800003, 23.725000, 9, 8, 7 9 6 8 2 0 3 1 4 
132.399994, 16.549999, 9, 8, 7 9 6 8 2 0 3 1 4 
2.100000, 0.262500, 9, 8, 7 9 6 8 2 0 3 1 4 
2.400000, 0.300000, 9, 8, 7 9 6 8 2 0 3 1 4 
246.100006, 30.762501, 9, 8, 7 9 6 8 2 0 3 1 4 
123.300003, 15.412500, 9, 8, 7 9 6 8 2 0 3 1 4 
139.100006, 17.387501, 9, 8, 7 9 6 8 2 0 3 1 4 
190.699997, 23.837500, 9, 8, 7 9 6 8 2 0 3 1 4 
2.400000, 0.300000, 9, 8, 7 9 6 8 2 0 3 1 4 
138.000000, 17.250000, 9, 8, 7 9 6 8 2 0 3 1 4 
2.200000, 0.275000, 9, 8, 7 9 6 8 2 0 3 1 4 
116.300003, 14.537500, 9, 8, 7 9 6 8 2 0 3 1 4 
214.300003, 26.787500, 9, 8, 7 9 6 8 2 0 3 1 4 
183.899994, 22.987499, 9, 8, 7 9 6 8 2 0 3 1 4 
56.299999, 7.037500, 9, 8, 7 9 6 8 2 0 3 1 4 
161.500000, 20.187500, 9, 8, 7 9 6 8 2 0 3 1 4 
73.699997, 9.212500, 9, 8, 7 9 6 8 2 0 3 1 4 
49.500000, 6.187500, 9, 8, 7 9 6 8 2 0 3 1 4 
133.800003, 16.725000, 9, 8, 7 9 6 8 2 0 3 1 4 
86.800003, 10.850000, 9, 8, 7 9 6 8 2 0 3 1 4 
146.000000, 18.250000, 9, 8, 7 9 6 8 2 0 3 1 4 
133.500000, 16.687500, 9, 8, 7 9 6 8 2 0 3 1 4 
2.400000, 0.300000, 9, 8, 7 9 6 8 2 0 3 1 4 
143.899994, 17.987499, 9, 8, 7 9 6 8 2 0 3 1 4 
69.000000, 8.625000, 9, 8, 7 9 6 8 2 0 3 1 4 
153.100006, 19.137501, 9, 8, 7 9 6 8 2 0 3 1 4 
181.300003, 22.662500, 9, 8, 7 9 6 8 2 0 3 1 4 
178.000000, 22.250000, 9, 8, 7 9 6 8 2 0 3 1 4 
2.200000, 0.275000, 9, 8, 7 9 6 8 2 0 3 1 4 
133.899994, 16.737499, 9, 8, 7 9 6 8 2 0 3 1 4 
250.000000, 31.250000, 9, 8, 7 9 6 8 2 0 3 1 4 
146.100006, 18.262501, 9, 8, 7 9 6 8 2 0 3 1 4 
212.600006, 26.575001, 9, 8, 7 9 6 8 2 0 3 1 4 
118.300003, 14.787500, 9, 8, 7 9 6 8 2 0 3 1 4 
183.300003, 22.912500, 9, 8, 7 9 6 8 2 0 3 1 4 
140.699997, 17.587500, 9, 8, 7 9 6 8 2 0 3 1 4 
2.500000, 0.312500, 9, 8, 7 9 6 8 2 0 3 1 4 
2.300000, 0.287500, 9, 8, 7 9 6 8 2 0 3 1 4 
163.199997, 20.400000, 9, 8, 7 9 6 8 2 0 3 1 4 
73.099998, 9.137500, 9, 8, 7 9 6 8 2 0 3 1 4 
65.099998, 8.137500, 9, 8, 7 9 6 8 2 0 3 1 4 
149.399994, 18.674999, 9, 8, 7 9 6 8 2 0 3 1 4 
127.099998, 15.887500, 9, 8, 7 9 6 8 2 0 3 1 4 
87.800003, 10.975000, 9, 8, 7 9 6 8 2 0 3 1 4 
50.299999, 6.287500, 9, 8, 7 9 6 8 2 0 3 1 4 
2.400000, 0.300000, 9, 8, 7 9 6 8 2 0 3 1 4 
159.600006, 19.950001, 9, 8, 7 9 6 8 2 0 3 1 4 
164.399994, 20.549999, 9, 8, 7 9 6 8 2 0 3 1 4 
182.600006, 22.825001, 9, 8, 7 9 6 8 2 0 3 1 4 
191.800003, 23.975000, 9, 8, 7 9 6 8 2 0 3 1 4 
135.100006, 16.887501, 9, 8, 7 9 6 8 2 0 3 1 4 
2.200000, 0.275000, 9, 8, 7 9 6 8 2 0 3 1 4 
66.099998, 8.262500, 9, 8, 7 9 6 8 2 0 3 1 4 
134.699997, 16.837500, 9, 8, 7 9 6 8 2 0 3 1 4 
128.600006, 16.075001, 9, 8, 7 9 6 8 2 0 3 1 4 
212.800003, 26.600000, 9, 8, 7 9 6 8 2 0 3 1 4 
130.100006, 16.262501, 9, 8, 7 9 6 8 2 0 3 1 4 
2.400000, 0.300000, 9, 8, 7 9 6 8 2 0 3 1 4 
183.699997, 22.962500, 9, 8, 7 9 6 8 2 0 3 1 4 
138.399994, 17.299999, 9, 8, 7 9 6 8 2 0 3 1 4 
2.400000, 0.300000, 9, 8, 7 9 6 8 2 0 3 1 4 
245.800003, 30.725000, 9, 8, 7 9 6 8 2 0 3 1 4 
74.500000, 9.312500, 9, 8, 7 9 6 8 2 0 3 1 4 
63.200001, 7.900000, 9, 8, 7 9 6 8 2 0 3 1 4 
178.199997, 22.275000, 9, 8, 7 9 6 8 2 0 3 1 4 
147.899994, 18.487499, 9, 8, 7 9 6 8 2 0 3 1 4 
134.000000, 16.750000, 9, 8, 7 9 6 8 2 0 3 1 4 
87.599998, 10.950000, 9, 8, 7 9 6 8 2 0 3 1 4 
49.299999, 6.162500, 9, 8, 7 9 6 8 2 0 3 1 4 
131.399994, 16.424999, 9, 8, 7 9 6 8 2 0 3 1 4 
2.300000, 0.287500, 9, 8, 7 9 6 8 2 0 3 1 4 
135.800003, 16.975000, 9, 8, 7 9 6 8 2 0 3 1 4 
65.400002, 8.175000, 9, 8, 7 9 6 8 2 0 3 1 4 
161.300003, 20.162500, 9, 8, 7 9 6 8 2 0 3 1 4 
179.899994, 22.487499, 9, 8, 7 9 6 8 2 0 3 1 4 
2.300000, 0.287500, 9, 8, 7 9 6 8 2 0 3 1 4 
188.899994, 23.612499, 9, 8, 7 9 6 8 2 0 3 1 4 
253.399994, 31.674999, 9, 8, 7 9 6 8 2 0 3 1 4 
149.199997, 18.650000, 9, 8, 7 9 6 8 2 0 3 1 4 
135.399994, 16.924999, 9, 8, 7 9 6 8 2 0 3 1 4 
136.000000, 17.000000, 9, 8, 7 9 6 8 2 0 3 1 4 
206.500000, 25.812500, 9, 8, 7 9 6 8 2 0 3 1 4 
119.000000, 14.875000, 9, 8, 7 9 6 8 2 0 3 1 4 
2.500000, 0.312500, 9, 8, 7 9 6 8 2 0 3 1 4 
183.600006, 22.950001, 9, 8, 7 9 6 8 2 0 3 1 4 
2.700000, 0.337500, 9, 8, 7 9 6 8 2 0 3 1 4 
73.900002, 9.237500, 9, 8, 7 9 6 8 2 0 3 1 4 
65.400002, 8.175000, 9, 8, 7 9 6 8 2 0 3 1 4 
182.600006, 22.825001, 9, 8, 7 9 6 8 2 0 3 1 4 
50.700001, 6.337500, 9, 8, 7 9 6 8 2 0 3 1 4 
135.300003, 16.912500, 9, 8, 7 9 6 8 2 0 3 1 4 
89.300003, 11.162500, 9, 8, 7 9 6 8 2 0 3 1 4 
152.899994, 19.112499, 9, 8, 7 9 6 8 2 0 3 1 4 
153.899994, 19.237499, 9, 8, 7 9 6 8 2 0 3 1 4 
125.000000, 15.625000, 9, 8, 7 9 6 8 2 0 3 1 4 
136.100006, 17.012501, 9, 8, 7 9 6 8 2 0 3 1 4 
2.300000, 0.287500, 9, 8, 7 9 6 8 2 0 3 1 4 
148.100006, 18.512501, 9, 8, 7 9 6 8 2 0 3 1 4 
69.400002, 8.675000, 9, 8, 7 9 6 8 2 0 3 1 4 
158.800003, 19.850000, 9, 8, 7 9 6 8 2 0 3 1 4 
183.399994, 22.924999, 9, 8, 7 9 6 8 2 0 3 1 4 
199.699997, 24.962500, 9, 8, 7 9 6 8 2 0 3 1 4 
191.399994, 23.924999, 9, 8, 7 9 6 8 2 0 3 1 4 
2.100000, 0.262500, 9, 8, 7 9 6 8 2 0 3 1 4 
2.400000, 0.300000, 9, 8, 7 9 6 8 2 0 3 1 4 
245.600006, 30.700001, 9, 8, 7 9 6 8 2 0 3 1 4 
137.899994, 17.237499, 9, 8, 7 9 6 8 2 0 3 1 4 
127.500000, 15.937500, 9, 8, 7 9 6 8 2 0 3 1 4 
124.900002, 15.612500, 9, 8, 7 9 6 8 2 0 3 1 4 
2.300000, 0.287500, 9, 8, 7 9 6 8 2 0 3 1 4 
184.899994, 23.112499, 9, 8, 7 9 6 8 2 0 3 1 4 
132.500000, 16.562500, 9, 8, 7 9 6 8 2 0 3 1 4 
73.400002, 9.175000, 9, 8, 7 9 6 8 2 0 3 1 4 
64.300003, 8.037500, 9, 8, 7 9 6 8 2 0 3 1 4 
168.800003, 21.100000, 9, 8, 7 9 6 8 2 0 3 1 4 
154.800003, 19.350000, 9, 8, 7 9 6 8 2 0 3 1 4 
85.599998, 10.700000, 9, 8, 7 9 6 8 2 0 3 1 4 
127.800003, 15.975000, 9, 8, 7 9 6 8 2 0 3 1 4 
50.200001, 6.275000, 9, 8, 7 9 6 8 2 0 3 1 4 
150.300003, 18.787500, 9, 8, 7 9 6 8 2 0 3 1 4 
80.599998, 10.075000, 9, 8, 7 9 6 8 2 0 3 1 4 
169.100006, 21.137501, 9, 8, 7 9 6 8 2 0 3 1 4 
190.199997, 23.775000, 9, 8, 7 9 6 8 2 0 3 1 4 
149.899994, 18.737499, 9, 8, 7 9 6 8 2 0 3 1 4 
188.500000, 23.562500, 9, 8, 7 9 6 8 2 0 3 1 4 
2.600000, 0.325000, 9, 8, 7 9 6 8 2 0 3 1 4 
2.300000, 0.287500, 9, 8, 7 9 6 8 2 0 3 1 4 
2.800000, 0.350000, 9, 8, 7 9 6 8 2 0 3 1 4 
256.600006, 32.075001, 9, 8, 7 9 6 8 2 0 3 1 4 
147.199997, 18.400000, 9, 8, 7 9 6 8 2 0 3 1 4 
134.500000, 16.812500, 9, 8, 7 9 6 8 2 0 3 1 4 
214.500000, 26.812500, 9, 8, 7 9 6 8 2 0 3 1 4 
189.600006, 23.700001, 9, 8, 7 9 6 8 2 0 3 1 4 
2.800000, 0.350000, 9, 8, 7 9 6 8 2 0 3 1 4 
122.599998, 15.325000, 9, 8, 7 9 6 8 2 0 3 1 4 
138.199997, 17.275000, 9, 8, 7 9 6 8 2 0 3 1 4 
74.300003, 9.287500, 9, 8, 7 9 6 8 2 0 3 1 4 
66.099998, 8.262500, 9, 8, 7 9 6 8 2 0 3 1 4 
164.000000, 20.500000, 9, 8, 7 9 6 8 2 0 3 1 4 
50.799999, 6.350000, 9, 8, 7 9 6 8 2 0 3 1 4 
133.000000, 16.625000, 9, 8, 7 9 6 8 2 0 3 1 4 
89.000000, 11.125000, 9, 8, 7 9 6 8 2 0 3 1 4 
172.300003, 21.537500, 9, 8, 7 9 6 8 2 0 3 1 4 
151.300003, 18.912500, 9, 8, 7 9 6 8 2 0 3 1 4 
2.800000, 0.350000, 9, 8, 7 9 6 8 2 0 3 1 4 
156.699997, 19.587500, 9, 8, 7 9 6 8 2 0 3 1 4 
83.900002, 10.487500, 9, 8, 7 9 6 8 2 0 3 1 4 
174.000000, 21.750000, 9, 8, 7 9 6 8 2 0 3 1 4 
185.199997, 23.150000, 9, 8, 7 9 6 8 2 0 3 1 4 
195.000000, 24.375000, 9, 8, 7 9 6 8 2 0 3 1 4 
2.500000, 0.312500, 9, 8, 7 9 6 8 2 0 3 1 4 
139.899994, 17.487499, 9, 8, 7 9 6 8 2 0 3 1 4 
3.100000, 0.387500, 9, 8, 7 9 6 8 2 0 3 1 4 
258.500000, 32.312500, 9, 8, 7 9 6 8 2 0 3 1 4 
153.100006, 19.137501, 9, 8, 7 9 6 8 2 0 3 1 4 
135.800003, 16.975000, 9, 8, 7 9 6 8 2 0 3 1 4 
215.699997, 26.962500, 9, 8, 7 9 6 8 2 0 3 1 4 
189.800003, 23.725000, 9, 8, 7 9 6 8 2 0 3 1 4 
2.900000, 0.362500, 9, 8, 7 9 6 8 2 0 3 1 4 
117.199997, 14.650000, 9, 8, 7 9 6 8 2 0 3 1 4 
74.800003, 9.350000, 9, 8, 7 9 6 8 2 0 3 1 4 
63.700001, 7.962500, 9, 8, 7 9 6 8 2 0 3 1 4 
170.800003, 21.350000, 9, 8, 7 9 6 8 2 0 3 1 4 
50.200001, 6.275000, 9, 8, 7 9 6 8 2 0 3 1 4 
133.100006, 16.637501, 9, 8, 7 9 6 8 2 0 3 1 4 
89.599998, 11.200000, 9, 8, 7 9 6 8 2 0 3 1 4 
164.100006, 20.512501, 9, 8, 7 9 6 8 2 0 3 1 4 
145.000000, 18.125000, 9, 8, 7 9 6 8 2 0 3 1 4 
2.600000, 0.325000, 9, 8, 7 9 6 8 2 0 3 1 4 
155.100006, 19.387501, 9, 8, 7 9 6 8 2 0 3 1 4 
75.900002, 9.487500, 9, 8, 7 9 6 8 2 0 3 1 4 
167.100006, 20.887501, 9, 8, 7 9 6 8 2 0 3 1 4 
193.000000, 24.125000, 9, 8, 7 9 6 8 2 0 3 1 4 
183.199997, 22.900000, 9, 8, 7 9 6 8 2 0 3 1 4 
144.100006, 18.012501, 9, 8, 7 9 6 8 2 0 3 1 4 
2.500000, 0.312500, 9, 8, 7 9 6 8 2 0 3 1 4 
3.200000, 0.400000, 9, 8, 7 9 6 8 2 0 3 1 4 
252.699997, 31.587500, 9, 8, 7 9 6 8 2 0 3 1 4 
160.000000, 20.000000, 9, 8, 7 9 6 8 2 0 3 1 4 
113.500000, 14.187500, 9, 8, 7 9 6 8 2 0 3 1 4 
181.800003, 22.725000, 9, 8, 7 9 6 8 2 0 3 1 4 
217.600006, 27.200001, 9, 8, 7 9 6 8 2 0 3 1 4 
2.800000, 0.350000, 9, 8, 7 9 6 8 2 0 3 1 4 
