data_size, chunk_size, N, K, chosen_nodes
180.500000, 90.250000, 6, 2, 1 6 7 9 2 0 
124.099998, 62.049999, 6, 2, 1 6 7 9 2 3 
10.300000, 5.150000, 6, 2, 1 6 7 9 2 3 
7.000000, 3.500000, 6, 2, 1 6 7 9 2 3 
3.400000, 1.700000, 6, 2, 1 6 7 9 2 3 
1.900000, 0.950000, 6, 2, 1 6 7 9 2 3 
4.100000, 2.050000, 6, 2, 1 6 7 9 2 3 
2.900000, 1.450000, 6, 2, 1 6 7 9 2 3 
3.700000, 1.850000, 6, 2, 1 6 7 9 2 3 
191.800003, 95.900002, 6, 2, 1 6 7 9 2 3 
158.300003, 79.150002, 6, 2, 1 6 7 9 2 0 
2.200000, 1.100000, 6, 2, 1 6 7 9 2 0 
165.899994, 82.949997, 6, 2, 1 6 7 9 2 0 
192.600006, 96.300003, 6, 2, 1 6 7 9 2 3 
856.099976, 428.049988, 6, 2, 1 6 7 9 2 0 
71.400002, 35.700001, 6, 2, 1 6 7 9 2 3 
65.300003, 32.650002, 6, 2, 1 6 7 9 2 3 
56.099998, 28.049999, 6, 2, 1 6 7 9 2 3 
107.400002, 53.700001, 6, 2, 1 6 7 9 2 3 
115.500000, 57.750000, 6, 2, 1 6 7 9 2 3 
123.300003, 61.650002, 6, 2, 1 6 7 9 2 3 
9.400000, 4.700000, 6, 2, 1 6 7 9 2 3 
92.199997, 46.099998, 6, 2, 1 6 7 9 2 3 
124.000000, 62.000000, 6, 2, 1 6 7 9 2 3 
203.500000, 101.750000, 6, 2, 1 6 7 9 2 3 
110.900002, 55.450001, 6, 2, 1 6 7 9 2 0 
124.599998, 62.299999, 6, 2, 1 6 7 9 2 0 
187.199997, 93.599998, 6, 2, 1 6 7 9 2 3 
75.099998, 37.549999, 6, 2, 1 6 7 9 2 0 
153.399994, 76.699997, 6, 2, 1 6 7 9 2 0 
2.200000, 1.100000, 6, 2, 1 6 7 9 2 3 
157.899994, 78.949997, 6, 2, 1 6 7 9 2 3 
113.500000, 56.750000, 6, 2, 1 6 7 9 2 0 
74.199997, 37.099998, 6, 2, 1 6 7 9 2 3 
72.199997, 36.099998, 6, 2, 1 6 7 9 2 3 
6.600000, 3.300000, 6, 2, 1 6 7 9 2 0 
15.900000, 7.950000, 6, 2, 1 6 7 9 2 0 
16.100000, 8.050000, 6, 2, 1 6 7 9 2 0 
10.300000, 5.150000, 6, 2, 1 6 7 9 2 0 
10.600000, 5.300000, 6, 2, 1 6 7 9 2 0 
13.600000, 6.800000, 6, 2, 1 6 7 9 2 0 
517.799988, 258.899994, 6, 2, 1 6 7 9 2 3 
447.700012, 223.850006, 6, 2, 1 6 7 9 2 0 
112.500000, 56.250000, 6, 2, 1 6 7 9 2 0 
532.099976, 266.049988, 6, 2, 1 6 7 9 2 3 
56.700001, 28.350000, 6, 2, 1 6 7 9 2 0 
57.000000, 28.500000, 6, 2, 1 6 7 9 2 0 
57.599998, 28.799999, 6, 2, 1 6 7 9 2 0 
117.699997, 58.849998, 6, 2, 1 6 7 9 2 0 
136.800003, 68.400002, 6, 2, 1 6 7 9 2 0 
149.000000, 74.500000, 6, 2, 1 6 7 9 2 0 
112.199997, 56.099998, 6, 2, 1 6 7 9 2 3 
1.700000, 0.850000, 6, 2, 1 6 7 9 2 0 
86.500000, 43.250000, 6, 2, 1 6 7 9 2 0 
89.000000, 44.500000, 6, 2, 1 6 7 9 2 3 
26.500000, 13.250000, 6, 2, 1 6 7 9 2 0 
8.600000, 4.300000, 6, 2, 1 6 7 9 2 3 
4.000000, 2.000000, 6, 2, 1 6 7 9 2 3 
160.000000, 80.000000, 6, 2, 1 6 7 9 2 0 
7.500000, 3.750000, 6, 2, 1 6 7 9 2 3 
6.500000, 3.250000, 6, 2, 1 6 7 9 2 3 
6.300000, 3.150000, 6, 2, 1 6 7 9 2 3 
154.600006, 77.300003, 6, 2, 1 6 7 9 2 3 
74.099998, 37.049999, 6, 2, 1 6 7 9 2 0 
2.200000, 1.100000, 6, 2, 1 6 7 9 2 3 
152.899994, 76.449997, 6, 2, 1 6 7 9 2 3 
72.300003, 36.150002, 6, 2, 1 6 7 9 2 0 
190.000000, 95.000000, 6, 2, 1 6 7 9 2 0 
123.199997, 61.599998, 6, 2, 1 6 7 9 2 3 
214.699997, 107.349998, 6, 2, 1 6 7 9 2 3 
13.100000, 6.550000, 6, 2, 1 6 7 9 2 0 
2.000000, 1.000000, 6, 2, 1 6 7 9 2 0 
186.000000, 93.000000, 6, 2, 1 6 7 9 2 0 
119.900002, 59.950001, 6, 2, 1 6 7 9 2 3 
123.300003, 61.650002, 6, 2, 1 6 7 9 2 0 
51.200001, 25.600000, 6, 2, 1 6 7 9 2 3 
73.099998, 36.549999, 6, 2, 1 6 7 9 2 0 
7.600000, 3.800000, 6, 2, 1 6 7 9 2 3 
63.900002, 31.950001, 6, 2, 1 6 7 9 2 3 
1.800000, 0.900000, 6, 2, 1 6 7 9 2 0 
85.300003, 42.650002, 6, 2, 1 6 7 9 2 0 
118.500000, 59.250000, 6, 2, 1 6 7 9 2 3 
164.399994, 82.199997, 6, 2, 1 6 7 9 2 0 
2.300000, 1.150000, 6, 2, 1 6 7 9 2 3 
160.300003, 80.150002, 6, 2, 1 6 7 9 2 3 
71.000000, 35.500000, 6, 2, 1 6 7 9 2 0 
191.399994, 95.699997, 6, 2, 1 6 7 9 2 3 
124.199997, 62.099998, 6, 2, 1 6 7 9 2 0 
214.600006, 107.300003, 6, 2, 1 6 7 9 2 0 
122.099998, 61.049999, 6, 2, 1 6 7 9 2 3 
2.100000, 1.050000, 6, 2, 1 6 7 9 2 3 
193.399994, 96.699997, 6, 2, 1 6 7 9 2 3 
121.599998, 60.799999, 6, 2, 1 6 7 9 2 0 
199.199997, 99.599998, 6, 2, 1 6 7 9 2 0 
70.199997, 35.099998, 6, 2, 1 6 7 9 2 3 
51.400002, 25.700001, 6, 2, 1 6 7 9 2 3 
62.700001, 31.350000, 6, 2, 1 6 7 9 2 3 
135.899994, 67.949997, 6, 2, 1 6 7 9 2 0 
73.099998, 36.549999, 6, 2, 1 6 7 9 2 3 
161.300003, 80.650002, 6, 2, 1 6 7 9 2 3 
73.699997, 36.849998, 6, 2, 1 6 7 9 2 0 
188.300003, 94.150002, 6, 2, 1 6 7 9 2 0 
2.200000, 1.100000, 6, 2, 1 6 7 9 2 3 
155.699997, 77.849998, 6, 2, 1 6 7 9 2 3 
121.099998, 60.549999, 6, 2, 1 6 7 9 2 0 
187.199997, 93.599998, 6, 2, 1 6 7 9 2 3 
213.899994, 106.949997, 6, 2, 1 6 7 9 2 0 
52.099998, 26.049999, 6, 2, 1 6 7 9 2 3 
131.199997, 65.599998, 6, 2, 1 6 7 9 2 3 
2.100000, 1.050000, 6, 2, 1 6 7 9 2 0 
191.500000, 95.750000, 6, 2, 1 6 7 9 2 0 
121.000000, 60.500000, 6, 2, 1 6 7 9 2 3 
49.400002, 24.700001, 6, 2, 1 6 7 9 2 3 
137.300003, 68.650002, 6, 2, 1 6 7 9 2 0 
72.300003, 36.150002, 6, 2, 1 6 7 9 2 3 
73.800003, 36.900002, 6, 2, 1 6 7 9 2 3 
32.299999, 16.150000, 6, 2, 1 6 7 9 2 0 
17.200001, 8.600000, 6, 2, 1 6 7 9 2 3 
266.700012, 133.350006, 6, 2, 1 6 7 9 2 0 
243.300003, 121.650002, 6, 2, 1 6 7 9 2 3 
11.900000, 5.950000, 6, 2, 1 6 7 9 2 3 
120.500000, 60.250000, 6, 2, 1 6 7 9 2 0 
2.400000, 1.200000, 6, 2, 1 6 7 9 2 3 
152.199997, 76.099998, 6, 2, 1 6 7 9 2 3 
157.100006, 78.550003, 6, 2, 1 6 7 9 2 0 
189.500000, 94.750000, 6, 2, 1 6 7 9 2 3 
121.400002, 60.700001, 6, 2, 1 6 7 9 2 0 
196.399994, 98.199997, 6, 2, 1 6 7 9 2 3 
