n	k	avg_time
3 2 6462.5478515625
4 2 6432.791015625
4 3 4663.1748046875
5 2 6163.36010742188
5 3 4741.90454101563
5 4 3816.7646484375
6 2 6164.4453125
6 3 4343.5166015625
6 4 3700.28979492188
6 5 3278.3017578125
7 2 6509.41333007813
7 3 4578.4697265625
7 4 3973.55615234375
7 5 3332.67895507813
7 6 2841.67529296875
8 2 6454.85815429688
8 3 4227.39575195313
8 4 3758.677734375
8 5 3090.97241210938
8 6 2889.08569335938
8 7 2631.23266601563
9 2 5919.29443359375
9 3 4510.89916992188
9 4 3909.73779296875
9 5 3354.60131835938
9 6 2822.349609375
9 7 2664.744140625
9 8 2307.03344726563
10 2 5954.12768554688
10 3 4678.16967773438
10 4 3825.57885742188
10 5 3305.87939453125
10 6 3011.7890625
10 7 2643.18627929688
10 8 2573.70166015625
10 9 2578.9619140625
11 2 6430.90893554688
11 3 4333.6162109375
11 4 3694.35327148438
11 5 3015.10717773438
11 6 2748.35791015625
11 7 2616.16455078125
11 8 2376.30883789063
11 9 2504.99975585938
11 10 2494.056640625
12 2 6270.1455078125
12 3 4890.48510742188
12 4 3939.9638671875
12 5 3083.76513671875
12 6 2834.33520507813
12 7 2762.97265625
12 8 2427.10546875
12 9 2293.27172851563
12 10 2308.41040039063
12 11 2183.37377929688
13 2 6337.74609375
13 3 4567.19287109375
13 4 3828.12377929688
13 5 3431.28857421875
13 6 2888.46240234375
13 7 2751.58276367188
13 8 2422.18041992188
13 9 2296.75366210938
13 10 2418.87915039063
13 11 2110.9140625
13 12 2111.19262695313
14 2 6056.75659179688
14 3 4572.76538085938
14 4 3891.79760742188
14 5 3258.95971679688
14 6 2945.357421875
14 7 2570.8681640625
14 8 2534.34204101563
14 9 2330.87622070313
14 10 2470.109375
14 11 2079.92895507813
14 12 2002.39916992188
14 13 1888.4423828125
15 2 5942.8564453125
15 3 4408.05517578125
15 4 3650.08642578125
15 5 3071.64916992188
15 6 2514.55322265625
15 7 2403.26245117188
15 8 2437.38671875
15 9 2807.03198242188
15 10 3139.85717773438
15 11 3010.74072265625
15 12 2880.10546875
15 13 2864.80249023438
15 14 2799.97143554688
16 2 7040.99877929688
16 3 5564.92309570313
16 4 4457.5322265625
16 5 4470.96044921875
16 6 4264.44287109375
16 7 3810.52783203125
16 8 3536.11572265625
16 9 3322.28491210938
16 10 3131.88696289063
16 11 3040.20849609375
16 12 2877.05224609375
16 13 2875.53247070313
16 14 2807.08178710938
16 15 2756.51171875
17 2 7035.13891601563
17 3 5548.96899414063
17 4 4447.97583007813
17 5 4467.83666992188
17 6 4243.740234375
17 7 3802.31201171875
17 8 3496.826171875
17 9 3320.65014648438
17 10 3159.21240234375
17 11 3051.13232421875
17 12 2907.5361328125
17 13 2862.31787109375
17 14 2798.8173828125
17 15 2774.03857421875
17 16 2747.8984375
18 2 7045.88012695313
18 3 5603.5166015625
18 4 4461.75244140625
18 5 4493.87744140625
18 6 4225.142578125
18 7 3826.18286132813
18 8 3509.22924804688
18 9 3319.36694335938
18 10 3171.77685546875
18 11 3037.7412109375
18 12 2873.49291992188
18 13 2879.61694335938
18 14 2753.8984375
18 15 2763.52490234375
18 16 2755.91333007813
18 17 2706.55444335938
19 2 7042.24975585938
19 3 5595.73095703125
19 4 4484.40551757813
19 5 4482.58666992188
19 6 4215.2841796875
19 7 3791.96752929688
19 8 3507.70043945313
19 9 3297.22924804688
19 10 3143.8974609375
19 11 3037.12353515625
19 12 2866.1201171875
19 13 2864.72021484375
19 14 2790.56225585938
19 15 2780.71459960938
19 16 2757.39135742188
19 17 2691.888671875
19 18 2692.89721679688
20 2 7052.07373046875
20 3 5611.548828125
20 4 4451.53247070313
20 5 4434.77587890625
20 6 4228.03369140625
20 7 3794.24853515625
20 8 3521.31298828125
20 9 3324.09326171875
20 10 3150.98120117188
20 11 3041.06225585938
20 12 2890.06201171875
20 13 2916.87963867188
20 14 2804.97241210938
20 15 2810.41528320313
20 16 2803.29467773438
20 17 2716.7177734375
20 18 2745.85864257813
20 19 2687.00927734375
