n	k	avg_time
3 2 579.365478515625
4 2 573.34716796875
4 3 429.77099609375
5 2 552.673583984375
5 3 426.120361328125
5 4 350.91455078125
6 2 601.837890625
6 3 416.82861328125
6 4 321.3623046875
6 5 276.961669921875
7 2 597.0654296875
7 3 416.173095703125
7 4 370.4052734375
7 5 303.535400390625
7 6 278.822265625
8 2 604.042724609375
8 3 394.9580078125
8 4 339.270751953125
8 5 312.559326171875
8 6 267.92138671875
8 7 239.411376953125
9 2 601.979736328125
9 3 463.73046875
9 4 337.53076171875
9 5 319.60546875
9 6 296.32421875
9 7 253.749267578125
9 8 226.173583984375
10 2 565.112060546875
10 3 459.38134765625
10 4 353.859375
10 5 319.32861328125
10 6 290.623046875
10 7 269.190185546875
10 8 238.435302734375
10 9 211.2509765625
11 2 559.124267578125
11 3 432.05615234375
11 4 375.912353515625
11 5 310.884765625
11 6 268.582275390625
11 7 250.73095703125
11 8 235.884765625
11 9 221.684326171875
11 10 216.974853515625
12 2 606.06591796875
12 3 460.195556640625
12 4 374.385009765625
12 5 303.431640625
12 6 278.61376953125
12 7 249.89990234375
12 8 250.569091796875
12 9 224.234619140625
12 10 208.915283203125
12 11 208.44140625
13 2 673.9638671875
13 3 461.39453125
13 4 383.701904296875
13 5 301.18115234375
13 6 264.086181640625
13 7 235.539306640625
13 8 225.603271484375
13 9 221.479248046875
13 10 201.67236328125
13 11 210.1181640625
13 12 203.527099609375
14 2 601.721435546875
14 3 434.434326171875
14 4 355.65087890625
14 5 308.443115234375
14 6 260.81298828125
14 7 244.13818359375
14 8 217.56396484375
14 9 211.713623046875
14 10 205.88330078125
14 11 195.86328125
14 12 196.800537109375
14 13 190.07177734375
15 2 604.690673828125
15 3 435.001708984375
15 4 353.2353515625
15 5 317.2158203125
15 6 266.70361328125
15 7 261.671630859375
15 8 237.5517578125
15 9 226.492919921875
15 10 214.637451171875
15 11 211.887451171875
15 12 195.9384765625
15 13 192.465087890625
15 14 175.1884765625
16 2 634.15576171875
16 3 436.253173828125
16 4 370.19189453125
16 5 312.607666015625
16 6 280.332763671875
16 7 261.221923828125
16 8 221.31201171875
16 9 222.6162109375
16 10 208.195068359375
16 11 211.331787109375
16 12 213.909423828125
16 13 211.912109375
16 14 200.535888671875
16 15 182.376953125
17 2 605.392333984375
17 3 443.694091796875
17 4 374.093994140625
17 5 313.865966796875
17 6 288.046630859375
17 7 267.603759765625
17 8 243.70556640625
17 9 230.64892578125
17 10 220.88427734375
17 11 207.88720703125
17 12 197.579345703125
17 13 192.426025390625
17 14 188.21630859375
17 15 189.04638671875
17 16 188.742431640625
18 2 601.39404296875
18 3 425.0703125
18 4 348.318359375
18 5 327.131103515625
18 6 276.53173828125
18 7 235.485595703125
18 8 227.82080078125
18 9 206.743896484375
18 10 206.930908203125
18 11 192.302001953125
18 12 183.30615234375
18 13 191.414794921875
18 14 186.35693359375
18 15 200.77392578125
18 16 191.29638671875
18 17 192.272216796875
19 2 553.60009765625
19 3 436.757568359375
19 4 381.691650390625
19 5 297.19189453125
19 6 260.9619140625
19 7 230.665283203125
19 8 236.40283203125
19 9 210.279541015625
19 10 215.4248046875
19 11 207.80908203125
19 12 202.183349609375
19 13 193.414306640625
19 14 210.3994140625
19 15 194.212158203125
19 16 198.677001953125
19 17 177.463623046875
19 18 181.73828125
20 2 634.570556640625
20 3 480.7802734375
20 4 369.9677734375
20 5 300.32958984375
20 6 255.606689453125
20 7 264.37109375
20 8 243.56201171875
20 9 226.792724609375
20 10 223.455810546875
20 11 209.989990234375
20 12 230.1728515625
20 13 223.058349609375
20 14 184.164794921875
20 15 178.672607421875
20 16 184.002197265625
20 17 169.99072265625
20 18 167.943115234375
20 19 169.234619140625
