n	k	avg_time
3 2 31653.9013671875
4 2 31773.6953125
4 3 22495.68359375
5 2 31180.5581054688
5 3 22304.8525390625
5 4 17879.1003417969
6 2 30225.2712402344
6 3 23318.3107910156
6 4 18560.9453125
6 5 15717.9379882813
7 2 31878.7858886719
7 3 22655.9919433594
7 4 18443.6174316406
7 5 17633.1533203125
7 6 15687.8288574219
8 2 32826.1828613281
8 3 25359.2924804688
8 4 20287.1760253906
8 5 18211.3564453125
8 6 15692.5864257813
8 7 15127.794921875
9 2 33147.5463867188
9 3 23423.32421875
9 4 20309.6389160156
9 5 15874.4367675781
9 6 15051.6271972656
9 7 13368.3562011719
9 8 12459.6003417969
10 2 30641.8491210938
10 3 23031.8908691406
10 4 19097.4169921875
10 5 17086.4899902344
10 6 15179.9868164063
10 7 13872.6079101563
10 8 12482.8532714844
10 9 11761.9067382813
11 2 32275.8830566406
11 3 23772.9814453125
11 4 19489.2248535156
11 5 17081.0166015625
11 6 15505.7258300781
11 7 13822.9802246094
11 8 11877.9436035156
11 9 12178.4968261719
11 10 11975.5603027344
12 2 32425.9416503906
12 3 25182.9755859375
12 4 19498.6589355469
12 5 17087.2329101563
12 6 15656.1787109375
12 7 14459.9018554688
12 8 14815.4812011719
12 9 12719.4660644531
12 10 13139.5847167969
12 11 11124.0004882813
13 2 35402.6508789063
13 3 25992.3854980469
13 4 21356.4057617188
13 5 17599.9616699219
13 6 14689.3469238281
13 7 13759.6376953125
13 8 12741.8850097656
13 9 12818.2880859375
13 10 12108.6633300781
13 11 10554.7424316406
13 12 11218.7717285156
14 2 30073.5205078125
14 3 23300.9104003906
14 4 19487.7563476563
14 5 15878.8383789063
14 6 14302.3562011719
14 7 13607.0764160156
14 8 12115.935546875
14 9 11786.5056152344
14 10 12089.1982421875
14 11 11221.38671875
14 12 11070.5180664063
14 13 10716.5852050781
15 2 32048.4279785156
15 3 23006.8842773438
15 4 19535.9604492188
15 5 16354.1989746094
15 6 15081.8845214844
15 7 14176.1611328125
15 8 12885.4743652344
15 9 15902.7839355469
15 10 18237.2263183594
15 11 17538.6977539063
15 12 17740.7387695313
15 13 16511.5141601563
15 14 16236.0444335938
16 2 39963.3588867188
16 3 29858.2412109375
16 4 24312.4404296875
16 5 24362.4050292969
16 6 23308.8176269531
16 7 21077.9914550781
16 8 19434.5749511719
16 9 18548.2021484375
16 10 17887.7099609375
16 11 17022.419921875
16 12 17137.4541015625
16 13 16011.5222167969
16 14 15756.0932617188
16 15 15750.2993164063
17 2 39175.7404785156
17 3 29842.9382324219
17 4 24284.603515625
17 5 24272.5954589844
17 6 23258.5859375
17 7 21121.01953125
17 8 19506.5036621094
17 9 18558.5212402344
17 10 17814.3129882813
17 11 17000.8044433594
17 12 17232.9924316406
17 13 15838.8918457031
17 14 15716.2761230469
17 15 15824.298828125
17 16 19119.5739746094
18 2 38966.7687988281
18 3 29896.8439941406
18 4 24079.1257324219
18 5 24485.2377929688
18 6 23352.8059082031
18 7 20991.0046386719
18 8 19456.2082519531
18 9 18578.2819824219
18 10 17929.9558105469
18 11 17136.0393066406
18 12 17307.6879882813
18 13 15960.3081054688
18 14 15779.6076660156
18 15 15850.9311523438
18 16 19128.9230957031
18 17 15332.2751464844
19 2 39532.4816894531
19 3 29546.1584472656
19 4 24278.4252929688
19 5 24493.744140625
19 6 23172.0986328125
19 7 21054.8671875
19 8 19510.4313964844
19 9 18605.9020996094
19 10 17866.4782714844
19 11 17531.4985351563
19 12 17675.7253417969
19 13 16418.4418945313
19 14 15766.5004882813
19 15 16366.9350585938
19 16 19623.4377441406
19 17 15493.7802734375
19 18 15488.8857421875
20 2 38981.1730957031
20 3 29620.7729492188
20 4 24199.1203613281
20 5 24324.9299316406
20 6 23217.1572265625
20 7 21028.5764160156
20 8 19611.2927246094
20 9 18601.6936035156
20 10 17852.2482910156
20 11 17087.912109375
20 12 17185.4975585938
20 13 15750.3383789063
20 14 15825.0202636719
20 15 15986.2580566406
20 16 18906.5402832031
20 17 15328.1645507813
20 18 15274.7568359375
20 19 15267.9934082031
