# Elastic scattering cross-section
# From: https://physics.nist.gov/cgi-bin/Xcom
#
# Energy  X-section
# (MeV)    (barn)
#
1.000E-03 6.127E+03
1.131E-03 6.065E+03
1.279E-03 5.994E+03
1.279E-03 5.994E+03
1.500E-03 5.875E+03
1.616E-03 5.811E+03
1.616E-03 5.811E+03
1.705E-03 5.765E+03
1.799E-03 5.715E+03
1.799E-03 5.715E+03
2.000E-03 5.601E+03
3.000E-03 5.043E+03
4.000E-03 4.516E+03
4.253E-03 4.391E+03
4.253E-03 4.391E+03
4.373E-03 4.333E+03
4.497E-03 4.274E+03
4.497E-03 4.274E+03
5.000E-03 4.044E+03
5.109E-03 3.997E+03
5.109E-03 3.997E+03
6.000E-03 3.636E+03
6.359E-03 3.504E+03
6.359E-03 3.504E+03
6.554E-03 3.435E+03
6.754E-03 3.366E+03
6.754E-03 3.366E+03
8.000E-03 2.984E+03
1.000E-02 2.497E+03
1.500E-02 1.706E+03
1.993E-02 1.245E+03
1.993E-02 1.245E+03
2.000E-02 1.240E+03
2.525E-02 9.223E+02
2.525E-02 9.223E+02
2.568E-02 9.023E+02
2.611E-02 8.828E+02
2.611E-02 8.828E+02
3.000E-02 7.338E+02
4.000E-02 4.919E+02
5.000E-02 3.572E+02
6.000E-02 2.701E+02
8.000E-02 1.698E+02
1.000E-01 1.179E+02
1.360E-01 7.041E+01
1.360E-01 7.041E+01
1.500E-01 5.942E+01
2.000E-01 3.567E+01
3.000E-01 1.717E+01
4.000E-01 1.014E+01
5.000E-01 6.696E+00
6.000E-01 4.748E+00
8.000E-01 2.743E+00
1.000E+00 1.785E+00
1.022E+00 1.711E+00
1.250E+00 1.157E+00
1.500E+00 8.107E-01
2.000E+00 4.607E-01
2.044E+00 4.414E-01
3.000E+00 2.067E-01
4.000E+00 1.167E-01
5.000E+00 7.482E-02
6.000E+00 5.202E-02
7.000E+00 3.824E-02
8.000E+00 2.929E-02
9.000E+00 2.315E-02
1.000E+01 1.876E-02
