n	k	avg_time
3	2	2236.0
4	2	2225.0
4	3	2511.0
5	2	2233.0
5	3	2494.0
5	4	2757.0
6	2	2282.0
6	3	2518.0
6	4	2746.0
6	5	3046.0
7	2	2289.0
7	3	2491.0
7	4	2780.0
7	5	2953.0
7	6	3247.0
8	2	2233.0
8	3	2480.0
8	4	2771.0
8	5	3013.0
8	6	3223.0
8	7	3424.0
9	2	2247.0
9	3	2512.0
9	4	2750.0
9	5	3037.0
9	6	3186.0
9	7	3474.0
9	8	3608.0
10	2	2266.0
10	3	2477.0
10	4	2689.0
10	5	3023.0
10	6	3211.0
10	7	3470.0
10	8	3721.0
10	9	3942.0
11	2	2263.0
11	3	2551.0
11	4	2795.0
11	5	3037.0
11	6	3247.0
11	7	3450.0
11	8	3693.0
11	9	3868.0
11	10	4164.0
12	2	2165.0
12	3	2499.0
12	4	2723.0
12	5	2990.0
12	6	3088.0
12	7	3395.0
12	8	3624.0
12	9	3811.0
12	10	4050.0
12	11	4351.0
13	2	2216.0
13	3	2505.0
13	4	2760.0
13	5	2993.0
13	6	3192.0
13	7	3466.0
13	8	3733.0
13	9	3845.0
13	10	4107.0
13	11	4381.0
13	12	4532.0
14	2	2209.0
14	3	2503.0
14	4	2680.0
14	5	3019.0
14	6	3259.0
14	7	3485.0
14	8	3680.0
14	9	3848.0
14	10	4110.0
14	11	4317.0
14	12	4552.0
14	13	4824.0
15	2	2166.0
15	3	2494.0
15	4	2679.0
15	5	3069.0
15	6	3214.0
15	7	3450.0
15	8	3668.0
15	9	3921.0
15	10	4057.0
15	11	4339.0
15	12	4551.0
15	13	4756.0
15	14	4858.0
16	2	2230.0
16	3	2538.0
16	4	2734.0
16	5	3033.0
16	6	3252.0
16	7	3384.0
16	8	3661.0
16	9	3921.0
16	10	4118.0
16	11	4258.0
16	12	4546.0
16	13	4813.0
16	14	4879.0
16	15	5265.0
17	2	2246.0
17	3	2516.0
17	4	2747.0
17	5	3042.0
17	6	3221.0
17	7	3441.0
17	8	3665.0
17	9	3885.0
17	10	4158.0
17	11	4317.0
17	12	4549.0
17	13	4762.0
17	14	4963.0
17	15	5217.0
17	16	5297.0
18	2	2236.0
18	3	2512.0
18	4	2704.0
18	5	3000.0
18	6	3208.0
18	7	3517.0
18	8	3729.0
18	9	3946.0
18	10	4155.0
18	11	4346.0
18	12	4631.0
18	13	4864.0
18	14	5052.0
18	15	5285.0
18	16	5458.0
18	17	5984.0
19	2	2288.0
19	3	2576.0
19	4	2803.0
19	5	3014.0
19	6	3321.0
19	7	3533.0
19	8	3689.0
19	9	3915.0
19	10	4162.0
19	11	4322.0
19	12	4536.0
19	13	4780.0
19	14	5015.0
19	15	5240.0
19	16	5495.0
19	17	5992.0
19	18	6194.0
20	2	2275.0
20	3	2519.0
20	4	2772.0
20	5	3081.0
20	6	3289.0
20	7	3500.0
20	8	3747.0
20	9	3929.0
20	10	4104.0
20	11	4349.0
20	12	4523.0
20	13	4788.0
20	14	4987.0
20	15	5252.0
20	16	5486.0
20	17	6054.0
20	18	6096.0
20	19	6338.0
