n	k	avg_time
3	2	8931.0
4	2	8918.0
4	3	9874.0
5	2	8981.0
5	3	9958.0
5	4	10580.0
6	2	8754.0
6	3	9880.0
6	4	10760.0
6	5	11860.0
7	2	8806.0
7	3	9973.0
7	4	10698.0
7	5	11870.0
7	6	12807.0
8	2	8906.0
8	3	9955.0
8	4	10845.0
8	5	11989.0
8	6	12883.0
8	7	13672.0
9	2	8888.0
9	3	9812.0
9	4	10869.0
9	5	12043.0
9	6	12872.0
9	7	13804.0
9	8	14544.0
10	2	8811.0
10	3	9968.0
10	4	10791.0
10	5	11825.0
10	6	12653.0
10	7	13416.0
10	8	14429.0
10	9	15428.0
11	2	8895.0
11	3	9921.0
11	4	10566.0
11	5	12045.0
11	6	12864.0
11	7	13498.0
11	8	14617.0
11	9	15404.0
11	10	16340.0
12	2	8887.0
12	3	9915.0
12	4	10841.0
12	5	12053.0
12	6	12820.0
12	7	13940.0
12	8	14749.0
12	9	15479.0
12	10	16294.0
12	11	17112.0
13	2	8910.0
13	3	9940.0
13	4	10867.0
13	5	11989.0
13	6	12953.0
13	7	13632.0
13	8	14702.0
13	9	15462.0
13	10	16088.0
13	11	17154.0
13	12	17959.0
14	2	8788.0
14	3	9903.0
14	4	10845.0
14	5	11986.0
14	6	12826.0
14	7	13640.0
14	8	14672.0
14	9	15502.0
14	10	16195.0
14	11	17178.0
14	12	18044.0
14	13	18896.0
15	2	8924.0
15	3	10097.0
15	4	10777.0
15	5	11898.0
15	6	12911.0
15	7	13843.0
15	8	14628.0
15	9	15421.0
15	10	16336.0
15	11	17232.0
15	12	18144.0
15	13	18899.0
15	14	19739.0
16	2	8948.0
16	3	10037.0
16	4	10947.0
16	5	12126.0
16	6	12801.0
16	7	13726.0
16	8	14612.0
16	9	15483.0
16	10	16221.0
16	11	17112.0
16	12	17936.0
16	13	18862.0
16	14	19552.0
16	15	20470.0
17	2	8699.0
17	3	9690.0
17	4	10796.0
17	5	11975.0
17	6	12715.0
17	7	13710.0
17	8	14604.0
17	9	15537.0
17	10	16263.0
17	11	17260.0
17	12	18112.0
17	13	18865.0
17	14	19629.0
17	15	20696.0
17	16	21396.0
18	2	8868.0
18	3	9922.0
18	4	10840.0
18	5	12048.0
18	6	12974.0
18	7	13751.0
18	8	14682.0
18	9	15417.0
18	10	16164.0
18	11	16993.0
18	12	18043.0
18	13	18904.0
18	14	19568.0
18	15	20522.0
18	16	20933.0
18	17	23007.0
19	2	8586.0
19	3	9816.0
19	4	10706.0
19	5	11767.0
19	6	12894.0
19	7	13709.0
19	8	14497.0
19	9	15519.0
19	10	16149.0
19	11	17122.0
19	12	18161.0
19	13	18868.0
19	14	19804.0
19	15	20696.0
19	16	21393.0
19	17	23418.0
19	18	24405.0
20	2	8106.0
20	3	9944.0
20	4	10902.0
20	5	11996.0
20	6	12874.0
20	7	13704.0
20	8	14580.0
20	9	15473.0
20	10	16408.0
20	11	17129.0
20	12	17970.0
20	13	18879.0
20	14	19622.0
20	15	20724.0
20	16	21180.0
20	17	23364.0
20	18	24321.0
20	19	25088.0
