# Elastic scattering cross-section
# From: https://physics.nist.gov/cgi-bin/Xcom
#
# Energy  X-section
# (MeV)    (barn)
#
1.000E-03 6.392E+03
1.001E-03 6.391E+03
1.002E-03 6.391E+03
1.002E-03 6.391E+03
1.035E-03 6.375E+03
1.069E-03 6.359E+03
1.069E-03 6.359E+03
1.208E-03 6.293E+03
1.366E-03 6.212E+03
1.366E-03 6.212E+03
1.500E-03 6.139E+03
1.747E-03 6.006E+03
1.747E-03 6.006E+03
1.840E-03 5.953E+03
1.937E-03 5.897E+03
1.937E-03 5.897E+03
2.000E-03 5.861E+03
3.000E-03 5.290E+03
4.000E-03 4.743E+03
4.498E-03 4.489E+03
4.498E-03 4.489E+03
4.630E-03 4.424E+03
4.766E-03 4.359E+03
4.766E-03 4.359E+03
5.000E-03 4.249E+03
5.397E-03 4.070E+03
5.397E-03 4.070E+03
6.000E-03 3.818E+03
6.793E-03 3.519E+03
6.793E-03 3.519E+03
6.996E-03 3.448E+03
7.205E-03 3.377E+03
7.205E-03 3.377E+03
8.000E-03 3.128E+03
1.000E-02 2.615E+03
1.500E-02 1.788E+03
2.000E-02 1.303E+03
2.090E-02 1.237E+03
2.090E-02 1.237E+03
2.367E-02 1.058E+03
2.681E-02 8.976E+02
2.681E-02 8.976E+02
2.725E-02 8.784E+02
2.770E-02 8.596E+02
2.770E-02 8.596E+02
3.000E-02 7.725E+02
4.000E-02 5.168E+02
5.000E-02 3.762E+02
6.000E-02 2.849E+02
8.000E-02 1.792E+02
1.000E-01 1.244E+02
1.431E-01 6.819E+01
1.431E-01 6.819E+01
1.500E-01 6.285E+01
2.000E-01 3.776E+01
3.000E-01 1.819E+01
4.000E-01 1.076E+01
5.000E-01 7.109E+00
6.000E-01 5.045E+00
8.000E-01 2.918E+00
1.000E+00 1.900E+00
1.022E+00 1.822E+00
1.250E+00 1.233E+00
1.500E+00 8.642E-01
2.000E+00 4.915E-01
2.044E+00 4.709E-01
3.000E+00 2.206E-01
4.000E+00 1.246E-01
5.000E+00 7.992E-02
6.000E+00 5.557E-02
7.000E+00 4.086E-02
8.000E+00 3.130E-02
9.000E+00 2.474E-02
1.000E+01 2.004E-02
