# Elastic scattering cross-section
# From: https://physics.nist.gov/cgi-bin/Xcom
#
# Energy  X-section
# (MeV)    (barn)
#
1.000E-03 3.907E+03
1.500E-03 3.758E+03
2.000E-03 3.583E+03
2.122E-03 3.537E+03
2.122E-03 3.537E+03
2.161E-03 3.522E+03
2.202E-03 3.507E+03
2.202E-03 3.507E+03
2.413E-03 3.430E+03
2.645E-03 3.346E+03
2.645E-03 3.346E+03
3.000E-03 3.214E+03
3.026E-03 3.204E+03
3.026E-03 3.204E+03
3.158E-03 3.156E+03
3.296E-03 3.107E+03
3.296E-03 3.107E+03
4.000E-03 2.864E+03
5.000E-03 2.555E+03
6.000E-03 2.287E+03
8.000E-03 1.859E+03
1.000E-02 1.536E+03
1.156E-02 1.336E+03
1.156E-02 1.336E+03
1.239E-02 1.243E+03
1.327E-02 1.154E+03
1.327E-02 1.154E+03
1.357E-02 1.126E+03
1.388E-02 1.099E+03
1.388E-02 1.099E+03
1.500E-02 1.007E+03
2.000E-02 7.098E+02
3.000E-02 4.192E+02
4.000E-02 2.783E+02
5.000E-02 1.973E+02
6.000E-02 1.476E+02
7.839E-02 9.594E+01
7.839E-02 9.594E+01
8.000E-02 9.280E+01
1.000E-01 6.394E+01
1.500E-01 3.139E+01
2.000E-01 1.871E+01
3.000E-01 8.910E+00
4.000E-01 5.195E+00
5.000E-01 3.395E+00
6.000E-01 2.391E+00
8.000E-01 1.369E+00
1.000E+00 8.849E-01
1.022E+00 8.479E-01
1.250E+00 5.708E-01
1.500E+00 3.982E-01
2.000E+00 2.252E-01
2.044E+00 2.156E-01
3.000E+00 1.005E-01
4.000E+00 5.662E-02
5.000E+00 3.626E-02
6.000E+00 2.519E-02
7.000E+00 1.851E-02
8.000E+00 1.418E-02
9.000E+00 1.120E-02
1.000E+01 9.075E-03
