# Photo-absorption total cross-section
# From: https://physics.nist.gov/cgi-bin/Xcom
#
#  Energy    X-section
#  (MeV)      (barn)
#
1.000E-03 2.632E+05
1.150E-03 1.887E+05
1.323E-03 1.352E+05
1.323E-03 5.632E+05
1.341E-03 5.579E+05
1.359E-03 5.525E+05
1.359E-03 7.561E+05
1.500E-03 6.495E+05
1.526E-03 6.211E+05
1.526E-03 7.027E+05
2.000E-03 3.641E+05
3.000E-03 1.300E+05
4.000E-03 6.076E+04
5.000E-03 3.330E+04
6.000E-03 2.025E+04
8.000E-03 9.143E+03
1.000E-02 4.898E+03
1.187E-02 3.023E+03
1.187E-02 2.212E+04
1.500E-02 1.212E+04
2.000E-02 5.578E+03
3.000E-02 1.809E+03
4.000E-02 7.945E+02
5.000E-02 4.150E+02
6.000E-02 2.426E+02
8.000E-02 1.030E+02
1.000E-01 5.268E+01
1.500E-01 1.551E+01
2.000E-01 6.537E+00
3.000E-01 1.991E+00
4.000E-01 8.897E-01
5.000E-01 4.919E-01
6.000E-01 3.111E-01
8.000E-01 1.591E-01
1.000E+00 9.902E-02
1.022E+00 9.411E-02
1.250E+00 7.516E-02
1.500E+00 1.029E-01
2.000E+00 2.389E-01
2.044E+00 2.533E-01
3.000E+00 5.897E-01
4.000E+00 9.231E-01
5.000E+00 1.220E+00
6.000E+00 1.483E+00
7.000E+00 1.718E+00
8.000E+00 1.931E+00
9.000E+00 2.125E+00
1.000E+01 2.301E+00
