X,Sin(x),Cos(x),X * 2 + 7,X^2 +47,EnumTest,EnumTest2,EnumTest3,EnumTest4
0.392699082,0.382683432,0.923879533,7.785398163,47.15421257,NO_TEST,"""INITIALIZATION""",Label1,Label1
0.785398163,0.707106781,0.707106781,8.570796327,47.61685028,NO_TEST,"""INITIALIZATION""",Label2,Label2
1.178097245,0.923879533,0.382683432,9.35619449,48.38791312,NO_TEST,"""INITIALIZATION""",Label3,Label3
1.570796327,1,6.13E-17,10.14159265,49.4674011,NO_TEST,"""INITIALIZATION""",Label4,Label4
1.963495408,0.923879533,-0.382683432,10.92699082,50.85531422,NO_TEST,"""INITIALIZATION""",Label5,Label5
2.35619449,0.707106781,-0.707106781,11.71238898,52.55165248,NO_TEST,"""INITIALIZATION""",Label6,Label6
2.748893572,0.382683432,-0.923879533,12.49778714,54.55641587,NO_TEST,"""INITIALIZATION""",Label7,Label7
3.141592654,1.23E-16,-1,13.28318531,56.8696044,NO_TEST,"""INITIALIZATION""",Label8,Label8
3.534291735,-0.382683432,-0.923879533,14.06858347,59.49121807,NO_TEST,"""INITIALIZATION""",Label9,Label9
3.926990817,-0.707106781,-0.707106781,14.85398163,62.42125688,NO_TEST,"""INITIALIZATION""",Label10,Label10
4.319689899,-0.923879533,-0.382683432,15.6393798,65.65972082,NO_TEST,"""INITIALIZATION""",Label11,Label1
4.71238898,-1,-1.84E-16,16.42477796,69.2066099,NO_TEST,"""INITIALIZATION""",Label12,Label2
5.105088062,-0.923879533,0.382683432,17.21017612,73.06192412,NO_TEST,"""INITIALIZATION""",Label13,Label3
5.497787144,-0.707106781,0.707106781,17.99557429,77.22566348,NO_TEST,"""INITIALIZATION""",Label14,Label4
5.890486225,-0.382683432,0.923879533,18.78097245,81.69782797,NO_TEST,"""INITIALIZATION""",Label15,Label5
6.283185307,1.53E-15,1,19.56637061,86.4784176,NO_TEST,"""INITIALIZATION""",Label16,Label6
6.675884389,0.382683432,0.923879533,20.35176878,91.56743237,NO_TEST,"""STANDBY""",Label17,Label7
7.068583471,0.707106781,0.707106781,21.13716694,96.96487228,NO_TEST,"""STANDBY""",Label18,Label8
7.461282552,0.923879533,0.382683432,21.9225651,102.6707373,NO_TEST,"""STANDBY""",Label19,Label9
7.853981634,1,-3.25E-15,22.70796327,108.6850275,NO_TEST,"""STANDBY""",Label20,Label10
8.246680716,0.923879533,-0.382683432,23.49336143,115.0077428,NO_TEST,"""STANDBY""",Label21,Label1
8.639379797,0.707106781,-0.707106781,24.27875959,121.6388833,NO_TEST,"""STANDBY""",Label22,Label2
9.032078879,0.382683432,-0.923879533,25.06415776,128.5784489,NO_TEST,"""STANDBY""",Label23,Label3
9.424777961,-4.96E-15,-1,25.84955592,135.8264396,NO_TEST,"""STANDBY""",Label24,Label4
9.817477042,-0.382683432,-0.923879533,26.63495408,143.3828555,NO_TEST,"""STANDBY""",Label25,Label5
10.21017612,-0.707106781,-0.707106781,27.42035225,151.2476965,NO_TEST,"""STANDBY""",Label26,Label6
10.60287521,-0.923879533,-0.382683432,28.20575041,159.4209626,NO_TEST,"""STANDBY""",Label27,Label7
10.99557429,-1,6.68E-15,28.99114858,167.9026539,NO_TEST,"""STANDBY""",Label28,Label8
11.38827337,-0.923879533,0.382683432,29.77654674,176.6927703,NO_TEST,"""STANDBY""",Label29,Label9
11.78097245,-0.707106781,0.707106781,30.5619449,185.7913119,NO_TEST,"""STANDBY""",Label30,Label10
12.17367153,-0.382683432,0.923879533,31.34734307,195.1982786,PASS,"""STANDBY""",Label31,Label1
12.56637061,8.39E-15,1,32.13274123,204.9136704,PASS,"""STANDBY""",Label32,Label2
12.9590697,0.382683432,0.923879533,32.91813939,214.9374874,PASS,"""STANDBY""",Label33,Label3
13.35176878,0.707106781,0.707106781,33.70353756,225.2697295,PASS,"""BIT""",Label34,Label4
13.74446786,0.923879533,0.382683432,34.48893572,235.9103967,PASS,"""BIT""",Label35,Label5
14.13716694,1,-1.01E-14,35.27433388,246.8594891,PASS,"""BIT""",Label36,Label6
14.52986602,0.923879533,-0.382683432,36.05973205,258.1170066,PASS,"""BIT""",Label37,Label7
14.9225651,0.707106781,-0.707106781,36.84513021,269.6829493,PASS,"""BIT""",Label38,Label8
15.31526419,0.382683432,-0.923879533,37.63052837,281.5573171,PASS,"""BIT""",Label39,Label9
15.70796327,-1.18E-14,-1,38.41592654,293.74011,PASS,"""BIT""",Label40,Label10
16.10066235,-0.382683432,-0.923879533,39.2013247,306.2313281,PASS,"""BIT""",Label41,Label1
16.49336143,-0.707106781,-0.707106781,39.98672286,319.0309713,PASS,"""BIT""",Label42,Label2
16.88606051,-0.923879533,-0.382683432,40.77212103,332.1390397,PASS,"""BIT""",Label43,Label3
17.27875959,-1,8.21E-15,41.55751919,345.5555331,PASS,"""BIT""",Label44,Label4
17.67145868,-0.923879533,0.382683432,42.34291735,359.2804518,PASS,"""BIT""",Label45,Label5
18.06415776,-0.707106781,0.707106781,43.12831552,373.3137955,PASS,"""BIT""",Label46,Label6
18.45685684,-0.382683432,0.923879533,43.91371368,387.6555644,PASS,"""BIT""",Label47,Label7
18.84955592,2.82E-15,1,44.69911184,402.3057584,PASS,"""BIT""",Label48,Label8
19.242255,0.382683432,0.923879533,45.48451001,417.2643776,PASS,"""BIT""",Label49,Label9
19.63495408,0.707106781,0.707106781,46.26990817,432.5314219,PASS,"""BIT""",Label50,Label10
20.02765317,0.923879533,0.382683432,47.05530633,448.1068914,PASS,"""BIT""",Label51,Label1
20.42035225,1,2.57E-15,47.8407045,463.9907859,PASS,"""BIT""",Label52,Label2
20.81305133,0.923879533,-0.382683432,48.62610266,480.1831057,PASS,"""BIT""",Label53,Label3
21.20575041,0.707106781,-0.707106781,49.41150082,496.6838505,PASS,"""BIT""",Label54,Label4
21.59844949,0.382683432,-0.923879533,50.19689899,513.4930205,PASS,"""BIT""",Label55,Label5
21.99114858,7.96E-15,-1,50.98229715,530.6106157,PASS,"""BIT""",Label56,Label6
22.38384766,-0.382683432,-0.923879533,51.76769531,548.0366359,PASS,"""BIT""",Label57,Label7
22.77654674,-0.707106781,-0.707106781,52.55309348,565.7710813,PASS,"""BIT""",Label58,Label8
23.16924582,-0.923879533,-0.382683432,53.33849164,583.8139519,PASS,"""BIT""",Label59,Label9
23.5619449,-1,-1.34E-14,54.1238898,602.1652476,PASS,"""BIT""",Label60,Label10
23.95464398,-0.923879533,0.382683432,54.90928797,620.8249684,PASS,"""BIT""",Label61,Label1
24.34734307,-0.707106781,0.707106781,55.69468613,639.7931143,PASS,"""BIT""",Label62,Label2
24.74004215,-0.382683432,0.923879533,56.48008429,659.0696854,PASS,"""BIT""",Label63,Label3
25.13274123,-1.87E-14,1,57.26548246,678.6546817,PASS,"""BIT""",Label64,Label4
25.52544031,0.382683432,0.923879533,58.05088062,698.548103,PASS,"""BIT""",Label65,Label5
25.91813939,0.707106781,0.707106781,58.83627878,718.7499495,PASS,"""BIT""",Label66,Label6
26.31083847,0.923879533,0.382683432,59.62167695,739.2602212,PASS,"""BIT""",Label67,Label7
26.70353756,1,2.41E-14,60.40707511,760.078918,PASS,"""BIT""",Label68,Label8
27.09623664,0.923879533,-0.382683432,61.19247327,781.2060399,PASS,"""BIT""",Label69,Label9
27.48893572,0.707106781,-0.707106781,61.97787144,802.641587,PASS,"""BIT""",Label70,Label10
27.8816348,0.382683432,-0.923879533,62.7632696,824.3855592,PASS,"""BIT""",Label71,Label1
28.27433388,2.95E-14,-1,63.54866776,846.4379565,PASS,"""BIT""",Label72,Label2
28.66703296,-0.382683432,-0.923879533,64.33406593,868.798779,PASS,"""BIT""",Label73,Label3
29.05973205,-0.707106781,-0.707106781,65.11946409,891.4680266,PASS,"""BIT""",Label74,Label4
29.45243113,-0.923879533,-0.382683432,65.90486225,914.4456993,PASS,"""BIT""",Label75,Label5
