# Coherent scattering form factor
# (Excerpt from EPICS2017 / EPDL)
#
# Momentum  Form-factor
#  (MeV)
#
0.00000E+00 3.00000E+01
2.47969E-05 3.00000E+01
4.95937E-05 2.99931E+01
9.91875E-05 2.99862E+01
1.23984E-04 2.99840E+01
2.16973E-04 2.99687E+01
2.47969E-04 2.99650E+01
3.40957E-04 2.99498E+01
3.71953E-04 2.99420E+01
4.64941E-04 2.99105E+01
4.95937E-04 2.98980E+01
6.19922E-04 2.98410E+01
6.27361E-04 2.98365E+01
7.43906E-04 2.97730E+01
8.67890E-04 2.96928E+01
9.91875E-04 2.96030E+01
1.11586E-03 2.95051E+01
1.23984E-03 2.93970E+01
1.41032E-03 2.92283E+01
1.52654E-03 2.91051E+01
1.61180E-03 2.90109E+01
1.66603E-03 2.89486E+01
1.73578E-03 2.88680E+01
1.85976E-03 2.87178E+01
2.04574E-03 2.84823E+01
2.23172E-03 2.82440E+01
2.41769E-03 2.79963E+01
2.47969E-03 2.79140E+01
2.63467E-03 2.76976E+01
2.86726E-03 2.73623E+01
2.94463E-03 2.72467E+01
3.09961E-03 2.70190E+01
3.40957E-03 2.65540E+01
3.71953E-03 2.60950E+01
4.33945E-03 2.51840E+01
4.95937E-03 2.42660E+01
5.57929E-03 2.33615E+01
6.19922E-03 2.24710E+01
6.81914E-03 2.15914E+01
7.43906E-03 2.07200E+01
7.85376E-03 2.01199E+01
8.29158E-03 1.95371E+01
8.67890E-03 1.90112E+01
9.22146E-03 1.82893E+01
9.91875E-03 1.73920E+01
1.05387E-02 1.66239E+01
1.11586E-02 1.58887E+01
1.14686E-02 1.55337E+01
1.19244E-02 1.50178E+01
1.23984E-02 1.45190E+01
1.30036E-02 1.38880E+01
1.36383E-02 1.32844E+01
1.42582E-02 1.27196E+01
1.48781E-02 1.21890E+01
1.57806E-02 1.14685E+01
1.67379E-02 1.07905E+01
1.73578E-02 1.03870E+01
1.82640E-02 9.85153E+00
1.92176E-02 9.34367E+00
1.98375E-02 9.04690E+00
2.07465E-02 8.66017E+00
2.16973E-02 8.28997E+00
2.23172E-02 8.07540E+00
2.32285E-02 7.79590E+00
2.41769E-02 7.52608E+00
2.47969E-02 7.36840E+00
2.61181E-02 7.07361E+00
2.75096E-02 6.79062E+00
2.78965E-02 6.71908E+00
2.94055E-02 6.46441E+00
3.09961E-02 6.21940E+00
3.32396E-02 5.90765E+00
3.56455E-02 5.61152E+00
3.71953E-02 5.42770E+00
3.86211E-02 5.25764E+00
4.01015E-02 5.09290E+00
4.24746E-02 4.82233E+00
4.33945E-02 4.71711E+00
4.50162E-02 4.53028E+00
4.73050E-02 4.26463E+00
4.95937E-02 3.99720E+00
5.11435E-02 3.81662E+00
5.27601E-02 3.63245E+00
5.40060E-02 3.50018E+00
5.59302E-02 3.31076E+00
5.79230E-02 3.13158E+00
5.88926E-02 3.05427E+00
6.06358E-02 2.92931E+00
6.19922E-02 2.84480E+00
6.53869E-02 2.67365E+00
6.89675E-02 2.51280E+00
7.09042E-02 2.42270E+00
7.12910E-02 2.40382E+00
7.26474E-02 2.33561E+00
7.43906E-02 2.24120E+00
7.59404E-02 2.15126E+00
7.74221E-02 2.06192E+00
7.96990E-02 1.93482E+00
8.20429E-02 1.81555E+00
8.37390E-02 1.74124E+00
8.57724E-02 1.66766E+00
8.67890E-02 1.63760E+00
8.83388E-02 1.60053E+00
8.96952E-02 1.57487E+00
9.20683E-02 1.54066E+00
9.91875E-02 1.46390E+00
1.02287E-01 1.42284E+00
1.05000E-01 1.38244E+00
1.09746E-01 1.30788E+00
1.14961E-01 1.22967E+00
1.20424E-01 1.15614E+00
1.23984E-01 1.11650E+00
1.27084E-01 1.08739E+00
1.32192E-01 1.04873E+00
1.40241E-01 9.93300E-01
1.48781E-01 9.40800E-01
1.54980E-01 8.99400E-01
1.59434E-01 8.68965E-01
1.66356E-01 8.25232E-01
1.73578E-01 7.83700E-01
1.81161E-01 7.45205E-01
1.89076E-01 7.08600E-01
1.95275E-01 6.79093E-01
1.98375E-01 6.63900E-01
2.04574E-01 6.32184E-01
2.12373E-01 5.91354E-01
2.18897E-01 5.57497E-01
2.24028E-01 5.31059E-01
2.29279E-01 5.05875E-01
2.36184E-01 4.73452E-01
2.43297E-01 4.43107E-01
2.47969E-01 4.24200E-01
2.53357E-01 4.03460E-01
2.57476E-01 3.88573E-01
2.63779E-01 3.67266E-01
2.70236E-01 3.47127E-01
2.74782E-01 3.33509E-01
2.81745E-01 3.14077E-01
2.88883E-01 2.95778E-01
2.93944E-01 2.83346E-01
3.01701E-01 2.65671E-01
3.09663E-01 2.49098E-01
3.15080E-01 2.38267E-01
3.23384E-01 2.22897E-01
3.31906E-01 2.08518E-01
3.36805E-01 2.00548E-01
3.44291E-01 1.89160E-01
3.51942E-01 1.78419E-01
3.61809E-01 1.65329E-01
3.71953E-01 1.53200E-01
3.79623E-01 1.44562E-01
3.87451E-01 1.36411E-01
3.94062E-01 1.29802E-01
4.04190E-01 1.20484E-01
4.14579E-01 1.11835E-01
4.24624E-01 1.04029E-01
4.34912E-01 9.67687E-02
4.42350E-01 9.18139E-02
4.48013E-01 8.82651E-02
4.56642E-01 8.31973E-02
4.65437E-01 7.84205E-02
4.72882E-01 7.45691E-02
4.84272E-01 6.91437E-02
4.95937E-01 6.41130E-02
5.07173E-01 5.96165E-02
5.15767E-01 5.64522E-02
5.22308E-01 5.41898E-02
5.32274E-01 5.09650E-02
5.42431E-01 4.79321E-02
5.53016E-01 4.49589E-02
5.61089E-01 4.28506E-02
5.73421E-01 3.98721E-02
5.86024E-01 3.71007E-02
5.93209E-01 3.56033E-02
6.05996E-01 3.31269E-02
6.15766E-01 3.13833E-02
6.23197E-01 3.01361E-02
6.34512E-01 2.83575E-02
6.46033E-01 2.66840E-02
6.59382E-01 2.48707E-02
6.69574E-01 2.35921E-02
6.77322E-01 2.26764E-02
6.89112E-01 2.13691E-02
7.01107E-01 2.01372E-02
7.09191E-01 1.93472E-02
7.23564E-01 1.80384E-02
7.34535E-01 1.71153E-02
7.51303E-01 1.58185E-02
7.68455E-01 1.46199E-02
7.78760E-01 1.39464E-02
7.87891E-01 1.33825E-02
8.04127E-01 1.24501E-02
8.16524E-01 1.17936E-02
8.25946E-01 1.13241E-02
8.40285E-01 1.06547E-02
8.54872E-01 1.00248E-02
8.70959E-01 9.37577E-03
8.85283E-01 8.84243E-03
8.98010E-01 8.40070E-03
9.09296E-01 8.03233E-03
9.29389E-01 7.42612E-03
9.44749E-01 7.00169E-03
9.56436E-01 6.69936E-03
9.74238E-01 6.27016E-03
9.92371E-01 5.86846E-03
1.00628E+00 5.57909E-03
1.01949E+00 5.32078E-03
1.03203E+00 5.08949E-03
1.04394E+00 4.88180E-03
1.06662E+00 4.51494E-03
1.08688E+00 4.21662E-03
1.10491E+00 3.97181E-03
1.12094E+00 3.76929E-03
1.13516E+00 3.60057E-03
1.14774E+00 3.45915E-03
1.17011E+00 3.22490E-03
1.18716E+00 3.05968E-03
1.21322E+00 2.82759E-03
1.23984E+00 2.61310E-03
1.25819E+00 2.47670E-03
1.27622E+00 2.35135E-03
1.29393E+00 2.23598E-03
1.31133E+00 2.12961E-03
1.32840E+00 2.03139E-03
1.34515E+00 1.94057E-03
1.36158E+00 1.85645E-03
1.37769E+00 1.77845E-03
1.39347E+00 1.70601E-03
1.40894E+00 1.63864E-03
1.43939E+00 1.51561E-03
1.46854E+00 1.40866E-03
1.49640E+00 1.31526E-03
1.52300E+00 1.23333E-03
1.54837E+00 1.16117E-03
1.57254E+00 1.09735E-03
1.59553E+00 1.04071E-03
1.61740E+00 9.90272E-04
1.63817E+00 9.45206E-04
1.65789E+00 9.04821E-04
1.67659E+00 8.68529E-04
1.71221E+00 8.04359E-04
1.74401E+00 7.52111E-04
1.77232E+00 7.09186E-04
1.79746E+00 6.73641E-04
1.81976E+00 6.44003E-04
1.85944E+00 5.95241E-04
1.88977E+00 5.61108E-04
1.91284E+00 5.36799E-04
1.94797E+00 5.02296E-04
1.98375E+00 4.70010E-04
2.02682E+00 4.34724E-04
2.06528E+00 4.06028E-04
2.09953E+00 3.82478E-04
2.12996E+00 3.62994E-04
2.15695E+00 3.46762E-04
2.18085E+00 3.33156E-04
2.22330E+00 3.10616E-04
2.25569E+00 2.94718E-04
2.30515E+00 2.72384E-04
2.35570E+00 2.51742E-04
2.38610E+00 2.40337E-04
2.43245E+00 2.24191E-04
2.47969E+00 2.09130E-04
2.50876E+00 2.00574E-04
2.56418E+00 1.85463E-04
2.61369E+00 1.73178E-04
2.65778E+00 1.63098E-04
2.69698E+00 1.54760E-04
2.73175E+00 1.47815E-04
2.76254E+00 1.41994E-04
2.81726E+00 1.32354E-04
2.85902E+00 1.25556E-04
2.89074E+00 1.20688E-04
2.93898E+00 1.13737E-04
2.98802E+00 1.07186E-04
3.04949E+00 9.97273E-05
3.10432E+00 9.36280E-05
3.15309E+00 8.85979E-05
3.19640E+00 8.44188E-05
3.23479E+00 8.09240E-05
3.30307E+00 7.51528E-05
3.35523E+00 7.10961E-05
3.39489E+00 6.81979E-05
3.45525E+00 6.40707E-05
3.51669E+00 6.01932E-05
3.55828E+00 5.77658E-05
3.63758E+00 5.34751E-05
3.70842E+00 4.99830E-05
3.77154E+00 4.71150E-05
3.82765E+00 4.47408E-05
3.87743E+00 4.27618E-05
3.92151E+00 4.11021E-05
3.99987E+00 3.83510E-05
4.05967E+00 3.64093E-05
4.15105E+00 3.36795E-05
4.24448E+00 3.11543E-05
4.33189E+00 2.90309E-05
4.40985E+00 2.72920E-05
4.47922E+00 2.58561E-05
4.54081E+00 2.46619E-05
4.59540E+00 2.36622E-05
4.69251E+00 2.20093E-05
4.76668E+00 2.08459E-05
4.82308E+00 2.00138E-05
4.90894E+00 1.88276E-05
4.99632E+00 1.77117E-05
5.06976E+00 1.68461E-05
5.13491E+00 1.61235E-05
5.25094E+00 1.49327E-05
5.33968E+00 1.40976E-05
5.40722E+00 1.35021E-05
5.51013E+00 1.26557E-05
5.61500E+00 1.18624E-05
5.68333E+00 1.13841E-05
5.81370E+00 1.05387E-05
5.93022E+00 9.85068E-06
6.03408E+00 9.28558E-06
