EFC(T=298.15K),SOH(T=298.15K),EFC(T=318.15K),SOH(T=318.15K)
37.037037037036,100.075884154832,0,100
296.296296296296,99.7023809523809,407.407407407407,99.99999999
518.518518518518,99.328529657477,888.888888888889,99.999878
999.999999999999,98.5811751601225,1444.44444444444,99.9950733205819
1592.59259259259,97.8348649401281,1925.92592592593,99.6255144032922
2148.14814814815,97.2761765524923,2148.14814814815,99.1588129600649
2666.66666666667,96.9051099972152,2407.40740740741,98.5047817770823
3222.22222222222,96.6283764967975,2629.62962962963,97.8502869066249
3740.74074074074,96.3512949039265,2777.77777777778,96.9131745203733
4296.2962962963,95.9805764411028,2962.96296296296,95.9765258215963
4777.77777777778,95.7031467557783,3037.03703703704,95.0384860603953
5222.22222222222,95.4253689780005,3185.18518518518,93.9135802469136
5703.7037037037,95.0539543302701,3222.22222222222,92.6933866573929
6333.33333333333,94.6839320523531,3296.2962962963,91.661450182577
6814.81481481481,94.5004873294347,3370.37037037037,89.4088564307657
7259.25925925926,94.2227095516569,3444.44444444444,86.9684692517243
7777.77777777778,94.0396129211919,3555.55555555555,85.1858227554628
8259.25925925926,93.7621832358674,3592.59259259259,83.5900423114821
8740.74074074074,93.578738512949,4000,80
9148.14814814815,93.3945976051239,,
9666.66666666667,93.2115009746589,,
10222.2222222222,92.9347674742412,,
10629.6296296296,92.65664160401,,
11111.1111111111,92.4731968810916,,
11592.5925925926,92.2897521581732,,
12185.1851851852,92.1073517126149,,
12666.6666666667,91.7359370648844,,
13222.2222222222,91.4592035644667,,
13629.6296296296,91.2750626566416,,
14074.0740740741,90.9972848788638,,
14555.5555555556,90.9078251183514,,
15037.037037037,90.536410470621,,
15518.5185185185,90.2589807852966,,
15962.962962963,89.8872180451128,,
16407.4074074074,89.797410192147,,
16925.9259259259,89.3323586744639,,
17370.3703703704,88.9605959342801,,
17814.8148148148,88.5888331940964,,
18333.3333333333,88.1237816764132,,
18703.7037037037,87.8453077137288,,
19185.1851851852,87.5678780284043,,
19629.6296296296,87.1021303258145,,
