SOC, R_Ch(T=313.15), R_Dch(T=313.15)
0,	            0.237355602,	0.482046632
0.001556441,	0.243715509,	0.474663212
0.00152539,	    0.250075416,	0.466910622
0.00149822,	    0.255640334,	0.459527202
0.001467169,	0.262000241,	0.452512953
0.001888301,	0.270744006,	0.448821244
0.00185725,	    0.277103913,	0.441806995
0.001354609,	0.285054902,	0.437007772
0.001315795,	0.293004786,	0.434792746
0.002204635,	0.300952457,	0.431839378
0.003093476,	0.308900128,	0.429624352
0.004442262,	0.317641681,	0.428147668
0.005791049,	0.326383234,	0.424455959
0.007155361,	0.331944834,	0.422979275
0.009903392,	0.339093091,	0.420764249
0.012193418,	0.345049973,	0.419287565
0.014949212,	0.350608254,	0.417810881
0.017703065,	0.35656403,	    0.416334197
0.021380692,	0.363312581,	0.415595855
0.025987913,	0.369661425,	0.414119171
0.030589313,	0.377202753,	0.411904145
0.034732707,	0.383552704,	0.410427461
0.038883865,	0.388312678,	0.409689119
0.04721529,	    0.391870214,	0.408212435
0.053699168,	0.393842198,	0.406735751
0.061110701,	0.395811969,	0.40636658
0.068524175,	0.397384247,	0.405259067
0.075006113,	0.399753725,	0.403782383
0.082881474,	0.401722391,	0.403782383
0.089369234,	0.402899386,	0.403044041
0.098639957,	0.404069745,	0.402305699
0.107444913,	0.405638704,	0.400829016
0.117177524,	0.40720545,	    0.399352332
0.126448247,	0.408375809,	0.39861399
0.136180858,	0.409942555,	0.397875648
0.145453522,	0.41071542,	    0.397137306
0.153796591,	0.411887991,	0.396398964
0.162141601,	0.412663067,	0.395660622
0.171412325,	0.413833426,	0.394183938
0.180223103,	0.414209902,	0.393445596
0.187172749,	0.415783286,	0.393445596
0.195521641,	0.415763374,	0.392707254
0.203870532,	0.415743463,	0.391968912
0.211284006,	0.41731574,	    0.391968912
0.219632897,	0.417295829,	0.390492228
0.228907502,	0.417671199,	0.390123057
0.238642053,	0.418840451,	0.389753886
0.247450891,	0.419614422,	0.388277202
0.256723555,	0.420387286,	0.388277202
0.273877402,	0.421936333,	0.38753886
0.282686239,	0.422710304,	0.385323834
0.29103319,	    0.423087887,	0.385323834
0.298452486,	0.423467682,	0.385323834
0.265068565,	0.421162363,	0.383108808
0.306333668,	0.424243864,	0.382370466
0.314678678,	0.425018941,	0.382370466
0.323487515,	0.425792912,	0.380893782
0.332294412,	0.426964377,	0.380893782
0.34110519,	    0.427340853,	0.38015544
0.350377854,	0.428113717,	0.378678756
0.359652459,	0.428489087,	0.377940415
0.368925124,	0.429261952,	0.377202073
0.378197788,	0.430034816,	0.377202073
0.387008566,	0.430411293,	0.376463731
0.395819344,	0.430787769,	0.374248705
0.405090068,	0.431958127,	0.374248705
0.414364673,	0.432333498,	0.372772021
0.424103106,	0.432707762,	0.372033679
0.433377711,	0.433083132,	0.372033679
0.443114202,	0.43385489,	    0.372033679
0.452852635,	0.434229154,	0.370556995
0.462591067,	0.434603418,	0.36871114
0.4723295,	    0.434977682,	0.366865285
0.482065992,	0.43574944,	    0.365757772
0.491804424,	0.436123704,	0.365388601
0.501073207,	0.437691557,	0.363542746
0.51219924,	    0.438857491,	0.362435233
0.522399559,	0.439628142,	0.360958549
0.533065646,	0.440000194,	0.359481865
0.543731733,	0.440372246,	0.358743523
0.55439782,	    0.440744297,	0.358374352
0.56460008,	    0.441117455,	0.35763601
0.575264226,	0.441887001,	0.356897668
0.585466486,	0.442260159,	0.355051813
0.594743032,	0.442238035,	0.353944301
0.604479524,	0.443009793,	0.352098446
0.614679843,	0.443780445,	0.350621762
0.624880162,	0.444551097,	0.350621762
0.634616654,	0.445322855,	0.348406736
0.645742686,	0.446488789,	0.34619171
0.65687066,	    0.447257228,    0.3425
0.667998634,	0.448025668,	0.340284974
0.678198953,	0.44879632,	    0.33880829
0.688399272,	0.449566972,	0.334378238
0.699065359,	0.449939023,	0.332163212
0.710191392,	0.451104957,	0.330686528
0.720391711,	0.451875609,	0.328471503
0.73059203,	    0.452646261,	0.325887306
0.741254236,	0.453813301,	0.323303109
0.751456495,	0.454186459,	0.320349741
0.763512124,	0.454952686,	0.316658031
0.774640097,	0.455721125,	0.31259715
0.784376589,	0.456492883,	0.308536269
0.794576908,	0.457263535,    0.305582902
0.803385745,	0.458037506,    0.302629534
0.813586064,	0.458808158,	0.299676166
0.823320615,	0.45997741,	    0.295984456
0.833518994,	0.461145556,	0.291923575
0.844185081,	0.461517608,	0.287862694
0.85438734,	    0.461890766,	0.284540155
0.865515314,	0.462659205,	0.280110104
0.87617752,	    0.463826245,	0.275310881
0.886843607,	0.464198297,	0.270142487
0.89797158,	    0.464966736,	0.264974093
0.91976176,	    0.466902216,	0.26017487
0.940160457,	0.468841014,	0.254637306
0.950822663,	0.470008054,	0.249099741
0.973536615,	0.472736309,	0.243193005
0.962412523,	0.471172881,	0.237286269
0.929500192,	0.46727648,	    0.231010363
0.909099554,	0.465735176,	0.225103627
0.983269226,	0.474303056,	0.219935233
0.993933372,	0.475072602,	0.214028497
1,	            0.475,	        0.2
