SOC,HystV
0,0.0165722286669099
0.002,0.0246829238747657
0.004,0.0261400691430387
0.006,0.026911820515844
0.008,0.0272354977067004
0.01,0.0274425821582341
0.012,0.0275963274165578
0.014,0.02759575759919
0.016,0.0275060194963972
0.018,0.0276658747989676
0.02,0.0274555894030399
0.022,0.027149659412529
0.024,0.02714532448903
0.026,0.027070746743548
0.028,0.0269888319222913
0.03,0.0275208423382867
0.032,0.0281299846851355
0.034,0.0292558707545824
0.036,0.0310699692498891
0.038,0.032784371262453
0.04,0.034029695907503
0.042,0.0344476644540378
0.044,0.0344994489138477
0.046,0.0340928466840412
0.048,0.0334430739931865
0.05,0.0329226258349965
0.052,0.0322661196947468
0.054,0.0318089460964113
0.056,0.0313615483546881
0.058,0.0308539946132851
0.06,0.0304342690169245
0.062,0.0302454167391171
0.064,0.0298187973767994
0.066,0.029528866182354
0.068,0.0293345106572405
0.07,0.0291572782265829
0.072,0.0289275254716133
0.074,0.0288389225481086
0.076,0.0286215070104803
0.078,0.0284440355576237
0.08,0.0285570126431683
0.082,0.0284145388434792
0.084,0.0284446695186443
0.086,0.0285575890177401
0.088,0.028517303810985
0.09,0.0287055754514268
0.092,0.0288886147391474
0.094,0.0290738709033696
0.096,0.0292250220394987
0.098,0.0295103416673873
0.1,0.0297274827205068
0.102,0.0301694649458103
0.104,0.0302959636326124
0.106,0.0306685916547179
0.108,0.0312493090594477
0.11,0.0316615243303359
0.112,0.0320037348971547
0.114,0.0323937099980742
0.116,0.0327430546216038
0.118,0.0327980132004767
0.12,0.03314450810389
0.122,0.0328281632398911
0.124,0.0328186512652759
0.126,0.0324551593296441
0.128,0.0319971486881453
0.13,0.031584860202533
0.132,0.0309991069911034
0.134,0.0305081473882671
0.136,0.0300491360483166
0.138,0.0296674068699735
0.14,0.029463255653325
0.142,0.0295049619052605
0.144,0.0293025925035961
0.146,0.0294206756020146
0.148,0.0292652311169923
0.15,0.0291486086710925
0.152,0.029063516022084
0.154,0.0288354449081164
0.156,0.0285307446364496
0.158,0.0281027672181119
0.16,0.0279010548726896
0.162,0.0278166775399139
0.164,0.0276208661159594
0.166,0.0275436849581799
0.168,0.0277491276639104
0.17,0.0280172510200723
0.172,0.0284364890140968
0.174,0.0288974089691814
0.176,0.0292297420119657
0.178,0.0296433721477386
0.18,0.0299140174357063
