SOC,Temp (K),C_Rate,"R_Ch(T=278.15 K, 0.25 C)","R_Ch(T=278.15 K, 0.5 C)","R_Ch(T=278. 15K, 0.75 C)","R_Ch(T=278.15 K, 1 C)","R_Ch(T=278.15 K, 1.25 C)","R_Ch(T=278.15 K, 1.5 C)","R_Ch(T=288.15 K, 0.25 C)","R_Ch(T=288.15 K, 0.5 C)","R_Ch(T=288.15 K, 0.75 C)","R_Ch(T=288.15 K, 1 C)","R_Ch(T=288.15 K, 1.25 C)","R_Ch(T=288.15 K, 1.5 C)","R_Ch(T=298.15 K, 0.25 C)","R_Ch(T=298.15 K, 0.5 C)","R_Ch(T=298.15 K, 0.75 C)","R_Ch(T=298.15 K, 1 C)","R_Ch(T=298.15 K, 1.25 C)","R_Ch(T=298.15 K, 1.5 C)","R_Ch(T=308.15 K, 0.25 C)","R_Ch(T=308.15 K, 0.5 C)","R_Ch(T=308.15 K, 0.75 C)","R_Ch(T=308.15 K, 1 C)","R_Ch(T=308.15 K, 1.25 C)","R_Ch(T=308.15 K, 1.5 C)","R_DCh(T=278.15 K, 0.25 C)","R_DCh(T=278.15 K, 0.5 C)","R_DCh(T=278. 15K, 0.75 C)","R_DCh(T=278.15 K, 1 C)","R_DCh(T=278.15 K, 1.25 C)","R_DCh(T=278.15 K, 1.5 C)","R_DCh(T=288.15 K, 0.25 C)","R_DCh(T=288.15 K, 0.5 C)","R_DCh(T=288.15 K, 0.75 C)","R_DCh(T=288.15 K, 1 C)","R_DCh(T=288.15 K, 1.25 C)","R_DCh(T=288.15 , 1.5 C)","R_DCh(T=298.15 K, 0.25 C)","R_DCh(T=298.15 K, 0.5 C)","R_DCh(T=298.15 K, 0.75 C)","R_DCh(T=298.15 K, 1 C)","R_DCh(T=298.15 K, 1.25 C)","R_DCh(T=298.15 K, 1.5 C)","R_DCh(T=308.15 K, 0.25 C)","R_DCh(T=308.15 K, 0.5 C)","R_DCh(T=308.15 K, 0.75 C)","R_DCh(T=308.15 K, 1 C)","R_DCh(T=308.15 K, 1.25 C)","R_DCh(T=308.15 K, 1.5 C)"
0.0,278.15,0.25,1.8317373590000001,1.797346169,1.755719539,1.717687339,1.674900321,1.628607694,1.133660439,1.119228878,1.1069043379999999,1.0955370290000002,1.083953065,1.0686797140000002,0.85041231,0.83606869,0.8281987590000001,0.8264259079999999,0.8143397859999999,0.809324012,0.689307888,0.68441672,0.670267934,0.6655213529999999,0.655140697,0.654462481,1.87655937,1.931328709,1.954898826,1.986541064,2.0048319869999998,2.014909531,1.142832272,1.161547556,1.181136473,1.199941027,1.213197069,1.223384032,0.840659362,0.85036622,0.8564913190000001,0.866972429,0.8730689859999999,0.878692645,0.670249061,0.67501601,0.679698375,0.684409493,0.681584092,0.6843640590000001
0.05,288.15,0.5,1.8317373590000001,1.797346169,1.755719539,1.717687339,1.674900321,1.628607694,1.133660439,1.119228878,1.1069043379999999,1.0955370290000002,1.083953065,1.0686797140000002,0.85041231,0.83606869,0.8281987590000001,0.8264259079999999,0.8143397859999999,0.809324012,0.689307888,0.68441672,0.670267934,0.6655213529999999,0.655140697,0.654462481,1.87655937,1.931328709,1.954898826,1.986541064,2.0048319869999998,2.014909531,1.142832272,1.161547556,1.181136473,1.199941027,1.213197069,1.223384032,0.840659362,0.85036622,0.8564913190000001,0.866972429,0.8730689859999999,0.878692645,0.670249061,0.67501601,0.679698375,0.684409493,0.681584092,0.6843640590000001
0.1,298.15,0.75,1.665295757,1.676220223,1.654438896,1.628605574,1.6031666180000002,1.56254023,1.048578662,1.04307821,1.041482819,1.031633378,1.027337342,1.019978744,0.784636973,0.784292318,0.777582986,0.776897209,0.772676259,0.7715580940000001,0.623195829,0.632524936,0.632573078,0.632468904,0.630642322,0.627639682,1.6966648640000002,1.722546921,1.728123359,1.7283410030000002,1.722960051,1.710773672,1.057895139,1.062287447,1.064135518,1.07233334,1.074871926,1.076662753,0.7936689929999999,0.7889183409999999,0.790345113,0.793589877,0.795681383,0.7984614040000001,0.632460055,0.6372330620000001,0.635680904,0.6443426879999999,0.640047449,0.641877722
0.15,308.15,1.0,1.60380915,1.608530258,1.589356545,1.566074639,1.542510861,1.512174005,0.99136891,0.995951983,0.994377431,0.9911799309999999,0.987807181,0.9821637670000001,0.7465192709999999,0.746310699,0.746455313,0.743901591,0.744394915,0.741913096,0.613601384,0.618172045,0.61051441,0.608960189,0.607888938,0.607278733,1.614641369,1.618317429,1.611628057,1.593493634,1.579296709,1.55369625,1.0014162640000002,1.0108152129999999,1.0071841320000001,1.006166493,1.005162855,1.002792469,0.774820105,0.751140437,0.752507831,0.7535276540000001,0.754120308,0.754341198,0.604105227,0.608895089,0.613670849,0.616021605,0.6174103329999999,0.618352656
0.2,,1.25,1.545812218,1.54836961,1.534246535,1.510308159,1.490733383,1.462680472,0.954029248,0.958149096,0.956329157,0.94873823,0.9521549159999999,0.944528039,0.717580428,0.717937955,0.717960523,0.7179235559999999,0.7161923579999999,0.7132918140000001,0.5947916839999999,0.585226939,0.588542527,0.587662137,0.585275387,0.586827474,1.557946206,1.544383738,1.528631294,1.5088355709999999,1.4869067880000002,1.45779422,0.9637420059999999,0.9632748609999999,0.960228602,0.9587020740000001,0.957947129,0.9525159540000001,0.7184475909999999,0.7182611609999999,0.7242778440000001,0.7203976459999999,0.725661879,0.7228698,0.584886053,0.585169603,0.591615759,0.590016475,0.590942748,0.588422786
0.25,,1.5,1.495405611,1.50141025,1.4835589340000002,1.46685614,1.450049428,1.4217807619999998,0.9259380340000001,0.9287435190000001,0.931794595,0.925079685,0.9215465629999999,0.91623643,0.699168841,0.699262355,0.698880136,0.696654349,0.695386706,0.691269664,0.575646787,0.5712431339999999,0.569657027,0.5688410070000001,0.5701255279999999,0.5695232720000001,1.48194481,1.4851645530000002,1.465732562,1.442054006,1.422269582,1.392642736,0.905672916,0.929715958,0.922772672,0.927407848,0.922141115,0.917985583,0.699428773,0.6991924629999999,0.699087965,0.69916707,0.6954057490000001,0.6975940509999999,0.575744026,0.5713058870000001,0.569574013,0.57116994,0.574010096,0.571086587
0.3,,,1.4994987480000002,1.5001113130000001,1.481135682,1.4702478319999999,1.4478495219999998,1.4207201740000002,0.92618602,0.9250895459999999,0.919599554,0.9211561840000001,0.9199655390000001,0.917372492,0.7091201779999999,0.694562056,0.6959325679999999,0.6942101890000001,0.689621936,0.6881069870000001,0.575617622,0.566257773,0.566433576,0.571170945,0.568310021,0.564879027,1.473698185,1.46745425,1.447030426,1.42355008,1.395634675,1.3645872069999998,0.907064324,0.9203195740000001,0.916037215,0.91549482,0.9107986990000001,0.906643257,0.6989858240000001,0.694562056,0.69276931,0.692218702,0.6897072459999999,0.686582987,0.55710244,0.557005956,0.5633073439999999,0.566448693,0.566429166,0.566432426
0.35,,,1.5279047959999998,1.528244984,1.5129780309999998,1.4894776730000001,1.465134951,1.434982287,0.9345567659999999,0.9394050429999999,0.931542352,0.932659091,0.9332395659999999,0.926924623,0.709020298,0.704019527,0.702423459,0.69908839,0.6973197170000001,0.6977751999999999,0.5853406560000001,0.580592698,0.579057904,0.575872171,0.573985054,0.572649153,1.490646671,1.479428889,1.454340565,1.4189812480000001,1.39181164,1.3536149430000002,0.926145332,0.9253095990000001,0.9224350020000001,0.91860602,0.9108293609999999,0.9018626209999999,0.7086709390000001,0.694681381,0.69622368,0.6944789440000001,0.691526269,0.6897818290000001,0.566329516,0.5709389779999999,0.569583236,0.571137772,0.568322696,0.567980086
0.4,,,1.5724371869999998,1.57143983,1.55082991,1.521942616,1.49007363,1.455570906,0.9635808570000001,0.958584051,0.953626085,0.953688852,0.9543439709999999,0.948956075,0.718170438,0.7227421009999999,0.714790446,0.70857929,0.710526355,0.708796595,0.595204029,0.594754836,0.588501238,0.585337477,0.585221776,0.5989453579999999,1.518857463,1.495253605,1.463143998,1.428364161,1.3939593259999998,1.3566944930000002,0.9451069390000001,0.945038273,0.938101944,0.92822662,0.9222304929999999,0.9099636040000001,0.7088326,0.703959208,0.705466667,0.6991908020000001,0.6992615670000001,0.694521075,0.575928872,0.5805809270000001,0.579026378,0.5758875139999999,0.5739411729999999,0.571091713
0.45,,,1.6047023619999998,1.6231182730000002,1.5891233519999999,1.5499443330000002,1.5150795559999999,1.4759340380000001,0.992047138,0.982095453,0.982486744,0.982367579,0.978703565,0.9713739509999999,0.7369949509999999,0.7323041290000001,0.7308096059999999,0.727488461,0.7253809529999999,0.7242184740000001,0.604140948,0.599360342,0.604266516,0.597780863,0.60066522,0.5943421,1.557150084,1.5235170880000002,1.488758622,1.445088835,1.405356835,1.3663154480000002,0.953618573,0.958593745,0.95349383,0.9445376320000001,0.93159057,0.922379965,0.718109775,0.722909238,0.718082144,0.7134596320000001,0.70854742,0.705528998,0.59484194,0.585186407,0.58836651,0.5921546520000001,0.5865645660000001,0.583568293
