SOC,R_Ch,R_Dch
0,0.0404519824402676,0.0438464765144715
0.05,0.0404519824402676,0.0438464765144715
0.1,0.0347947521814841,0.0361863761486219
0.15,0.030640381613091,0.0303163647626158
0.2,0.030647515074797,0.0304783004487557
0.25,0.0300456921642434,0.0299028210066675
0.3,0.0289300267334072,0.0292200570746916
0.35,0.0287082600506419,0.0280440022929653
0.4,0.0290588380472053,0.027844123125384
0.45,0.0295001856662054,0.0282130769384698
0.5,0.0298848177103669,0.0284281506403021
0.55,0.0303197180674736,0.0289035103174995
0.6,0.0300515820082259,0.0299909288427425
0.65,0.0283817434781365,0.0286059048784816
0.7,0.0281658436612527,0.0278474618819453
0.75,0.0284019812899531,0.027921617859558
0.8,0.0283364802418278,0.0279839907134284
0.85,0.0273405292477913,0.0271513934518712
0.9,0.0268692494248017,0.0262712335494998
0.95,0.0270097699078625,0.0263764384753084
1,0.0270097699078625,0.0263764384753084
