# Coherent scattering form factor
# (Excerpt from EPICS2017 / EPDL)
#
# Momentum  Form-factor
#  (MeV)
#
0.00000E+00 9.50000E+01
2.47969E-05 9.50000E+01
4.95937E-05 9.49836E+01
9.91875E-05 9.49673E+01
1.23984E-04 9.49620E+01
2.47969E-04 9.49000E+01
3.40957E-04 9.48358E+01
3.71953E-04 9.48070E+01
4.33945E-04 9.47331E+01
4.95937E-04 9.46590E+01
5.88926E-04 9.45165E+01
6.19922E-04 9.44740E+01
6.27361E-04 9.44602E+01
7.12910E-04 9.43126E+01
7.43906E-04 9.42540E+01
8.05898E-04 9.41210E+01
8.98886E-04 9.39246E+01
9.91875E-04 9.37190E+01
1.10036E-03 9.34585E+01
1.19335E-03 9.32185E+01
1.23984E-03 9.31020E+01
1.36383E-03 9.27515E+01
1.45682E-03 9.24746E+01
1.59630E-03 9.20448E+01
1.61180E-03 9.19940E+01
1.73578E-03 9.16050E+01
1.95275E-03 9.09042E+01
2.23172E-03 8.99760E+01
2.47969E-03 8.91180E+01
3.09961E-03 8.69620E+01
3.71953E-03 8.47080E+01
4.33945E-03 8.23960E+01
4.95937E-03 8.00430E+01
5.57929E-03 7.76578E+01
6.19922E-03 7.52990E+01
6.64792E-03 7.35757E+01
7.12910E-03 7.18918E+01
7.43906E-03 7.08050E+01
8.03510E-03 6.87192E+01
8.67890E-03 6.66948E+01
9.27814E-03 6.48164E+01
9.91875E-03 6.29910E+01
1.05204E-02 6.12933E+01
1.11586E-02 5.96414E+01
1.17785E-02 5.80721E+01
1.23984E-02 5.65750E+01
1.32958E-02 5.44464E+01
1.42582E-02 5.23978E+01
1.48781E-02 5.11060E+01
1.57806E-02 4.92729E+01
1.67379E-02 4.75055E+01
1.73578E-02 4.63980E+01
1.85563E-02 4.43467E+01
1.98375E-02 4.23860E+01
2.10408E-02 4.06432E+01
2.23172E-02 3.89720E+01
2.35244E-02 3.74659E+01
2.47969E-02 3.60180E+01
2.61181E-02 3.45594E+01
2.75096E-02 3.31599E+01
2.78965E-02 3.27755E+01
2.98331E-02 3.09328E+01
3.09961E-02 2.98760E+01
3.23240E-02 2.86834E+01
3.37089E-02 2.75385E+01
3.56455E-02 2.59760E+01
3.60323E-02 2.56718E+01
3.71953E-02 2.47830E+01
3.87141E-02 2.36451E+01
4.02949E-02 2.25594E+01
4.18160E-02 2.15551E+01
4.33945E-02 2.05956E+01
4.48676E-02 1.97628E+01
4.71715E-02 1.85763E+01
4.95937E-02 1.74610E+01
5.16811E-02 1.66376E+01
5.38563E-02 1.58531E+01
5.67625E-02 1.49746E+01
6.02489E-02 1.41204E+01
6.19922E-02 1.37670E+01
6.57526E-02 1.31371E+01
6.97412E-02 1.25360E+01
7.12910E-02 1.23056E+01
7.28408E-02 1.20672E+01
7.43906E-02 1.18200E+01
7.74902E-02 1.12983E+01
7.97171E-02 1.09239E+01
8.31779E-02 1.03855E+01
8.67890E-02 9.87360E+00
9.05807E-02 9.43687E+00
9.45381E-02 9.01946E+00
9.76377E-02 8.68218E+00
9.91875E-02 8.50370E+00
1.02287E-01 8.12397E+00
1.05959E-01 7.62472E+00
1.08799E-01 7.27053E+00
1.13203E-01 6.76984E+00
1.17785E-01 6.30364E+00
1.20845E-01 6.02768E+00
1.23984E-01 5.76380E+00
1.27084E-01 5.54410E+00
1.32509E-01 5.22307E+00
1.39629E-01 4.88724E+00
1.44132E-01 4.71099E+00
1.48781E-01 4.54110E+00
1.54856E-01 4.34526E+00
1.61180E-01 4.15786E+00
1.67264E-01 4.00123E+00
1.73578E-01 3.85050E+00
1.81161E-01 3.68901E+00
1.89076E-01 3.53430E+00
1.95275E-01 3.40683E+00
1.98375E-01 3.34040E+00
2.04574E-01 3.20152E+00
2.10000E-01 3.07718E+00
2.14693E-01 2.96710E+00
2.19492E-01 2.86096E+00
2.27389E-01 2.69245E+00
2.35570E-01 2.53386E+00
2.41690E-01 2.42468E+00
2.47969E-01 2.32020E+00
2.55730E-01 2.20725E+00
2.62883E-01 2.11710E+00
2.70236E-01 2.03064E+00
2.82957E-01 1.90445E+00
2.90844E-01 1.83859E+00
2.98951E-01 1.77501E+00
3.09961E-01 1.70063E+00
3.12341E-01 1.68593E+00
3.27244E-01 1.60271E+00
3.43213E-01 1.52841E+00
3.62381E-01 1.45493E+00
3.71953E-01 1.42330E+00
3.87141E-01 1.38020E+00
4.02949E-01 1.33841E+00
4.31032E-01 1.27486E+00
4.61073E-01 1.21432E+00
4.95937E-01 1.14650E+00
5.30455E-01 1.07915E+00
5.63534E-01 1.01556E+00
5.83968E-01 9.76199E-01
6.05143E-01 9.38363E-01
