# Photo-absorption total cross-section
# From: https://physics.nist.gov/cgi-bin/Xcom
#
#  Energy    X-section
#  (MeV)      (barn)
#
1.000E-03 1.788E+06
1.500E-03 8.066E+05
2.000E-03 4.383E+05
2.484E-03 2.718E+05
2.484E-03 4.765E+05
2.534E-03 5.629E+05
2.586E-03 6.650E+05
2.586E-03 8.392E+05
3.000E-03 6.725E+05
3.066E-03 6.354E+05
3.066E-03 7.349E+05
3.301E-03 6.130E+05
3.554E-03 5.113E+05
3.554E-03 5.419E+05
3.699E-03 4.927E+05
3.851E-03 4.479E+05
3.851E-03 4.674E+05
4.000E-03 4.273E+05
5.000E-03 2.485E+05
6.000E-03 1.582E+05
8.000E-03 7.660E+04
1.000E-02 4.322E+04
1.304E-02 2.171E+04
1.304E-02 5.443E+04
1.500E-02 3.723E+04
1.520E-02 3.594E+04
1.520E-02 4.996E+04
1.553E-02 4.748E+04
1.586E-02 4.514E+04
1.586E-02 5.218E+04
2.000E-02 2.889E+04
3.000E-02 9.929E+03
4.000E-02 4.593E+03
5.000E-02 2.509E+03
6.000E-02 1.525E+03
8.000E-02 6.924E+02
8.800E-02 5.324E+02
8.800E-02 2.519E+03
1.000E-01 1.802E+03
1.500E-01 6.244E+02
2.000E-01 2.912E+02
3.000E-01 1.008E+02
4.000E-01 4.876E+01
5.000E-01 2.841E+01
6.000E-01 1.860E+01
8.000E-01 9.878E+00
1.000E+00 6.226E+00
1.022E+00 5.959E+00
1.250E+00 4.150E+00
1.500E+00 3.485E+00
2.000E+00 3.607E+00
2.044E+00 3.655E+00
3.000E+00 5.011E+00
4.000E+00 6.497E+00
5.000E+00 7.850E+00
6.000E+00 9.061E+00
7.000E+00 1.015E+01
8.000E+00 1.114E+01
9.000E+00 1.206E+01
1.000E+01 1.290E+01
