# Photo-absorption total cross-section
# From: https://physics.nist.gov/cgi-bin/Xcom
#
#  Energy    X-section
#  (MeV)      (barn)
#
1.000E-03 2.614E+06
1.022E-03 2.514E+06
1.045E-03 2.417E+06
1.045E-03 2.572E+06
1.153E-03 2.142E+06
1.273E-03 1.784E+06
1.273E-03 1.809E+06
1.354E-03 1.601E+06
1.441E-03 1.417E+06
1.441E-03 1.445E+06
1.500E-03 1.331E+06
2.000E-03 7.323E+05
3.000E-03 2.997E+05
3.552E-03 2.037E+05
3.552E-03 4.962E+05
3.639E-03 4.648E+05
3.728E-03 4.355E+05
3.728E-03 6.212E+05
4.000E-03 5.213E+05
4.303E-03 4.351E+05
4.303E-03 5.067E+05
5.000E-03 3.479E+05
5.182E-03 3.174E+05
5.182E-03 3.369E+05
5.362E-03 3.096E+05
5.548E-03 2.845E+05
5.548E-03 2.967E+05
6.000E-03 2.452E+05
8.000E-03 1.202E+05
1.000E-02 6.860E+04
1.500E-02 2.430E+04
1.717E-02 1.713E+04
1.717E-02 4.098E+04
2.000E-02 2.700E+04
2.095E-02 2.387E+04
2.095E-02 3.390E+04
2.135E-02 3.228E+04
2.176E-02 3.073E+04
2.176E-02 3.546E+04
3.000E-02 1.566E+04
4.000E-02 7.383E+03
5.000E-02 4.092E+03
6.000E-02 2.515E+03
8.000E-02 1.161E+03
1.000E-01 6.354E+02
1.156E-01 4.292E+02
1.156E-01 1.819E+03
1.500E-01 9.381E+02
2.000E-01 4.489E+02
3.000E-01 1.601E+02
4.000E-01 7.899E+01
5.000E-01 4.667E+01
6.000E-01 3.086E+01
8.000E-01 1.657E+01
1.000E+00 1.049E+01
1.022E+00 1.005E+01
1.250E+00 6.968E+00
1.500E+00 5.699E+00
2.000E+00 5.463E+00
2.044E+00 5.500E+00
3.000E+00 6.818E+00
4.000E+00 8.426E+00
5.000E+00 9.946E+00
6.000E+00 1.132E+01
7.000E+00 1.259E+01
8.000E+00 1.374E+01
9.000E+00 1.482E+01
1.000E+01 1.581E+01
