# Coherent scattering form factor
# (Excerpt from EPICS2017 / EPDL)
#
# Momentum  Form-factor
#  (MeV)
#
0.00000E+00 8.50000E+01
2.47969E-05 8.50000E+01
4.95937E-05 8.49927E+01
9.91875E-05 8.49854E+01
1.23984E-04 8.49830E+01
1.66603E-04 8.49638E+01
2.13097E-04 8.49478E+01
2.47969E-04 8.49380E+01
3.09961E-04 8.48978E+01
3.71953E-04 8.48650E+01
4.95937E-04 8.47610E+01
6.19922E-04 8.46290E+01
6.27361E-04 8.46185E+01
7.43906E-04 8.44680E+01
9.29882E-04 8.41702E+01
9.91875E-04 8.40670E+01
1.17785E-03 8.36944E+01
1.23984E-03 8.35670E+01
1.36383E-03 8.32827E+01
1.54980E-03 8.28098E+01
1.61180E-03 8.26482E+01
1.73578E-03 8.23070E+01
1.95275E-03 8.16667E+01
2.13873E-03 8.10791E+01
2.23172E-03 8.07830E+01
2.47969E-03 7.99520E+01
2.75096E-03 7.90055E+01
2.94463E-03 7.83106E+01
3.09961E-03 7.77520E+01
3.40957E-03 7.66169E+01
3.71953E-03 7.54870E+01
4.18447E-03 7.38027E+01
4.33945E-03 7.32560E+01
4.80439E-03 7.16288E+01
4.95937E-03 7.11010E+01
5.57929E-03 6.90387E+01
5.88926E-03 6.80395E+01
6.19922E-03 6.70680E+01
6.81914E-03 6.51738E+01
7.12910E-03 6.42566E+01
7.43906E-03 6.33550E+01
7.96304E-03 6.18055E+01
8.52392E-03 6.02939E+01
8.67890E-03 5.98671E+01
9.45381E-03 5.77863E+01
9.91875E-03 5.65770E+01
1.05204E-02 5.49964E+01
1.11586E-02 5.34599E+01
1.17622E-02 5.19861E+01
1.23984E-02 5.05530E+01
1.32958E-02 4.85329E+01
1.42582E-02 4.65936E+01
1.48781E-02 4.53850E+01
1.60702E-02 4.31678E+01
1.73578E-02 4.10590E+01
1.82640E-02 3.96354E+01
1.92176E-02 3.82612E+01
1.98375E-02 3.73990E+01
2.07465E-02 3.61607E+01
2.16973E-02 3.49634E+01
2.23172E-02 3.41980E+01
2.32285E-02 3.30843E+01
2.41769E-02 3.20068E+01
2.47969E-02 3.13100E+01
2.63467E-02 2.96269E+01
2.74851E-02 2.84257E+01
2.86726E-02 2.72732E+01
2.94463E-02 2.65338E+01
3.09961E-02 2.51190E+01
3.24416E-02 2.38489E+01
3.35698E-02 2.29386E+01
3.53361E-02 2.16379E+01
3.71953E-02 2.04110E+01
3.92688E-02 1.92197E+01
4.14579E-02 1.80980E+01
4.37208E-02 1.71255E+01
4.61073E-02 1.62052E+01
4.64941E-02 1.60710E+01
4.95937E-02 1.50990E+01
5.22361E-02 1.44125E+01
5.50193E-02 1.37572E+01
5.88926E-02 1.29820E+01
6.19922E-02 1.24350E+01
6.62547E-02 1.17415E+01
6.91609E-02 1.12641E+01
7.12910E-02 1.08982E+01
7.17745E-02 1.08123E+01
7.43906E-02 1.03300E+01
7.74902E-02 9.72794E+00
8.03439E-02 9.19947E+00
8.33026E-02 8.69971E+00
8.36894E-02 8.64080E+00
8.56261E-02 8.36940E+00
8.67890E-02 8.22520E+00
8.98886E-02 7.90709E+00
9.27493E-02 7.65882E+00
9.57010E-02 7.41835E+00
9.91875E-02 7.11150E+00
1.02287E-01 6.80299E+00
1.05000E-01 6.51923E+00
1.07347E-01 6.26826E+00
1.09746E-01 6.02695E+00
1.13250E-01 5.69199E+00
1.16865E-01 5.37565E+00
1.17785E-01 5.30229E+00
1.20424E-01 5.10824E+00
1.23984E-01 4.88420E+00
1.28440E-01 4.66412E+00
1.32170E-01 4.51635E+00
1.40230E-01 4.26270E+00
1.48781E-01 4.02330E+00
1.54980E-01 3.84688E+00
1.59434E-01 3.72115E+00
1.66356E-01 3.54023E+00
1.73578E-01 3.36810E+00
1.79670E-01 3.24264E+00
1.85976E-01 3.12185E+00
1.92176E-01 2.99984E+00
1.98375E-01 2.86880E+00
2.04574E-01 2.72652E+00
2.10000E-01 2.59859E+00
2.14693E-01 2.48688E+00
2.19492E-01 2.37998E+00
2.23812E-01 2.28725E+00
2.30452E-01 2.15488E+00
2.37289E-01 2.03018E+00
2.44408E-01 1.91911E+00
2.47969E-01 1.87020E+00
2.55730E-01 1.77828E+00
2.62971E-01 1.70730E+00
2.72989E-01 1.62735E+00
