# Coherent scattering form factor
# (Excerpt from EPICS2017 / EPDL)
#
# Momentum  Form-factor
#  (MeV)
#
0.00000E+00 2.80000E+01
2.47969E-05 2.80000E+01
4.95937E-05 2.79931E+01
9.91875E-05 2.79862E+01
1.23984E-04 2.79840E+01
1.85976E-04 2.79717E+01
2.47969E-04 2.79630E+01
3.09961E-04 2.79515E+01
3.71953E-04 2.79380E+01
4.95937E-04 2.78900E+01
6.19922E-04 2.78290E+01
6.27361E-04 2.78242E+01
7.43906E-04 2.77550E+01
8.67890E-04 2.76680E+01
9.91875E-04 2.75730E+01
1.11586E-03 2.74674E+01
1.23984E-03 2.73530E+01
1.36383E-03 2.72260E+01
1.52654E-03 2.70442E+01
1.61180E-03 2.69427E+01
1.66603E-03 2.68787E+01
1.73578E-03 2.67930E+01
1.85976E-03 2.66352E+01
2.04574E-03 2.63884E+01
2.10773E-03 2.63064E+01
2.23172E-03 2.61390E+01
2.41769E-03 2.58806E+01
2.47969E-03 2.57950E+01
2.63467E-03 2.55720E+01
2.86726E-03 2.52292E+01
2.94463E-03 2.51116E+01
3.09961E-03 2.48800E+01
3.40957E-03 2.44091E+01
3.71953E-03 2.39460E+01
4.33945E-03 2.30390E+01
4.95937E-03 2.21350E+01
5.57929E-03 2.12483E+01
6.19922E-03 2.03800E+01
6.81914E-03 1.95279E+01
7.43906E-03 1.86890E+01
8.05898E-03 1.78628E+01
8.67890E-03 1.70603E+01
8.87257E-03 1.68156E+01
9.57010E-03 1.59555E+01
9.91875E-03 1.55420E+01
1.04471E-02 1.49193E+01
1.10036E-02 1.43216E+01
1.11586E-02 1.41569E+01
1.19335E-02 1.33645E+01
1.23984E-02 1.29180E+01
1.30036E-02 1.23582E+01
1.36383E-02 1.18226E+01
1.42582E-02 1.13274E+01
1.48781E-02 1.08680E+01
1.57806E-02 1.02563E+01
1.67379E-02 9.67907E+00
1.73578E-02 9.34250E+00
1.82640E-02 8.90548E+00
1.92176E-02 8.48891E+00
1.98375E-02 8.24950E+00
2.07465E-02 7.94149E+00
2.16973E-02 7.64498E+00
2.23172E-02 7.47410E+00
2.35244E-02 7.18444E+00
2.47969E-02 6.90600E+00
2.63010E-02 6.62647E+00
2.78965E-02 6.35825E+00
2.94055E-02 6.12552E+00
3.09961E-02 5.90130E+00
3.25090E-02 5.68972E+00
3.40957E-02 5.48572E+00
3.64216E-02 5.18847E+00
3.71953E-02 5.09140E+00
3.94221E-02 4.81548E+00
4.12868E-02 4.58681E+00
4.33648E-02 4.33406E+00
4.33945E-02 4.33048E+00
4.55890E-02 4.06546E+00
4.75926E-02 3.82597E+00
4.95937E-02 3.59010E+00
5.11201E-02 3.41039E+00
5.26933E-02 3.23967E+00
5.38191E-02 3.12378E+00
5.55530E-02 2.95767E+00
5.73428E-02 2.80040E+00
5.88926E-02 2.68285E+00
5.96687E-02 2.62969E+00
6.14119E-02 2.52412E+00
6.19922E-02 2.49290E+00
6.35420E-02 2.41930E+00
6.65233E-02 2.29913E+00
6.96445E-02 2.18493E+00
7.12910E-02 2.12133E+00
7.13406E-02 2.11935E+00
7.33739E-02 2.03412E+00
7.43906E-02 1.98820E+00
7.59404E-02 1.91396E+00
7.75813E-02 1.83228E+00
8.01094E-02 1.71625E+00
8.27199E-02 1.60757E+00
8.47557E-02 1.53813E+00
8.62807E-02 1.49576E+00
8.67890E-02 1.48350E+00
8.83388E-02 1.45210E+00
8.96952E-02 1.43040E+00
9.20683E-02 1.40161E+00
9.91875E-02 1.33910E+00
1.02287E-01 1.30638E+00
1.05000E-01 1.27400E+00
1.09746E-01 1.21356E+00
1.14961E-01 1.14782E+00
1.20424E-01 1.08565E+00
1.23984E-01 1.05020E+00
1.30184E-01 9.98695E-01
1.35872E-01 9.57890E-01
1.41808E-01 9.18752E-01
1.48781E-01 8.72400E-01
1.54980E-01 8.29594E-01
1.59434E-01 7.98994E-01
1.66356E-01 7.55196E-01
1.73578E-01 7.13800E-01
