# Coherent scattering form factor
# (Excerpt from EPICS2017 / EPDL)
#
# Momentum  Form-factor
#  (MeV)
#
0.00000E+00 9.70000E+01
2.47969E-05 9.70000E+01
4.95937E-05 9.69810E+01
9.91875E-05 9.69621E+01
1.23984E-04 9.69560E+01
2.47969E-04 9.68950E+01
3.40957E-04 9.68388E+01
3.71953E-04 9.68120E+01
4.64941E-04 9.67082E+01
4.95937E-04 9.66680E+01
5.88926E-04 9.65286E+01
6.19922E-04 9.64870E+01
6.27361E-04 9.64735E+01
7.12910E-04 9.63287E+01
7.43906E-04 9.62710E+01
8.52392E-04 9.60476E+01
9.45381E-04 9.58418E+01
9.91875E-04 9.57430E+01
1.11586E-03 9.54521E+01
1.20885E-03 9.52096E+01
1.23984E-03 9.51330E+01
1.35607E-03 9.48017E+01
1.49168E-03 9.43865E+01
1.61180E-03 9.40097E+01
1.67476E-03 9.38033E+01
1.73578E-03 9.36110E+01
1.95275E-03 9.28898E+01
2.23172E-03 9.19340E+01
2.47969E-03 9.10510E+01
3.09961E-03 8.88190E+01
3.71953E-03 8.64990E+01
4.33945E-03 8.41700E+01
4.95937E-03 8.18070E+01
5.57929E-03 7.94112E+01
6.19922E-03 7.70380E+01
6.64792E-03 7.52956E+01
7.12910E-03 7.35927E+01
7.43906E-03 7.24880E+01
8.03510E-03 7.03499E+01
8.67890E-03 6.82749E+01
9.27814E-03 6.63390E+01
9.91875E-03 6.44580E+01
1.05204E-02 6.27077E+01
1.11586E-02 6.10049E+01
1.17785E-02 5.93898E+01
1.23984E-02 5.78510E+01
1.32958E-02 5.56668E+01
1.42582E-02 5.35650E+01
1.48781E-02 5.22480E+01
1.57806E-02 5.03732E+01
1.67379E-02 4.85657E+01
1.73578E-02 4.74330E+01
1.85563E-02 4.53356E+01
1.98375E-02 4.33310E+01
2.10408E-02 4.15546E+01
2.23172E-02 3.98510E+01
2.35244E-02 3.83274E+01
2.47969E-02 3.68620E+01
2.63010E-02 3.52002E+01
2.78965E-02 3.36134E+01
2.90362E-02 3.24992E+01
3.02224E-02 3.14220E+01
3.09961E-02 3.07290E+01
3.23240E-02 2.95489E+01
3.37089E-02 2.84142E+01
3.56455E-02 2.68576E+01
3.60323E-02 2.65551E+01
3.71953E-02 2.56640E+01
3.87141E-02 2.45107E+01
4.02949E-02 2.34092E+01
4.18160E-02 2.23745E+01
4.33945E-02 2.13856E+01
4.49443E-02 2.04672E+01
4.72118E-02 1.92345E+01
4.95937E-02 1.80760E+01
5.16811E-02 1.71815E+01
5.38563E-02 1.63312E+01
5.67625E-02 1.53727E+01
5.93761E-02 1.46604E+01
6.19922E-02 1.40760E+01
6.50918E-02 1.35244E+01
6.79358E-02 1.30796E+01
7.09042E-02 1.26494E+01
7.43906E-02 1.21100E+01
7.74902E-02 1.15892E+01
7.97171E-02 1.12121E+01
8.31779E-02 1.06694E+01
8.67890E-02 1.01530E+01
9.05807E-02 9.70790E+00
9.45381E-02 9.28231E+00
9.76377E-02 8.93986E+00
9.91875E-02 8.75980E+00
1.02287E-01 8.37727E+00
1.05000E-01 8.03147E+00
1.08060E-01 7.62759E+00
1.10413E-01 7.33807E+00
1.14040E-01 6.92426E+00
1.17785E-01 6.53378E+00
1.20845E-01 6.24731E+00
1.23984E-01 5.97340E+00
1.27084E-01 5.74110E+00
1.32509E-01 5.39654E+00
1.36023E-01 5.21066E+00
1.39629E-01 5.03118E+00
1.44132E-01 4.84016E+00
1.48781E-01 4.65640E+00
1.54856E-01 4.45036E+00
1.61180E-01 4.25343E+00
1.67264E-01 4.09325E+00
1.73578E-01 3.93910E+00
1.81161E-01 3.77739E+00
1.89076E-01 3.62232E+00
1.95275E-01 3.49667E+00
1.98375E-01 3.43140E+00
2.04574E-01 3.29513E+00
2.10000E-01 3.17309E+00
2.19492E-01 2.96151E+00
2.27389E-01 2.79216E+00
2.35570E-01 2.63250E+00
2.41690E-01 2.52188E+00
2.47969E-01 2.41590E+00
2.55600E-01 2.30233E+00
2.63467E-01 2.19409E+00
2.70164E-01 2.11356E+00
2.77031E-01 2.03598E+00
2.85433E-01 1.95341E+00
2.94091E-01 1.87419E+00
3.08349E-01 1.76367E+00
3.09961E-01 1.75247E+00
3.24269E-01 1.66149E+00
3.41304E-01 1.57205E+00
3.61737E-01 1.48616E+00
3.71953E-01 1.45040E+00
3.87451E-01 1.40383E+00
4.12116E-01 1.34440E+00
4.31640E-01 1.30149E+00
4.62673E-01 1.23968E+00
4.95937E-01 1.18080E+00
5.30455E-01 1.11622E+00
5.63534E-01 1.05426E+00
5.84661E-01 1.01526E+00
6.04784E-01 9.77896E-01
6.25600E-01 9.41908E-01
6.44507E-01 9.08699E-01
6.63986E-01 8.76661E-01
6.81914E-01 8.47534E-01
7.16853E-01 7.93183E-01
7.40707E-01 7.57497E-01
7.65355E-01 7.23417E-01
7.94459E-01 6.83988E-01
8.24669E-01 6.46708E-01
8.50223E-01 6.16118E-01
8.76569E-01 5.86974E-01
8.98984E-01 5.62916E-01
9.21972E-01 5.39845E-01
9.41229E-01 5.20823E-01
9.70871E-01 4.93539E-01
1.00145E+00 4.67685E-01
1.03081E+00 4.43813E-01
1.06103E+00 4.21159E-01
1.08271E+00 4.05399E-01
1.11607E+00 3.82857E-01
1.15045E+00 3.61569E-01
1.17218E+00 3.48548E-01
1.20553E+00 3.29889E-01
1.23984E+00 3.12230E-01
1.26246E+00 3.00987E-01
1.29717E+00 2.84876E-01
1.33283E+00 2.69628E-01
1.37291E+00 2.53489E-01
1.41419E+00 2.38316E-01
1.44852E+00 2.26375E-01
1.47481E+00 2.17814E-01
1.51514E+00 2.05576E-01
1.55657E+00 1.94025E-01
1.60909E+00 1.80362E-01
1.66337E+00 1.67662E-01
1.70205E+00 1.59208E-01
1.73165E+00 1.53149E-01
1.77701E+00 1.44490E-01
1.82356E+00 1.36320E-01
1.86235E+00 1.29878E-01
1.92209E+00 1.20780E-01
1.98375E+00 1.12320E-01
2.04303E+00 1.04824E-01
2.08865E+00 9.95317E-02
2.12353E+00 9.57387E-02
2.17695E+00 9.03186E-02
2.23172E+00 8.52053E-02
2.29128E+00 8.00315E-02
2.33700E+00 7.63584E-02
2.40729E+00 7.11624E-02
2.47969E+00 6.63200E-02
2.55497E+00 6.17266E-02
2.62271E+00 5.79692E-02
2.68345E+00 5.48695E-02
2.73776E+00 5.22936E-02
2.78618E+00 5.01391E-02
