# Coherent scattering form factor
# (Excerpt from EPICS2017 / EPDL)
#
# Momentum  Form-factor
#  (MeV)
#
0.00000E+00 7.50000E+01
2.47969E-05 7.50000E+01
4.95937E-05 7.49836E+01
9.91875E-05 7.49673E+01
1.23984E-04 7.49620E+01
1.85976E-04 7.49386E+01
2.32471E-04 7.49257E+01
2.47969E-04 7.49220E+01
3.09961E-04 7.49006E+01
3.71953E-04 7.48750E+01
4.95937E-04 7.47800E+01
6.19922E-04 7.46580E+01
6.27361E-04 7.46484E+01
7.43906E-04 7.45110E+01
8.67890E-04 7.43387E+01
9.91875E-04 7.41480E+01
1.11586E-03 7.39423E+01
1.23984E-03 7.37150E+01
1.36383E-03 7.34634E+01
1.52654E-03 7.30963E+01
1.61180E-03 7.29000E+01
1.66603E-03 7.27659E+01
1.73578E-03 7.26000E+01
1.85976E-03 7.22812E+01
2.04574E-03 7.18004E+01
2.23172E-03 7.13060E+01
2.47969E-03 7.06260E+01
2.78965E-03 6.97269E+01
2.94463E-03 6.92666E+01
3.09961E-03 6.88000E+01
3.71953E-03 6.69120E+01
4.33945E-03 6.50600E+01
4.95937E-03 6.31860E+01
5.40435E-03 6.17859E+01
5.88926E-03 6.04169E+01
6.19922E-03 5.95190E+01
6.64792E-03 5.81759E+01
7.12910E-03 5.68631E+01
7.43906E-03 5.60030E+01
7.96304E-03 5.45114E+01
8.52392E-03 5.30595E+01
8.67890E-03 5.26549E+01
9.27814E-03 5.10789E+01
9.91875E-03 4.95500E+01
1.05204E-02 4.81057E+01
1.11586E-02 4.67035E+01
1.17622E-02 4.53764E+01
1.23984E-02 4.40870E+01
1.30036E-02 4.28599E+01
1.36383E-02 4.16670E+01
1.48781E-02 3.94090E+01
1.61180E-02 3.72857E+01
1.67379E-02 3.62752E+01
1.73578E-02 3.52940E+01
1.82640E-02 3.38770E+01
1.92176E-02 3.25168E+01
1.98375E-02 3.16510E+01
2.07465E-02 3.04039E+01
2.16973E-02 2.92060E+01
2.23172E-02 2.84460E+01
2.35244E-02 2.70161E+01
2.47969E-02 2.56580E+01
2.62195E-02 2.42230E+01
2.73398E-02 2.31997E+01
2.82113E-02 2.24607E+01
2.95709E-02 2.13961E+01
3.09961E-02 2.03820E+01
3.25090E-02 1.94549E+01
3.40957E-02 1.85700E+01
3.56118E-02 1.78568E+01
3.71953E-02 1.71710E+01
3.86567E-02 1.66411E+01
4.09572E-02 1.58767E+01
4.33945E-02 1.51474E+01
4.49443E-02 1.47188E+01
4.80439E-02 1.38922E+01
4.95937E-02 1.34860E+01
5.26933E-02 1.26842E+01
5.57929E-02 1.19343E+01
5.88109E-02 1.12887E+01
6.19922E-02 1.06780E+01
6.46481E-02 1.02334E+01
6.74177E-02 9.80726E+00
6.98131E-02 9.41922E+00
7.12910E-02 9.16720E+00
7.14472E-02 9.13944E+00
7.34086E-02 8.78276E+00
7.43906E-02 8.59510E+00
7.59404E-02 8.28674E+00
7.75813E-02 7.95418E+00
8.01094E-02 7.48021E+00
8.27199E-02 7.03447E+00
8.47557E-02 6.74596E+00
8.67890E-02 6.51230E+00
8.83388E-02 6.37265E+00
9.10516E-02 6.18439E+00
9.50325E-02 5.96951E+00
9.91875E-02 5.76210E+00
1.02287E-01 5.57414E+00
1.05000E-01 5.39449E+00
1.09746E-01 5.07179E+00
1.14109E-01 4.78929E+00
1.18646E-01 4.52253E+00
1.23984E-01 4.26180E+00
1.27084E-01 4.13810E+00
1.30971E-01 4.00726E+00
1.37024E-01 3.81871E+00
1.43358E-01 3.63903E+00
1.48781E-01 3.47780E+00
1.54627E-01 3.28696E+00
1.59161E-01 3.15073E+00
1.66213E-01 2.95690E+00
1.73578E-01 2.77500E+00
1.79777E-01 2.65955E+00
1.85499E-01 2.56291E+00
1.91402E-01 2.46978E+00
1.96051E-01 2.38960E+00
1.98375E-01 2.34710E+00
2.01475E-01 2.28712E+00
2.07287E-01 2.16892E+00
2.12373E-01 2.06400E+00
2.17729E-01 1.95473E+00
2.21834E-01 1.87659E+00
2.28138E-01 1.76520E+00
2.34621E-01 1.66042E+00
2.41293E-01 1.56825E+00
2.47969E-01 1.49120E+00
2.51837E-01 1.45350E+00
2.59350E-01 1.39263E+00
2.66393E-01 1.34732E+00
2.76088E-01 1.29908E+00
2.84966E-01 1.26567E+00
2.95851E-01 1.23456E+00
3.09787E-01 1.20502E+00
3.40957E-01 1.15536E+00
3.51967E-01 1.13760E+00
3.65283E-01 1.11348E+00
3.71953E-01 1.10000E+00
3.87451E-01 1.06436E+00
4.01015E-01 1.02991E+00
4.12868E-01 9.98217E-01
4.33648E-01 9.41093E-01
4.49220E-01 8.98270E-01
4.60751E-01 8.66518E-01
4.72579E-01 8.35888E-01
4.84117E-01 8.05989E-01
4.95937E-01 7.77160E-01
5.12906E-01 7.36691E-01
5.30455E-01 6.98329E-01
5.46744E-01 6.63916E-01
5.63534E-01 6.31199E-01
5.84279E-01 5.92421E-01
6.05787E-01 5.56026E-01
6.25286E-01 5.24595E-01
6.45413E-01 4.94940E-01
6.58773E-01 4.75807E-01
6.79334E-01 4.48484E-01
7.00536E-01 4.22731E-01
7.17200E-01 4.03321E-01
7.34260E-01 3.84803E-01
7.49570E-01 3.68673E-01
7.73136E-01 3.45737E-01
7.97442E-01 3.24228E-01
8.24628E-01 3.01594E-01
8.52739E-01 2.80540E-01
8.67890E-01 2.69854E-01
8.94691E-01 2.52014E-01
9.22319E-01 2.35354E-01
9.50973E-01 2.19255E-01
9.80518E-01 2.04257E-01
9.96341E-01 1.96620E-01
1.02056E+00 1.85696E-01
1.04536E+00 1.75379E-01
1.06231E+00 1.68607E-01
1.08825E+00 1.58935E-01
1.11482E+00 1.49819E-01
1.13509E+00 1.43174E-01
1.16620E+00 1.33754E-01
1.19816E+00 1.24954E-01
1.21882E+00 1.19587E-01
1.23984E+00 1.14450E-01
1.26246E+00 1.09153E-01
1.29717E+00 1.01663E-01
1.33283E+00 9.46873E-02
1.35272E+00 9.10057E-02
1.38311E+00 8.57499E-02
1.41419E+00 8.07976E-02
1.44852E+00 7.56684E-02
1.47481E+00 7.20364E-02
1.51514E+00 6.69126E-02
1.55657E+00 6.21532E-02
1.58180E+00 5.94196E-02
1.60420E+00 5.71264E-02
1.64417E+00 5.33244E-02
1.67481E+00 5.06398E-02
1.69816E+00 4.87155E-02
1.73379E+00 4.59652E-02
1.77017E+00 4.33702E-02
1.79556E+00 4.16485E-02
1.84086E+00 3.87985E-02
1.87559E+00 3.67897E-02
1.90206E+00 3.53516E-02
1.94248E+00 3.32992E-02
1.98375E+00 3.13660E-02
2.01161E+00 3.01350E-02
2.06491E+00 2.79555E-02
2.11270E+00 2.61782E-02
2.15542E+00 2.47160E-02
2.19351E+00 2.35037E-02
