# Coherent scattering form factor
# (Excerpt from EPICS2017 / EPDL)
#
# Momentum  Form-factor
#  (MeV)
#
0.00000E+00 4.50000E+01
2.47969E-05 4.50000E+01
4.95937E-05 4.49944E+01
9.91875E-05 4.49888E+01
1.23984E-04 4.49870E+01
2.47969E-04 4.49580E+01
3.40957E-04 4.49256E+01
3.71953E-04 4.49120E+01
4.64941E-04 4.48629E+01
4.95937E-04 4.48440E+01
6.19922E-04 4.47570E+01
6.27361E-04 4.47501E+01
7.43906E-04 4.46520E+01
8.67890E-04 4.45302E+01
9.91875E-04 4.43930E+01
1.11586E-03 4.42416E+01
1.23984E-03 4.40750E+01
1.41032E-03 4.38181E+01
1.59630E-03 4.35149E+01
1.61180E-03 4.34897E+01
1.73578E-03 4.32750E+01
1.85976E-03 4.30495E+01
2.04574E-03 4.26922E+01
2.10773E-03 4.25721E+01
2.23172E-03 4.23240E+01
2.47969E-03 4.18060E+01
2.78965E-03 4.11323E+01
2.94463E-03 4.07850E+01
3.09961E-03 4.04360E+01
3.56455E-03 3.93577E+01
3.71953E-03 3.89950E+01
4.18447E-03 3.78956E+01
4.33945E-03 3.75300E+01
4.95937E-03 3.60680E+01
5.57929E-03 3.46255E+01
6.19922E-03 3.32240E+01
6.64792E-03 3.22113E+01
7.12910E-03 3.12294E+01
7.43906E-03 3.05990E+01
8.03510E-03 2.94086E+01
8.67890E-03 2.82645E+01
9.27814E-03 2.72355E+01
9.91875E-03 2.62440E+01
1.08087E-02 2.49601E+01
1.17785E-02 2.37390E+01
1.23984E-02 2.30290E+01
1.30036E-02 2.23864E+01
1.36383E-02 2.17618E+01
1.48781E-02 2.06660E+01
1.57806E-02 1.99434E+01
1.67379E-02 1.92460E+01
1.73578E-02 1.88150E+01
1.82640E-02 1.81964E+01
1.92176E-02 1.75981E+01
1.98375E-02 1.72120E+01
2.07465E-02 1.66389E+01
2.16973E-02 1.60849E+01
2.23172E-02 1.57200E+01
2.32285E-02 1.51743E+01
2.41769E-02 1.46476E+01
2.47969E-02 1.43000E+01
2.63467E-02 1.34494E+01
2.73444E-02 1.29085E+01
2.83800E-02 1.23893E+01
2.94463E-02 1.18615E+01
3.01232E-02 1.15358E+01
3.09961E-02 1.11290E+01
3.25090E-02 1.04460E+01
3.40957E-02 9.80496E+00
3.56118E-02 9.23963E+00
3.71953E-02 8.70690E+00
3.87141E-02 8.25687E+00
4.02949E-02 7.83011E+00
4.14416E-02 7.55570E+00
4.26209E-02 7.29091E+00
4.33945E-02 7.13108E+00
