n	k	avg_time
3	2	8037.064516129032
4	2	9746.129032258064
4	3	8532.354838709678
5	2	11670.774193548386
5	3	9810.677419354839
5	4	8914.451612903225
6	2	13431.064516129032
6	3	11181.09677419355
6	4	10191.064516129032
6	5	9630.032258064517
7	2	15245.483870967742
7	3	12684.806451612903
7	4	11508.41935483871
7	5	10830.354838709678
7	6	10382.193548387097
8	2	16757.645161290322
8	3	14240.322580645161
8	4	12700.58064516129
8	5	11923.483870967742
8	6	11410.258064516129
8	7	11091.90322580645
9	2	18769.16129032258
9	3	15908.322580645161
9	4	14078.516129032258
9	5	13098.90322580645
9	6	12641.870967741936
9	7	12293.774193548386
9	8	11956.258064516129
10	2	20653.290322580644
10	3	17358.032258064515
10	4	15482.90322580645
10	5	14263.354838709678
10	6	13921.516129032258
10	7	13185.09677419355
10	8	13043.870967741936
10	9	12754.032258064517
11	2	22034.870967741936
11	3	18548.90322580645
11	4	16489.677419354837
11	5	15624.225806451614
11	6	15026.032258064517
11	7	14519.225806451614
11	8	14196.193548387097
11	9	14104.290322580646
11	10	13788.41935483871
12	2	23768.032258064515
12	3	19942.967741935485
12	4	17920.225806451614
12	5	16735.41935483871
12	6	16248.161290322581
12	7	15505.709677419354
12	8	15274.967741935483
12	9	14968.838709677419
12	10	14632.354838709678
12	11	14611.193548387097
13	2	25523.483870967742
13	3	21587.451612903227
13	4	19254.25806451613
13	5	17959.322580645163
13	6	17308.967741935485
13	7	16669.870967741936
13	8	16397.354838709678
13	9	16161.387096774193
13	10	15844.516129032258
13	11	15692.41935483871
13	12	15481.0
14	2	27116.677419354837
14	3	22926.58064516129
14	4	20512.612903225807
14	5	19453.225806451614
14	6	18646.064516129034
14	7	17866.322580645163
14	8	17616.645161290322
14	9	17143.0
14	10	16853.483870967742
14	11	16675.387096774193
14	12	16503.516129032258
14	13	16408.612903225807
15	2	29405.032258064515
15	3	24404.41935483871
15	4	21563.0
15	5	20388.225806451614
15	6	19575.451612903227
15	7	19253.41935483871
15	8	18621.8064516129
15	9	18324.483870967742
15	10	17974.032258064515
15	11	17854.645161290322
15	12	17241.1935483871
15	13	17274.74193548387
15	14	17366.483870967742
16	2	30700.032258064515
16	3	25288.709677419356
16	4	22729.967741935485
16	5	21055.09677419355
16	6	20573.774193548386
16	7	19772.225806451614
16	8	19220.83870967742
16	9	18914.90322580645
16	10	19027.322580645163
16	11	18706.09677419355
16	12	18300.322580645163
16	13	18425.09677419355
16	14	18133.612903225807
16	15	18044.0
17	2	31686.290322580644
17	3	27020.870967741936
17	4	23848.129032258064
17	5	22516.16129032258
17	6	21643.516129032258
17	7	20845.74193548387
17	8	20849.354838709678
17	9	20029.09677419355
17	10	19768.064516129034
17	11	19670.58064516129
17	12	19243.032258064515
17	13	19458.8064516129
17	14	19477.8064516129
17	15	19328.0
17	16	19078.064516129034
18	2	33170.83870967742
18	3	27982.032258064515
18	4	24775.645161290322
18	5	23749.8064516129
18	6	22941.483870967742
18	7	22270.774193548386
18	8	21845.516129032258
18	9	21330.516129032258
18	10	21223.1935483871
18	11	20834.83870967742
18	12	20652.516129032258
18	13	20428.09677419355
18	14	20298.83870967742
18	15	20110.483870967742
18	16	19991.8064516129
18	17	19886.387096774193
19	2	34867.0
19	3	29800.709677419356
19	4	26708.645161290322
19	5	24947.451612903227
19	6	24086.129032258064
19	7	23187.322580645163
19	8	22766.90322580645
19	9	22404.516129032258
19	10	22071.8064516129
19	11	21853.451612903227
19	12	21442.83870967742
19	13	21483.612903225807
19	14	21204.064516129034
19	15	21322.09677419355
19	16	21223.83870967742
19	17	20923.58064516129
19	18	20904.774193548386
20	2	37134.967741935485
20	3	31267.09677419355
20	4	28003.83870967742
20	5	26287.322580645163
20	6	24681.870967741936
20	7	24200.387096774193
20	8	23979.967741935485
20	9	23148.612903225807
20	10	23337.58064516129
20	11	23140.935483870966
20	12	22583.25806451613
20	13	22739.58064516129
20	14	22701.064516129034
20	15	22467.74193548387
20	16	22168.16129032258
20	17	22105.1935483871
20	18	22134.58064516129
20	19	21636.451612903227
