n	k	avg_time
3	2	15574.16129
4	2	18348.74194
4	3	15960.54839
5	2	22296.29032
5	3	18813.93548
5	4	17222.54839
6	2	25515.48387
6	3	21832.80645
6	4	19746.12903
6	5	18624.29032
7	2	28946
7	3	24736.87097
7	4	22488.58065
7	5	21252.32258
7	6	20332.74194
8	2	32099.80645
8	3	27416.51613
8	4	24723.29032
8	5	23499.54839
8	6	22231.12903
8	7	21667.22581
9	2	36214.45161
9	3	31304.29032
9	4	27438.90323
9	5	25670.22581
9	6	24487.6129
9	7	24318.29032
9	8	23859.29032
10	2	39182.25806
10	3	33231.51613
10	4	29957.45161
10	5	28061.25806
10	6	27241.96774
10	7	26309.51613
10	8	25844.45161
10	9	25250.64516
11	2	43296.96774
11	3	36143.48387
11	4	32256.19355
11	5	30540.83871
11	6	29383.51613
11	7	28567.90323
11	8	27949.64516
11	9	27437.58065
11	10	26588.09677
12	2	46265.93548
12	3	39307.06452
12	4	34766.41935
12	5	32541.70968
12	6	32266.29032
12	7	30209.87097
12	8	30124.90323
12	9	29616.09677
12	10	29277.87097
12	11	28673.03226
13	2	48561.74194
13	3	42324.87097
13	4	37883.06452
13	5	35750.35484
13	6	34469.74194
13	7	32856.93548
13	8	32498.25806
13	9	32043.74194
13	10	31469.70968
13	11	31093.6129
13	12	30911.6129
14	2	53705.3871
14	3	45343.64516
14	4	40349.22581
14	5	37623.54839
14	6	35549.25806
14	7	34422.58065
14	8	33615.45161
14	9	32937.09677
14	10	32353.70968
14	11	32737.51613
14	12	31998.64516
14	13	31709.90323
15	2	56173.70968
15	3	47498.70968
15	4	42150.90323
15	5	39370.35484
15	6	38047.87097
15	7	36983.22581
15	8	35902.58065
15	9	35273.09677
15	10	34292.22581
15	11	34108.06452
15	12	34457.64516
15	13	34174.74194
15	14	34095.22581
16	2	60970.80645
16	3	49673.83871
16	4	44814.83871
16	5	41566
16	6	40392.58065
16	7	38965.25806
16	8	38542.3871
16	9	37805.96774
16	10	36605.83871
16	11	36499.41935
16	12	36192.35484
16	13	36114.80645
16	14	35596.45161
16	15	34619.41935
17	2	62006.32258
17	3	52574.90323
17	4	46083.06452
17	5	43183
17	6	41891.41935
17	7	40141.54839
17	8	39123.90323
17	9	38605.87097
17	10	38354.77419
17	11	38065.70968
17	12	37627.70968
17	13	37297.41935
17	14	37003
17	15	36830.64516
17	16	36885.48387
18	2	64027.19355
18	3	54602.09677
18	4	48192.19355
18	5	47169.45161
18	6	45499.32258
18	7	43354.22581
18	8	42673.67742
18	9	41372
18	10	41286.03226
18	11	40343.77419
18	12	40579.54839
18	13	39060.80645
18	14	40062.90323
18	15	38986.54839
18	16	39411.96774
18	17	38677.96774
19	2	69427.74194
19	3	59370.6129
19	4	53601.70968
19	5	50388.35484
19	6	47250.96774
19	7	45384.6129
19	8	44391.32258
19	9	44375.83871
19	10	43683.32258
19	11	43234
19	12	42048.87097
19	13	41851.48387
19	14	41149.32258
19	15	41556.25806
19	16	41287.74194
19	17	41181.12903
19	18	40499.77419
20	2	72311.90323
20	3	59711.25806
20	4	54111.77419
20	5	50449.80645
20	6	48642.09677
20	7	46798.12903
20	8	45506.06452
20	9	44897.58065
20	10	45513.12903
20	11	43952.48387
20	12	43675.32258
20	13	43136.80645
20	14	43114.16129
20	15	42461.29032
20	16	43167.80645
20	17	42672.06452
20	18	42666.35484
20	19	42109.29032
