n	k	avg_time
3	2	2830.516129032258
4	2	3505.4193548387098
4	3	2880.935483870968
5	2	4199.129032258064
5	3	3343.064516129032
5	4	2929.4193548387098
6	2	4766.4838709677415
6	3	3800.6129032258063
6	4	3325.8709677419356
6	5	3042.4193548387098
7	2	5346.967741935484
7	3	4315.419354838709
7	4	3708.9032258064517
7	5	3438.7741935483873
7	6	3240.1935483870966
8	2	6073.064516129032
8	3	4864.387096774193
8	4	4062.935483870968
8	5	3786.3870967741937
8	6	3564.9032258064517
8	7	3420.3870967741937
9	2	6747.967741935484
9	3	5200.290322580645
9	4	4632.8387096774195
9	5	4121.4838709677415
9	6	3884.8709677419356
9	7	3737.548387096774
9	8	3575.032258064516
10	2	7300.1612903225805
10	3	5747.225806451613
10	4	4923.193548387097
10	5	4504.0
10	6	4219.032258064516
10	7	4015.3870967741937
10	8	3851.483870967742
10	9	3793.0
11	2	7995.612903225807
11	3	6306.1612903225805
11	4	5301.4838709677415
11	5	4859.806451612903
11	6	4684.935483870968
11	7	4324.064516129032
11	8	4201.580645161291
11	9	4106.709677419355
11	10	3985.935483870968
12	2	8462.967741935483
12	3	6718.4838709677415
12	4	5705.8387096774195
12	5	5214.032258064516
12	6	4858.419354838709
12	7	4735.612903225807
12	8	4501.064516129032
12	9	4334.870967741936
12	10	4256.741935483871
12	11	4202.870967741936
13	2	9197.387096774193
13	3	7129.5161290322585
13	4	6112.193548387097
13	5	5557.129032258064
13	6	5184.225806451613
13	7	4958.0
13	8	4771.5161290322585
13	9	4707.903225806452
13	10	4520.258064516129
13	11	4437.741935483871
13	12	4406.4838709677415
14	2	9775.41935483871
14	3	7648.258064516129
14	4	6475.1612903225805
14	5	5929.193548387097
14	6	5506.677419354839
14	7	5231.258064516129
14	8	5103.580645161291
14	9	5023.677419354839
14	10	4854.096774193548
14	11	4795.354838709677
14	12	4576.580645161291
14	13	4593.129032258064
15	2	10573.709677419354
15	3	8069.741935483871
15	4	6794.774193548387
15	5	6247.290322580645
15	6	5826.354838709677
15	7	5586.774193548387
15	8	5376.1612903225805
15	9	5320.1612903225805
15	10	5118.967741935484
15	11	4983.0
15	12	4938.5161290322585
15	13	4813.0
15	14	4654.354838709677
16	2	10948.09677419355
16	3	8589.58064516129
16	4	7249.741935483871
16	5	6582.0
16	6	6197.290322580645
16	7	5833.903225806452
16	8	5649.354838709677
16	9	5527.612903225807
16	10	5391.645161290323
16	11	5311.709677419355
16	12	5173.193548387097
16	13	4898.612903225807
16	14	5014.5161290322585
16	15	4955.258064516129
17	2	11649.645161290322
17	3	9302.193548387097
17	4	7597.193548387097
17	5	6929.322580645161
17	6	6446.387096774193
17	7	6173.032258064516
17	8	5912.580645161291
17	9	5767.612903225807
17	10	5719.1612903225805
17	11	5675.225806451613
17	12	5612.4838709677415
17	13	5446.419354838709
17	14	5258.774193548387
17	15	5233.709677419355
17	16	5167.935483870968
18	2	12222.870967741936
18	3	9663.870967741936
18	4	8184.1612903225805
18	5	7293.1612903225805
18	6	6805.774193548387
18	7	6494.1612903225805
18	8	6208.612903225807
18	9	6131.709677419355
18	10	5938.0
18	11	5833.0
18	12	5768.451612903225
18	13	5703.193548387097
18	14	5534.741935483871
18	15	5483.774193548387
18	16	5450.645161290323
18	17	5722.322580645161
19	2	12790.09677419355
19	3	9962.645161290322
19	4	8500.967741935483
19	5	7700.354838709677
19	6	7133.1612903225805
19	7	6798.1612903225805
19	8	6580.709677419355
19	9	6426.129032258064
19	10	6277.774193548387
19	11	6155.806451612903
19	12	5976.8387096774195
19	13	5855.580645161291
19	14	5804.903225806452
19	15	5656.709677419355
19	16	5670.548387096775
19	17	6222.4838709677415
19	18	6111.064516129032
20	2	13486.09677419355
20	3	10337.290322580646
20	4	8792.806451612903
20	5	7918.032258064516
20	6	7387.290322580645
20	7	7134.612903225807
20	8	6863.935483870968
20	9	6553.258064516129
20	10	6506.0
20	11	6296.580645161291
20	12	6160.193548387097
20	13	6135.677419354839
20	14	6062.290322580645
20	15	5929.032258064516
20	16	5855.612903225807
20	17	6469.967741935484
20	18	6453.032258064516
20	19	6451.1612903225805
