# Photo-absorption total cross-section
# From: https://physics.nist.gov/cgi-bin/Xcom
#
#  Energy    X-section
#  (MeV)      (barn)
#
1.000E-03 3.253E+06
1.016E-03 3.174E+06
1.032E-03 3.096E+06
1.032E-03 3.190E+06
1.168E-03 2.601E+06
1.321E-03 2.121E+06
1.321E-03 2.257E+06
1.500E-03 1.762E+06
1.680E-03 1.400E+06
1.680E-03 1.416E+06
1.772E-03 1.268E+06
1.868E-03 1.135E+06
1.868E-03 1.155E+06
2.000E-03 9.998E+05
3.000E-03 4.101E+05
4.000E-03 2.117E+05
4.374E-03 1.717E+05
4.374E-03 3.790E+05
4.500E-03 3.594E+05
4.630E-03 3.407E+05
4.630E-03 4.712E+05
5.000E-03 3.973E+05
5.252E-03 3.515E+05
5.252E-03 4.103E+05
6.000E-03 2.939E+05
6.574E-03 2.320E+05
6.574E-03 2.460E+05
6.773E-03 2.283E+05
6.977E-03 2.120E+05
6.977E-03 2.208E+05
8.000E-03 1.574E+05
1.000E-02 9.026E+04
1.500E-02 3.240E+04
2.000E-02 1.548E+04
2.041E-02 1.469E+04
2.041E-02 3.415E+04
2.304E-02 2.462E+04
2.602E-02 1.774E+04
2.602E-02 2.556E+04
2.646E-02 2.448E+04
2.690E-02 2.343E+04
2.690E-02 2.700E+04
3.000E-02 2.049E+04
4.000E-02 9.884E+03
5.000E-02 5.544E+03
6.000E-02 3.439E+03
8.000E-02 1.609E+03
1.000E-01 8.893E+02
1.395E-01 3.667E+02
1.395E-01 1.432E+03
1.500E-01 1.205E+03
2.000E-01 5.837E+02
3.000E-01 2.132E+02
4.000E-01 1.069E+02
5.000E-01 6.389E+01
6.000E-01 4.258E+01
8.000E-01 2.308E+01
1.000E+00 1.467E+01
1.022E+00 1.406E+01
1.250E+00 9.726E+00
1.500E+00 7.831E+00
2.000E+00 7.158E+00
2.044E+00 7.176E+00
3.000E+00 8.329E+00
4.000E+00 9.939E+00
5.000E+00 1.153E+01
6.000E+00 1.295E+01
7.000E+00 1.431E+01
8.000E+00 1.558E+01
9.000E+00 1.676E+01
1.000E+01 1.786E+01
