# Coherent scattering form factor
# (Excerpt from EPICS2017 / EPDL)
#
# Momentum  Form-factor
#  (MeV)
#
0.00000E+00 8.30000E+01
2.47969E-05 8.30000E+01
4.95937E-05 8.29901E+01
9.91875E-05 8.29802E+01
1.23984E-04 8.29770E+01
1.78227E-04 8.29540E+01
2.24722E-04 8.29392E+01
2.47969E-04 8.29330E+01
3.09961E-04 8.28961E+01
3.71953E-04 8.28660E+01
4.95937E-04 8.27630E+01
6.19922E-04 8.26320E+01
6.27361E-04 8.26216E+01
7.43906E-04 8.24730E+01
8.67890E-04 8.22869E+01
9.91875E-04 8.20770E+01
1.11586E-03 8.18460E+01
1.23984E-03 8.15920E+01
1.36383E-03 8.13150E+01
1.54980E-03 8.08548E+01
1.61180E-03 8.06979E+01
1.73578E-03 8.03680E+01
1.95275E-03 7.97461E+01
2.13873E-03 7.91964E+01
2.23172E-03 7.89140E+01
2.47969E-03 7.81310E+01
2.78965E-03 7.71102E+01
2.94463E-03 7.65926E+01
3.09961E-03 7.60700E+01
3.40957E-03 7.50045E+01
3.71953E-03 7.39560E+01
4.18447E-03 7.23881E+01
4.33945E-03 7.18770E+01
4.80439E-03 7.03371E+01
4.95937E-03 6.98350E+01
5.57929E-03 6.78367E+01
5.88926E-03 6.68558E+01
6.19922E-03 6.58950E+01
6.64792E-03 6.44600E+01
7.12910E-03 6.30563E+01
7.43906E-03 6.21350E+01
7.96304E-03 6.05377E+01
8.52392E-03 5.89815E+01
9.45381E-03 5.64085E+01
9.91875E-03 5.51730E+01
1.05204E-02 5.35814E+01
1.11586E-02 5.20358E+01
1.17622E-02 5.05744E+01
1.23984E-02 4.91540E+01
1.32958E-02 4.71854E+01
1.42582E-02 4.52957E+01
1.48781E-02 4.41310E+01
1.57806E-02 4.25010E+01
1.67379E-02 4.09312E+01
1.73578E-02 3.99540E+01
1.82640E-02 3.85664E+01
1.92176E-02 3.72269E+01
1.98375E-02 3.63770E+01
2.07465E-02 3.51458E+01
2.16973E-02 3.39562E+01
2.23172E-02 3.31900E+01
2.32285E-02 3.20679E+01
2.41769E-02 3.09838E+01
2.47969E-02 3.02810E+01
2.63467E-02 2.85842E+01
2.74851E-02 2.73817E+01
2.86726E-02 2.62297E+01
2.94463E-02 2.54977E+01
3.09961E-02 2.41090E+01
3.24416E-02 2.29009E+01
3.35698E-02 2.20348E+01
3.53361E-02 2.07966E+01
3.71953E-02 1.96280E+01
3.87141E-02 1.88104E+01
4.02949E-02 1.80269E+01
4.18160E-02 1.73669E+01
4.33945E-02 1.67310E+01
4.43641E-02 1.63744E+01
4.69061E-02 1.55431E+01
4.95937E-02 1.47540E+01
5.26021E-02 1.40058E+01
5.57929E-02 1.32955E+01
5.88926E-02 1.26886E+01
6.19922E-02 1.21400E+01
6.62547E-02 1.14424E+01
6.91609E-02 1.09583E+01
7.12910E-02 1.05849E+01
7.17745E-02 1.04974E+01
7.43906E-02 1.00030E+01
7.74902E-02 9.38447E+00
8.03439E-02 8.84551E+00
8.33026E-02 8.33750E+00
8.56261E-02 8.00723E+00
8.67890E-02 7.86550E+00
8.97352E-02 7.59168E+00
9.43430E-02 7.19872E+00
9.91875E-02 6.82610E+00
1.02287E-01 6.54186E+00
1.05000E-01 6.27877E+00
1.07347E-01 6.04492E+00
1.09746E-01 5.81978E+00
1.13250E-01 5.50612E+00
1.16865E-01 5.20936E+00
1.17785E-01 5.14044E+00
1.20424E-01 4.95804E+00
1.23984E-01 4.74740E+00
1.28440E-01 4.54055E+00
1.29797E-01 4.48696E+00
1.34303E-01 4.33868E+00
1.41357E-01 4.12540E+00
1.48781E-01 3.92260E+00
1.54980E-01 3.74053E+00
1.59434E-01 3.61355E+00
1.66356E-01 3.43112E+00
1.73578E-01 3.25790E+00
1.81161E-01 3.10394E+00
1.89076E-01 2.95725E+00
1.95275E-01 2.83477E+00
1.98375E-01 2.76950E+00
2.04574E-01 2.63000E+00
2.10000E-01 2.50427E+00
2.14693E-01 2.39437E+00
2.19492E-01 2.28929E+00
2.23812E-01 2.19857E+00
2.30452E-01 2.06918E+00
2.37289E-01 1.94741E+00
2.44408E-01 1.83986E+00
2.47969E-01 1.79270E+00
2.55730E-01 1.70489E+00
2.62971E-01 1.63767E+00
2.72989E-01 1.56311E+00
2.82164E-01 1.50879E+00
2.93397E-01 1.45576E+00
3.07804E-01 1.40263E+00
3.30716E-01 1.33827E+00
3.40957E-01 1.31350E+00
3.65084E-01 1.25763E+00
3.71953E-01 1.24140E+00
3.94221E-01 1.18614E+00
4.12868E-01 1.13822E+00
4.33648E-01 1.08446E+00
4.55890E-01 1.02767E+00
4.69053E-01 9.94098E-01
4.82597E-01 9.61622E-01
4.95937E-01 9.29890E-01
5.12906E-01 8.90062E-01
5.30455E-01 8.51940E-01
5.46744E-01 8.16809E-01
