# Coherent scattering form factor
# (Excerpt from EPICS2017 / EPDL)
#
# Momentum  Form-factor
#  (MeV)
#
0.00000E+00 1.40000E+01
2.47969E-05 1.40000E+01
4.95937E-05 1.39970E+01
9.91875E-05 1.39940E+01
1.23984E-04 1.39930E+01
1.78227E-04 1.39848E+01
2.24722E-04 1.39790E+01
2.47969E-04 1.39750E+01
3.71953E-04 1.39460E+01
4.64941E-04 1.39156E+01
4.95937E-04 1.39050E+01
6.19922E-04 1.38520E+01
6.27361E-04 1.38478E+01
7.43906E-04 1.37880E+01
8.67890E-04 1.37138E+01
9.91875E-04 1.36310E+01
1.11586E-03 1.35374E+01
1.23984E-03 1.34380E+01
1.41032E-03 1.32868E+01
1.48781E-03 1.32141E+01
1.52654E-03 1.31758E+01
1.66603E-03 1.30375E+01
1.73578E-03 1.29660E+01
1.85976E-03 1.28343E+01
1.98375E-03 1.27003E+01
2.04574E-03 1.26312E+01
2.23172E-03 1.24230E+01
2.41769E-03 1.22099E+01
2.47969E-03 1.21390E+01
2.63467E-03 1.19599E+01
2.78965E-03 1.17825E+01
2.86726E-03 1.16934E+01
3.09961E-03 1.14320E+01
3.37089E-03 1.11342E+01
3.56455E-03 1.09283E+01
3.71953E-03 1.07690E+01
4.02949E-03 1.04632E+01
4.33945E-03 1.01790E+01
4.80439E-03 9.78914E+00
4.95937E-03 9.66930E+00
5.57929E-03 9.23119E+00
6.19922E-03 8.85210E+00
6.79090E-03 8.53186E+00
7.43906E-03 8.22320E+00
8.03510E-03 7.95342E+00
8.67890E-03 7.69249E+00
9.29882E-03 7.44266E+00
9.60879E-03 7.31978E+00
9.91875E-03 7.19770E+00
1.05387E-02 6.95431E+00
1.14686E-02 6.59168E+00
1.23984E-02 6.23240E+00
1.30184E-02 5.99455E+00
1.39482E-02 5.64367E+00
1.48781E-02 5.30310E+00
1.54110E-02 5.10844E+00
1.59630E-02 4.92092E+00
1.67379E-02 4.66092E+00
1.68929E-02 4.60999E+00
1.73578E-02 4.46100E+00
1.79670E-02 4.26848E+00
1.85976E-02 4.08427E+00
1.92176E-02 3.90843E+00
1.98375E-02 3.74110E+00
2.07465E-02 3.50754E+00
2.16973E-02 3.28856E+00
2.23172E-02 3.15410E+00
2.29128E-02 3.03168E+00
2.38362E-02 2.85690E+00
2.47969E-02 2.69220E+00
2.54489E-02 2.59086E+00
2.64592E-02 2.44596E+00
2.75096E-02 2.30917E+00
2.78965E-02 2.26336E+00
2.88485E-02 2.15997E+00
2.98331E-02 2.06130E+00
3.09961E-02 1.95950E+00
3.20434E-02 1.88052E+00
3.31261E-02 1.80472E+00
3.42694E-02 1.73729E+00
3.54521E-02 1.67238E+00
3.56455E-02 1.66274E+00
3.71953E-02 1.59250E+00
3.87451E-02 1.53283E+00
4.14579E-02 1.44672E+00
4.34437E-02 1.39486E+00
4.55246E-02 1.34486E+00
4.64941E-02 1.32362E+00
4.95937E-02 1.26040E+00
5.26021E-02 1.20281E+00
5.57929E-02 1.14785E+00
5.88109E-02 1.09851E+00
6.19922E-02 1.05130E+00
6.62547E-02 9.91663E-01
6.91609E-02 9.50904E-01
7.17745E-02 9.12676E-01
7.43906E-02 8.72500E-01
7.73134E-02 8.23856E-01
7.95806E-02 7.89161E-01
8.31067E-02 7.39839E-01
8.67890E-02 6.93600E-01
9.05807E-02 6.56107E-01
9.45381E-02 6.20640E-01
9.76377E-02 5.92363E-01
9.91875E-02 5.77400E-01
1.02190E-01 5.46626E-01
1.04916E-01 5.17790E-01
1.08409E-01 4.81028E-01
1.10636E-01 4.58309E-01
1.13832E-01 4.26897E-01
1.16289E-01 4.04760E-01
1.18167E-01 3.88913E-01
1.21041E-01 3.66299E-01
1.23984E-01 3.45000E-01
1.26974E-01 3.25885E-01
1.29264E-01 3.12248E-01
1.32775E-01 2.92853E-01
1.36383E-01 2.74664E-01
1.39448E-01 2.59812E-01
1.42582E-01 2.45764E-01
1.44888E-01 2.35397E-01
1.47231E-01 2.25467E-01
1.48781E-01 2.18900E-01
1.52152E-01 2.04704E-01
1.54730E-01 1.94664E-01
1.58679E-01 1.80520E-01
