# Coherent scattering form factor
# (Excerpt from EPICS2017 / EPDL)
#
# Momentum  Form-factor
#  (MeV)
#
0.00000E+00 5.30000E+01
2.47969E-05 5.30000E+01
4.95937E-05 5.29940E+01
9.91875E-05 5.29879E+01
1.23984E-04 5.29860E+01
1.78227E-04 5.29707E+01
2.01475E-04 5.29656E+01
2.47969E-04 5.29520E+01
3.09961E-04 5.29237E+01
3.71953E-04 5.28950E+01
4.95937E-04 5.28140E+01
6.19922E-04 5.27110E+01
6.27361E-04 5.27028E+01
7.43906E-04 5.25860E+01
9.29882E-04 5.23571E+01
9.91875E-04 5.22730E+01
1.17785E-03 5.19831E+01
1.23984E-03 5.18840E+01
1.36383E-03 5.16623E+01
1.54980E-03 5.12961E+01
1.61180E-03 5.11661E+01
1.73578E-03 5.09000E+01
1.95275E-03 5.03996E+01
2.10773E-03 5.00195E+01
2.13873E-03 4.99398E+01
2.23172E-03 4.97080E+01
2.47969E-03 4.90570E+01
2.75096E-03 4.83121E+01
2.94463E-03 4.77715E+01
2.98331E-03 4.76636E+01
3.09961E-03 4.73350E+01
3.40957E-03 4.64479E+01
3.56455E-03 4.60069E+01
3.71953E-03 4.55680E+01
4.18447E-03 4.42662E+01
4.33945E-03 4.38420E+01
4.80439E-03 4.25951E+01
4.95937E-03 4.21950E+01
5.57929E-03 4.06457E+01
5.88926E-03 3.99084E+01
6.19922E-03 3.91990E+01
6.81914E-03 3.78364E+01
7.12910E-03 3.71865E+01
7.43906E-03 3.65540E+01
7.96304E-03 3.54858E+01
8.52392E-03 3.44489E+01
9.45381E-03 3.27597E+01
9.91875E-03 3.19500E+01
1.05204E-02 3.08994E+01
1.11586E-02 2.98834E+01
1.17622E-02 2.89124E+01
1.23984E-02 2.79730E+01
1.32958E-02 2.66577E+01
1.42582E-02 2.54042E+01
1.48781E-02 2.46360E+01
1.60702E-02 2.32754E+01
1.73578E-02 2.19900E+01
1.85563E-02 2.09483E+01
1.98375E-02 1.99560E+01
2.10408E-02 1.91487E+01
2.23172E-02 1.83740E+01
2.35244E-02 1.77131E+01
2.47969E-02 1.70760E+01
2.61181E-02 1.64436E+01
2.75096E-02 1.58347E+01
2.78965E-02 1.56658E+01
2.98331E-02 1.48397E+01
3.09961E-02 1.43540E+01
3.25459E-02 1.37123E+01
3.36888E-02 1.32339E+01
3.48718E-02 1.27722E+01
3.56455E-02 1.24662E+01
3.71953E-02 1.18670E+01
3.87451E-02 1.12854E+01
4.00785E-02 1.07948E+01
4.14579E-02 1.03255E+01
4.33945E-02 9.69358E+00
4.50162E-02 9.19995E+00
4.61194E-02 8.87792E+00
4.78250E-02 8.41589E+00
4.95937E-02 7.97790E+00
5.16811E-02 7.50542E+00
5.38563E-02 7.06093E+00
5.52903E-02 6.80802E+00
5.67625E-02 6.56416E+00
5.88926E-02 6.26605E+00
5.93761E-02 6.20579E+00
6.13375E-02 5.98782E+00
6.19922E-02 5.92450E+00
6.48832E-02 5.70534E+00
6.94744E-02 5.39170E+00
7.43906E-02 5.09530E+00
7.74902E-02 4.87080E+00
7.97171E-02 4.71206E+00
8.31779E-02 4.48359E+00
8.67890E-02 4.26620E+00
8.98352E-02 4.12118E+00
9.29882E-02 3.98109E+00
9.76377E-02 3.78977E+00
9.91875E-02 3.72440E+00
1.03643E-01 3.52602E+00
1.07373E-01 3.35488E+00
1.11526E-01 3.16526E+00
1.15975E-01 2.96838E+00
1.17785E-01 2.89097E+00
1.20845E-01 2.76306E+00
1.23984E-01 2.64080E+00
1.26974E-01 2.52757E+00
1.31594E-01 2.36676E+00
1.36383E-01 2.21618E+00
1.39382E-01 2.12804E+00
1.44005E-01 2.00236E+00
1.48781E-01 1.88410E+00
1.52984E-01 1.79124E+00
1.57306E-01 1.70295E+00
1.63116E-01 1.60308E+00
