# Coherent scattering form factor
# (Excerpt from EPICS2017 / EPDL)
#
# Momentum  Form-factor
#  (MeV)
#
0.00000E+00 2.60000E+01
2.47969E-05 2.60000E+01
4.95937E-05 2.59927E+01
9.91875E-05 2.59854E+01
1.23984E-04 2.59830E+01
1.66603E-04 2.59736E+01
1.95662E-04 2.59685E+01
2.30534E-04 2.59633E+01
2.47969E-04 2.59610E+01
2.78965E-04 2.59538E+01
3.71953E-04 2.59320E+01
4.95937E-04 2.58800E+01
6.19922E-04 2.58140E+01
6.27361E-04 2.58088E+01
7.43906E-04 2.57350E+01
8.67890E-04 2.56403E+01
9.91875E-04 2.55380E+01
1.11586E-03 2.54245E+01
1.23984E-03 2.53020E+01
1.36383E-03 2.51644E+01
1.45682E-03 2.50562E+01
1.59630E-03 2.48847E+01
1.61180E-03 2.48655E+01
1.73578E-03 2.47070E+01
1.85976E-03 2.45413E+01
2.04574E-03 2.42832E+01
2.10773E-03 2.41975E+01
2.23172E-03 2.40230E+01
2.41769E-03 2.37545E+01
2.47969E-03 2.36660E+01
2.75096E-03 2.32634E+01
2.94463E-03 2.29696E+01
3.09961E-03 2.27360E+01
3.56455E-03 2.20319E+01
3.71953E-03 2.18030E+01
4.01755E-03 2.13523E+01
4.33945E-03 2.09110E+01
4.95937E-03 2.00330E+01
5.57929E-03 1.91756E+01
6.19922E-03 1.83400E+01
6.81914E-03 1.75251E+01
7.12910E-03 1.71237E+01
7.43906E-03 1.67290E+01
7.85376E-03 1.61896E+01
8.29158E-03 1.56676E+01
8.52392E-03 1.53872E+01
9.22146E-03 1.45753E+01
9.91875E-03 1.38090E+01
1.04471E-02 1.32472E+01
1.10036E-02 1.27083E+01
1.11586E-02 1.25605E+01
1.17622E-02 1.20018E+01
1.23984E-02 1.14680E+01
1.28393E-02 1.11103E+01
1.35302E-02 1.05945E+01
1.42582E-02 1.01027E+01
1.48781E-02 9.71650E+00
1.57806E-02 9.21574E+00
1.67379E-02 8.74079E+00
1.73578E-02 8.46970E+00
1.82640E-02 8.12433E+00
1.92176E-02 7.79304E+00
1.98375E-02 7.60420E+00
2.07465E-02 7.36126E+00
2.16973E-02 7.12609E+00
2.23172E-02 6.98890E+00
2.35244E-02 6.74779E+00
2.47969E-02 6.51500E+00
2.63010E-02 6.26058E+00
2.78965E-02 6.01610E+00
2.94463E-02 5.78468E+00
3.02224E-02 5.67098E+00
3.09961E-02 5.55860E+00
3.25459E-02 5.33549E+00
3.36888E-02 5.16840E+00
3.48718E-02 5.00654E+00
3.60148E-02 4.84393E+00
3.71953E-02 4.68660E+00
3.82925E-02 4.53500E+00
3.94221E-02 4.38831E+00
4.12868E-02 4.14523E+00
4.33648E-02 3.88238E+00
4.33945E-02 3.87870E+00
4.44782E-02 3.74218E+00
4.55890E-02 3.61046E+00
4.75926E-02 3.37469E+00
4.95937E-02 3.14880E+00
5.10758E-02 2.98549E+00
5.22163E-02 2.86858E+00
5.39750E-02 2.70176E+00
5.57929E-02 2.54463E+00
5.65691E-02 2.48378E+00
5.85057E-02 2.34791E+00
6.02489E-02 2.24481E+00
6.19922E-02 2.15940E+00
6.35420E-02 2.09747E+00
6.68458E-02 1.99098E+00
7.03214E-02 1.88989E+00
7.23573E-02 1.82698E+00
7.43906E-02 1.75780E+00
7.59404E-02 1.70009E+00
7.75813E-02 1.63591E+00
8.01094E-02 1.54415E+00
8.27199E-02 1.45754E+00
8.47557E-02 1.40123E+00
8.67890E-02 1.35620E+00
8.90158E-02 1.32024E+00
9.08805E-02 1.29787E+00
9.20683E-02 1.28626E+00
9.91875E-02 1.23040E+00
1.02287E-01 1.20224E+00
1.05000E-01 1.17473E+00
1.09746E-01 1.12341E+00
1.13144E-01 1.08540E+00
1.18440E-01 1.03077E+00
1.23984E-01 9.78900E-01
1.31505E-01 9.18378E-01
1.39482E-01 8.61597E-01
1.45682E-01 8.17633E-01
1.48781E-01 7.95300E-01
1.54627E-01 7.50803E-01
1.59161E-01 7.19072E-01
1.66213E-01 6.73971E-01
1.73578E-01 6.31700E-01
1.81161E-01 5.96475E-01
1.89076E-01 5.63215E-01
1.95275E-01 5.36596E-01
1.98375E-01 5.22700E-01
2.04381E-01 4.94257E-01
2.09829E-01 4.67709E-01
2.13296E-01 4.50413E-01
2.16821E-01 4.33756E-01
2.20680E-01 4.15157E-01
2.24608E-01 3.97355E-01
2.30374E-01 3.71642E-01
2.36289E-01 3.47593E-01
2.42059E-01 3.25494E-01
2.47969E-01 3.04800E-01
2.54178E-01 2.84958E-01
2.59739E-01 2.68659E-01
2.64704E-01 2.55164E-01
2.69127E-01 2.43913E-01
2.73057E-01 2.34476E-01
2.80074E-01 2.18832E-01
2.85454E-01 2.07787E-01
2.89558E-01 1.99871E-01
2.95823E-01 1.88559E-01
3.02224E-01 1.77887E-01
3.06491E-01 1.71109E-01
3.13005E-01 1.61422E-01
3.19656E-01 1.52284E-01
3.25999E-01 1.44017E-01
3.30839E-01 1.38113E-01
3.38233E-01 1.29708E-01
3.45792E-01 1.21814E-01
3.50595E-01 1.16982E-01
3.57924E-01 1.10092E-01
3.65407E-01 1.03607E-01
3.71953E-01 9.82410E-02
3.79623E-01 9.23142E-02
3.87451E-01 8.67450E-02
3.94062E-01 8.22598E-02
3.99094E-01 7.90487E-02
4.06763E-01 7.44656E-02
4.14579E-01 7.01482E-02
4.24624E-01 6.49421E-02
4.34912E-01 6.01223E-02
4.42350E-01 5.68593E-02
4.48013E-01 5.45287E-02
4.56642E-01 5.12108E-02
4.65437E-01 4.80948E-02
4.72882E-01 4.56022E-02
4.78543E-01 4.38179E-02
4.87163E-01 4.12714E-02
4.95937E-01 3.88730E-02
5.07173E-01 3.60140E-02
5.15767E-01 3.40087E-02
5.22308E-01 3.25783E-02
5.32274E-01 3.05447E-02
5.42431E-01 2.86380E-02
5.50049E-01 2.72842E-02
5.56803E-01 2.61522E-02
5.68822E-01 2.42831E-02
5.78006E-01 2.29695E-02
5.84991E-01 2.20311E-02
5.95627E-01 2.06949E-02
6.06457E-01 1.94398E-02
6.13506E-01 1.86627E-02
6.26041E-01 1.73768E-02
6.35609E-01 1.64709E-02
6.42881E-01 1.58225E-02
6.53946E-01 1.48976E-02
6.65201E-01 1.40267E-02
6.73780E-01 1.33983E-02
6.81377E-01 1.28717E-02
6.94879E-01 1.19993E-02
7.05181E-01 1.13841E-02
7.20921E-01 1.05198E-02
7.37012E-01 9.72120E-03
7.47951E-01 9.21621E-03
7.57656E-01 8.79590E-03
7.66251E-01 8.44389E-03
