Unique ID,size,Relative Time (s),Time Spent (s),Access Type
1,180.5,0,0,2
2,10.3,4,0,2
3,7.0,7,0,2
4,3.4,9,0,2
5,1.9,13,0,2
6,4.1,15,0,2
7,2.9,23,0,2
8,3.7,23,0,2
9,191.8,23,0,2
10,158.3,23,0,2
11,2.2,23,0,2
12,165.9,24,0,2
13,192.6,30,0,2
14,856.1,34,0,2
15,71.4,38,0,2
16,65.3,39,0,2
17,56.1,39,0,2
18,107.4,42,0,2
19,115.5,53,0,2
20,123.3,56,0,2
21,9.4,61,0,2
22,92.2,87,0,2
23,124.0,323,0,2
24,203.5,323,0,2
25,110.9,323,0,2
26,124.6,323,0,2
27,187.2,323,0,2
28,75.1,323,0,2
29,153.4,323,0,2
30,2.2,323,0,2
31,157.9,324,0,2
32,113.5,324,0,2
33,74.2,324,0,2
34,72.2,325,0,2
35,16.1,623,0,2
36,10.3,623,0,2
37,10.6,623,0,2
38,15.9,623,0,2
39,6.6,623,0,2
40,13.6,624,0,2
41,517.8,686,0,2
42,447.7,687,0,2
43,112.5,688,0,2
44,532.1,688,0,2
45,56.7,689,0,2
46,57.0,689,0,2
47,57.6,690,0,2
48,117.7,701,0,2
49,136.8,702,0,2
50,149.0,702,0,2
51,112.2,702,0,2
52,1.7,702,0,2
53,86.5,703,0,2
54,89.0,704,0,2
55,26.5,885,0,2
56,8.6,890,0,2
57,4.0,900,0,2
58,160.0,902,0,2
59,7.5,905,0,2
60,6.5,910,0,2
61,6.3,913,0,2
62,13.1,923,0,2
63,119.9,923,0,2
64,186.0,923,0,2
65,2.0,923,0,2
66,123.2,923,0,2
67,214.7,923,0,2
68,123.3,923,0,2
69,190.0,923,0,2
70,154.6,923,0,2
71,72.3,923,0,2
72,152.9,923,0,2
73,2.2,923,0,2
74,74.1,923,0,2
75,7.6,924,0,2
76,63.9,924,0,2
77,51.2,924,0,2
78,73.1,924,0,2
79,1.8,1024,0,2
80,85.3,1032,0,2
81,118.5,1038,0,2
82,199.2,1223,0,2
83,193.4,1223,0,2
84,2.1,1223,0,2
85,122.1,1223,0,2
86,214.6,1223,0,2
87,124.2,1223,0,2
88,121.6,1223,0,2
89,191.4,1223,0,2
90,164.4,1223,0,2
91,71.0,1223,0,2
92,160.3,1223,0,2
93,2.3,1223,0,2
94,51.4,1224,0,2
95,62.7,1224,0,2
96,135.9,1224,0,2
97,70.2,1224,0,2
98,73.1,1224,0,2
99,187.2,1523,0,2
100,191.5,1523,0,2
101,2.1,1523,0,2
102,131.2,1523,0,2
103,52.1,1523,0,2
104,213.9,1523,0,2
105,121.0,1523,0,2
106,121.1,1523,0,2
107,188.3,1523,0,2
108,161.3,1523,0,2
109,73.7,1523,0,2
110,155.7,1523,0,2
111,2.2,1523,0,2
112,49.4,1524,0,2
113,137.3,1524,0,2
114,72.3,1524,0,2
115,73.8,1524,0,2
116,32.3,1783,0,2
117,17.2,1784,0,2
118,266.7,1787,0,2
119,243.3,1790,0,2
120,11.9,1792,0,2
121,191.7,1823,0,2
122,2.2,1823,0,2
123,133.3,1823,0,2
124,52.3,1823,0,2
125,213.2,1823,0,2
126,124.1,1823,0,2
127,138.2,1823,0,2
128,247.0,1823,0,2
129,2.1,1823,0,2
130,2.1,1823,0,2
131,120.5,1823,0,2
