Unique ID,size,Relative Time (s),Time Spent (s),Access Type
1,124.1,0,0,2
2,153.9,3898,0,2
3,125.0,3900,0,2
4,130.3,11400,0,2
5,107.6,11700,0,2
6,120.0,12000,0,2
7,108.1,13200,0,2
8,131.0,19500,0,2
9,127.5,19800,0,2
10,118.8,20100,0,2
11,105.8,20400,0,2
12,101.1,20700,0,2
13,112.7,21000,0,2
14,123.8,21300,0,2
15,112.6,21600,0,2
16,96.7,21900,0,2
17,101.7,23400,0,2
18,101.8,23700,0,2
19,82.1,27600,0,2
20,77.1,28200,0,2
21,77.8,29400,0,2
22,80.4,30300,0,2
23,72.4,30600,0,2
24,204.9,173998,0,2
25,166.9,173998,0,2
26,118.2,174004,0,2
27,133.9,179398,0,2
28,184.8,179398,0,2
29,71.0,179398,0,2
30,192.7,179398,0,2
31,124.6,179404,0,2
32,127.3,179404,0,2
33,171.6,179405,0,2
34,86.5,179405,0,2
35,108.1,179406,0,2
36,147.5,179406,0,2
37,150.3,192899,0,2
38,209.8,192899,0,2
39,125.7,192902,0,2
40,167.1,192902,0,2
41,166.2,192902,0,2
42,95.5,192902,0,2
43,119.8,192904,0,2
44,119.4,192904,0,2
45,151.3,194398,0,2
46,198.1,194399,0,2
47,127.6,194402,0,2
48,153.7,194402,0,2
49,169.8,194402,0,2
50,91.1,194402,0,2
51,123.0,194404,0,2
52,124.3,194404,0,2
53,91.0,198302,0,2
54,117.8,259798,0,2
55,164.7,259798,0,2
56,205.4,259799,0,2
57,109.8,259799,0,2
58,157.1,259799,0,2
59,142.2,259802,0,2
60,144.0,259805,0,2
61,144.7,259806,0,2
62,169.8,277798,0,2
63,186.5,277798,0,2
64,115.1,277799,0,2
65,169.8,277799,0,2
66,163.1,277799,0,2
67,101.5,277800,0,2
68,156.4,277802,0,2
69,129.9,277806,0,2
70,156.1,277806,0,2
71,118.5,352198,0,2
72,178.1,352198,0,2
73,102.4,352199,0,2
74,161.1,352200,0,2
75,166.3,352201,0,2
76,99.4,352202,0,2
77,185.7,352203,0,2
78,114.1,353698,0,2
79,135.3,353698,0,2
80,168.6,353698,0,2
81,112.9,353699,0,2
82,152.0,353700,0,2
83,159.2,353701,0,2
84,79.4,353702,0,2
85,143.8,353703,0,2
86,113.9,353998,0,2
87,126.0,353998,0,2
88,113.4,353998,0,2
89,141.5,354000,0,2
90,159.6,354001,0,2
91,78.7,354002,0,2
92,138.0,354003,0,2
93,122.5,369598,0,2
94,174.0,369598,0,2
95,93.1,369599,0,2
96,178.6,369599,0,2
97,157.9,369601,0,2
98,160.6,369601,0,2
99,84.5,369602,0,2
100,162.1,369604,0,2
101,109.6,513002,0,2
102,138.1,526199,0,2
103,171.2,526199,0,2
104,196.3,526202,0,2
105,217.0,526202,0,2
106,102.1,526203,0,2
107,120.1,526204,0,2
108,148.6,526204,0,2
109,178.2,526207,0,2
110,104.1,604798,0,2
111,87.9,604798,0,2
112,179.6,604798,0,2
113,99.4,604798,0,2
114,101.3,604799,0,2
115,165.0,604799,0,2
116,102.5,604799,0,2
117,211.7,604799,0,2
118,166.8,604799,0,2
119,96.8,604799,0,2
120,139.0,604801,0,2
121,96.4,604804,0,2
122,118.9,604804,0,2
123,142.4,604804,0,2
124,106.0,605098,0,2
125,93.7,605098,0,2
126,188.7,605098,0,2
127,97.9,605098,0,2
128,102.6,605099,0,2
129,154.8,605099,0,2
130,102.3,605099,0,2
131,211.3,605099,0,2
132,145.1,605099,0,2
133,106.8,605099,0,2
134,141.7,605101,0,2
135,86.1,605104,0,2
136,115.8,605104,0,2
137,132.8,605104,0,2
138,106.2,605398,0,2
139,96.5,605398,0,2
140,189.8,605398,0,2
141,99.8,605398,0,2
142,96.7,605399,0,2
143,177.7,605399,0,2
144,100.8,605399,0,2
145,209.7,605399,0,2
146,142.3,605399,0,2
147,115.6,605399,0,2
148,146.2,605401,0,2
149,93.4,605404,0,2
150,121.0,605404,0,2
151,141.8,605404,0,2
152,125.1,606598,0,2
153,89.8,606598,0,2
154,212.0,606598,0,2
155,173.3,606598,0,2
156,96.1,606598,0,2
157,96.6,606599,0,2
158,183.4,606599,0,2
159,102.1,606599,0,2
160,155.9,606599,0,2
161,134.7,606599,0,2
162,122.1,606601,0,2
163,84.5,606604,0,2
164,112.3,606604,0,2
165,126.6,606604,0,2
166,163.4,5976898,0,2
167,121.2,5976898,0,2
168,87.4,5976898,0,2
169,97.5,5976898,0,2
170,188.5,5976898,0,2
171,330.4,5976906,0,2
172,145.1,5977198,0,2
173,117.7,5977198,0,2
174,91.9,5977198,0,2
175,98.6,5977198,0,2
176,317.4,5977206,0,2
177,167.1,5977208,0,2
178,188.4,5977498,0,2
179,148.2,5977498,0,2
180,116.9,5977498,0,2
181,88.4,5977498,0,2
182,97.0,5977498,0,2
183,301.2,5977506,0,2
184,177.0,5978098,0,2
185,149.0,5978098,0,2
186,116.6,5978098,0,2
187,86.8,5978098,0,2
188,112.4,5978098,0,2
189,284.9,5978106,0,2
190,211.3,5978698,0,2
191,153.1,5978698,0,2
192,109.4,5978698,0,2
193,89.3,5978698,0,2
194,106.7,5978698,0,2
195,341.8,5978706,0,2
196,157.9,5979898,0,2
197,157.7,5979898,0,2
198,115.5,5979898,0,2
199,89.1,5979898,0,2
200,103.7,5979898,0,2
201,264.1,5979906,0,2
