# Coherent scattering form factor
# (Excerpt from EPICS2017 / EPDL)
#
# Momentum  Form-factor
#  (MeV)
#
0.00000E+00 4.00000E+01
2.47969E-05 4.00000E+01
4.95937E-05 3.99922E+01
9.91875E-05 3.99845E+01
1.23984E-04 3.99820E+01
2.47969E-04 3.99440E+01
3.40957E-04 3.99017E+01
3.71953E-04 3.98840E+01
4.64941E-04 3.98206E+01
4.95937E-04 3.97960E+01
5.88926E-04 3.97133E+01
6.19922E-04 3.96830E+01
6.27361E-04 3.96746E+01
7.12910E-04 3.95846E+01
7.43906E-04 3.95490E+01
8.52392E-04 3.94111E+01
9.45381E-04 3.92848E+01
9.91875E-04 3.92210E+01
1.11586E-03 3.90326E+01
1.23984E-03 3.88310E+01
1.36383E-03 3.86084E+01
1.45682E-03 3.84368E+01
1.59630E-03 3.81667E+01
1.61180E-03 3.81375E+01
1.73578E-03 3.78890E+01
1.85976E-03 3.76351E+01
2.04574E-03 3.72431E+01
2.10773E-03 3.71133E+01
2.23172E-03 3.68490E+01
2.47969E-03 3.63130E+01
2.78965E-03 3.56471E+01
2.94463E-03 3.53198E+01
3.09961E-03 3.49950E+01
3.39545E-03 3.43511E+01
3.71953E-03 3.37190E+01
4.33945E-03 3.24960E+01
4.95937E-03 3.13230E+01
5.57929E-03 3.01820E+01
5.88926E-03 2.96226E+01
6.19922E-03 2.90780E+01
6.64792E-03 2.82801E+01
7.12910E-03 2.75040E+01
7.43906E-03 2.70080E+01
8.03510E-03 2.60632E+01
8.67890E-03 2.51515E+01
9.27814E-03 2.43210E+01
9.91875E-03 2.35180E+01
1.05204E-02 2.27876E+01
1.11586E-02 2.20798E+01
1.17785E-02 2.14243E+01
1.23984E-02 2.08080E+01
1.30036E-02 2.02281E+01
1.36383E-02 1.96644E+01
1.42582E-02 1.91290E+01
1.48781E-02 1.86140E+01
1.61180E-02 1.76279E+01
1.73578E-02 1.66880E+01
1.85976E-02 1.57836E+01
1.98375E-02 1.49110E+01
2.10773E-02 1.40699E+01
2.23172E-02 1.32650E+01
2.32285E-02 1.26864E+01
2.41769E-02 1.21330E+01
2.47969E-02 1.17770E+01
2.55600E-02 1.13482E+01
2.63467E-02 1.09351E+01
2.70896E-02 1.05551E+01
2.82433E-02 1.00097E+01
2.94463E-02 9.49244E+00
3.09961E-02 8.88990E+00
