# Elastic scattering cross-section
# From: https://physics.nist.gov/cgi-bin/Xcom
#
# Energy  X-section
# (MeV)    (barn)
#
1.000E-03 2.517E+00
1.500E-03 2.357E+00
2.000E-03 2.163E+00
3.000E-03 1.746E+00
4.000E-03 1.372E+00
5.000E-03 1.074E+00
6.000E-03 8.507E-01
8.000E-03 5.600E-01
1.000E-02 3.925E-01
1.500E-02 1.964E-01
2.000E-02 1.167E-01
3.000E-02 5.435E-02
4.000E-02 3.114E-02
5.000E-02 2.011E-02
6.000E-02 1.403E-02
8.000E-02 7.935E-03
1.000E-01 5.090E-03
1.500E-01 2.268E-03
2.000E-01 1.277E-03
3.000E-01 5.678E-04
4.000E-01 3.194E-04
5.000E-01 2.045E-04
6.000E-01 1.420E-04
8.000E-01 7.988E-05
1.000E+00 5.112E-05
1.022E+00 4.894E-05
1.250E+00 3.272E-05
1.500E+00 2.272E-05
2.000E+00 1.278E-05
2.044E+00 1.224E-05
3.000E+00 5.680E-06
4.000E+00 3.195E-06
5.000E+00 2.045E-06
6.000E+00 1.420E-06
7.000E+00 1.043E-06
8.000E+00 7.988E-07
9.000E+00 6.312E-07
1.000E+01 5.112E-07
