# Photo-absorption total cross-section
# From: https://physics.nist.gov/cgi-bin/Xcom
#
#  Energy    X-section
#  (MeV)      (barn)
#
1.000E-03 5.695E+05
1.500E-03 2.196E+05
2.000E-03 1.087E+05
2.080E-03 9.867E+04
2.080E-03 3.868E+05
2.117E-03 3.653E+05
2.155E-03 3.449E+05
2.155E-03 4.809E+05
2.261E-03 4.289E+05
2.373E-03 3.828E+05
2.373E-03 4.364E+05
3.000E-03 2.435E+05
4.000E-03 1.165E+05
5.000E-03 6.477E+04
6.000E-03 3.975E+04
8.000E-03 1.818E+04
1.000E-02 9.825E+03
1.500E-02 3.158E+03
1.704E-02 2.202E+03
1.704E-02 1.501E+04
2.000E-02 9.975E+03
3.000E-02 3.350E+03
4.000E-02 1.506E+03
5.000E-02 7.996E+02
6.000E-02 4.730E+02
8.000E-02 2.044E+02
1.000E-01 1.059E+02
1.500E-01 3.181E+01
2.000E-01 1.359E+01
3.000E-01 4.206E+00
4.000E-01 1.897E+00
5.000E-01 1.055E+00
6.000E-01 6.697E-01
8.000E-01 3.437E-01
1.000E+00 2.142E-01
1.022E+00 2.037E-01
1.250E+00 1.551E-01
1.500E+00 1.836E-01
2.000E+00 3.653E-01
2.044E+00 3.851E-01
3.000E+00 8.468E-01
4.000E+00 1.303E+00
5.000E+00 1.709E+00
6.000E+00 2.065E+00
7.000E+00 2.385E+00
8.000E+00 2.674E+00
9.000E+00 2.937E+00
1.000E+01 3.177E+00
