# Coherent scattering form factor
# (Excerpt from EPICS2017 / EPDL)
#
# Momentum  Form-factor
#  (MeV)
#
0.00000E+00 8.60000E+01
2.47969E-05 8.60000E+01
4.95937E-05 8.59931E+01
9.91875E-05 8.59862E+01
1.23984E-04 8.59840E+01
2.47969E-04 8.59400E+01
3.71953E-04 8.58660E+01
4.95937E-04 8.57620E+01
6.19922E-04 8.56300E+01
6.27361E-04 8.56195E+01
7.43906E-04 8.54690E+01
9.29882E-04 8.51712E+01
9.91875E-04 8.50680E+01
1.17785E-03 8.46948E+01
1.23984E-03 8.45670E+01
1.36383E-03 8.42813E+01
1.54980E-03 8.38051E+01
1.61180E-03 8.36422E+01
1.73578E-03 8.32980E+01
1.95275E-03 8.26509E+01
2.13873E-03 8.20544E+01
2.23172E-03 8.17530E+01
2.47969E-03 8.09040E+01
2.75096E-03 7.99351E+01
2.94463E-03 7.92226E+01
3.09961E-03 7.86490E+01
3.40957E-03 7.74788E+01
3.71953E-03 7.63140E+01
4.18447E-03 7.45693E+01
4.33945E-03 7.40030E+01
4.80439E-03 7.23206E+01
4.95937E-03 7.17760E+01
5.57929E-03 6.96569E+01
5.88926E-03 6.86363E+01
6.19922E-03 6.76480E+01
6.81914E-03 6.57356E+01
7.12910E-03 6.48159E+01
7.43906E-03 6.39160E+01
8.05898E-03 6.21602E+01
8.67890E-03 6.04653E+01
9.27814E-03 5.88213E+01
9.91875E-03 5.72220E+01
1.05204E-02 5.56585E+01
1.11586E-02 5.41378E+01
1.17622E-02 5.26695E+01
1.23984E-02 5.12410E+01
1.32958E-02 4.92079E+01
1.42582E-02 4.72555E+01
1.48781E-02 4.60310E+01
1.57806E-02 4.43126E+01
1.67379E-02 4.26583E+01
1.73578E-02 4.16300E+01
1.85563E-02 3.97270E+01
1.98375E-02 3.79110E+01
2.10408E-02 3.62627E+01
2.23172E-02 3.46860E+01
2.32285E-02 3.35729E+01
2.41769E-02 3.24955E+01
2.47969E-02 3.18010E+01
2.63467E-02 3.01262E+01
2.78965E-02 2.85393E+01
2.86726E-02 2.77781E+01
2.98117E-02 2.66762E+01
3.09961E-02 2.56180E+01
3.25090E-02 2.42851E+01
3.40957E-02 2.30216E+01
3.56118E-02 2.18937E+01
