n	k	avg_time
3.0	2.0	1024.3650532384072
4.0	2.0	1348.5860162550402
4.0	3.0	963.4784683719759
5.0	2.0	1659.7967804939517
5.0	3.0	1182.0682018649193
5.0	4.0	955.7895822832661
6.0	2.0	2010.11181640625
6.0	3.0	1446.4352554813509
6.0	4.0	1143.420654296875
6.0	5.0	951.7622621597782
7.0	2.0	2259.5578849546373
7.0	3.0	1651.2840143019152
7.0	4.0	1328.813949092742
7.0	5.0	1135.3044906123991
7.0	6.0	992.7348396547379
8.0	2.0	2652.0871818296373
8.0	3.0	1886.025658392137
8.0	4.0	1515.4976924773187
8.0	5.0	1271.408439390121
8.0	6.0	1138.9673324092741
8.0	7.0	1016.6212118825605
9.0	2.0	2995.3365439138106
9.0	3.0	2121.393263293851
9.0	4.0	1682.0548056325604
9.0	5.0	1436.6978090347782
9.0	6.0	1258.5473160282259
9.0	7.0	1141.2397854712701
9.0	8.0	1046.6192902595767
10.0	2.0	3300.7249401461695
10.0	3.0	2343.486588016633
10.0	4.0	1888.0133726058468
10.0	5.0	1607.1848695816532
10.0	6.0	1422.7144814768146
10.0	7.0	1223.5085055443549
10.0	8.0	1173.7350444178428
10.0	9.0	1091.1563996345767
11.0	2.0	3658.132599861391
11.0	3.0	2585.5663196194555
11.0	4.0	2039.2972608996977
11.0	5.0	1712.1226767263104
11.0	6.0	1515.7880071824598
11.0	7.0	1363.3547835811491
11.0	8.0	1266.9515341481854
11.0	9.0	1178.7594584803428
11.0	10.0	1110.8111217867943
12.0	2.0	3937.2125126008063
12.0	3.0	2783.4360902847784
12.0	4.0	2231.0623897429437
12.0	5.0	1872.2097955519152
12.0	6.0	1665.9356492565523
12.0	7.0	1514.6171087449598
12.0	8.0	1370.3711882560483
12.0	9.0	1306.1924379410282
12.0	10.0	1223.5982862903227
12.0	11.0	1157.0795268397178
13.0	2.0	4271.539983933972
13.0	3.0	3039.0198305191534
13.0	4.0	2436.904099987399
13.0	5.0	2040.2596238659273
13.0	6.0	1814.207039125504
13.0	7.0	1636.2454558341733
13.0	8.0	1449.6298040574598
13.0	9.0	1403.7156628024193
13.0	10.0	1328.2842663180443
13.0	11.0	1252.3772996471773
13.0	12.0	1205.8287235383063
14.0	2.0	4601.137136151714
14.0	3.0	3298.2438571068546
14.0	4.0	2614.9456590221776
14.0	5.0	2201.311019405242
14.0	6.0	1942.429679624496
14.0	7.0	1749.6029328377017
14.0	8.0	1629.2947722404233
14.0	9.0	1508.9260805191532
14.0	10.0	1432.5801883820563
14.0	11.0	1341.999732232863
14.0	12.0	1300.042456842238
14.0	13.0	1242.8741179435483
15.0	2.0	4910.458102318548
15.0	3.0	3506.859910534274
15.0	4.0	2801.6326392389115
15.0	5.0	2351.9927309097784
15.0	6.0	2065.804506363407
15.0	7.0	1879.8677702872983
15.0	8.0	1708.207267515121
15.0	9.0	1591.929474861391
15.0	10.0	1494.8972955519152
15.0	11.0	1439.2175765498991
15.0	12.0	1380.903800718246
15.0	13.0	1339.8070422757057
15.0	14.0	1291.187232232863
16.0	2.0	5231.208181073589
16.0	3.0	3716.1506426411293
16.0	4.0	2835.939224735383
16.0	5.0	2521.030336441532
16.0	6.0	2191.747361706149
16.0	7.0	1998.4397681451612
16.0	8.0	1849.8253922001009
16.0	9.0	1728.0828503024193
16.0	10.0	1616.8252346900201
16.0	11.0	1539.3877819430443
16.0	12.0	1473.310767389113
16.0	13.0	1425.832755796371
16.0	14.0	1342.9181262600807
16.0	15.0	1319.4566059727822
17.0	2.0	5567.807404548891
17.0	3.0	3945.2469364289313
17.0	4.0	3180.8993353074598
17.0	5.0	2681.9699785786293
17.0	6.0	2366.9059113533267
17.0	7.0	2154.38916015625
17.0	8.0	1968.5365344632057
17.0	9.0	1829.6321273311491
17.0	10.0	1720.4849105342741
17.0	11.0	1637.302253969254
17.0	12.0	1561.4058877268146
17.0	13.0	1463.1824833039313
17.0	14.0	1459.5472687752017
17.0	15.0	1421.763916015625
17.0	16.0	1378.3480815272178
18.0	2.0	5889.174095892137
18.0	3.0	4193.218332598286
18.0	4.0	3336.3210212953627
18.0	5.0	2792.8536731350805
18.0	6.0	2470.447218371976
18.0	7.0	2240.2504095262098
18.0	8.0	2076.531557144657
18.0	9.0	1922.2791157384072
18.0	10.0	1801.1497605846773
18.0	11.0	1705.2361863659273
18.0	12.0	1641.7284526209678
18.0	13.0	1593.2750047253023
18.0	14.0	1529.6758993825604
18.0	15.0	1509.5467804939517
18.0	16.0	1438.02197265625
18.0	17.0	1412.9429971018146
19.0	2.0	6239.225452053932
19.0	3.0	4419.257072202621
19.0	4.0	3401.8077904485885
19.0	5.0	2942.139097152218
19.0	6.0	2590.0781801285284
19.0	7.0	2305.8193438130043
19.0	8.0	2149.6648500504034
19.0	9.0	2002.5865675403227
19.0	10.0	1896.435074344758
19.0	11.0	1802.2064642137098
19.0	12.0	1729.3233445690523
19.0	13.0	1676.4143460181451
19.0	14.0	1625.713646673387
19.0	15.0	1571.8909557711693
19.0	16.0	1528.9853043094759
19.0	17.0	1507.3538936491937
19.0	18.0	1464.838103263609
20.0	2.0	6539.160408266129
20.0	3.0	4614.686665196573
20.0	4.0	3693.8515231224796
20.0	5.0	3146.9546607232865
20.0	6.0	2777.8838835685483
20.0	7.0	2500.059861706149
20.0	8.0	2286.6368290070563
20.0	9.0	2131.929490612399
20.0	10.0	2026.7391711819557
20.0	11.0	1926.2998755670362
20.0	12.0	1836.7921418220767
20.0	13.0	1765.8258017263104
20.0	14.0	1715.7537802419354
20.0	15.0	1660.6522177419354
20.0	16.0	1618.5679971018146
20.0	17.0	1584.8275264616937
20.0	18.0	1554.6297016759072
20.0	19.0	1508.367912046371
