n	k	avg_time
3.0	2.0	8116.989328692036
4.0	2.0	10684.45691311744
4.0	3.0	7606.120424332157
5.0	2.0	13325.58003874748
5.0	3.0	9516.943493258568
5.0	4.0	7541.801994077621
6.0	2.0	15968.955944430443
6.0	3.0	11331.83681955645
6.0	4.0	9014.712733114919
6.0	5.0	7625.4375157510085
7.0	2.0	18442.21142578125
7.0	3.0	13135.078912550403
7.0	4.0	10455.140081590222
7.0	5.0	8942.909329322076
7.0	6.0	7863.520562941028
8.0	2.0	21301.693217615928
8.0	3.0	15074.696186680947
8.0	4.0	11999.357437626008
8.0	5.0	10120.126701108871
8.0	6.0	8858.211071383568
8.0	7.0	8098.438177293347
9.0	2.0	23797.52060231855
9.0	3.0	16884.804482736894
9.0	4.0	13445.01509734123
9.0	5.0	11497.155635710686
9.0	6.0	10097.134017452117
9.0	7.0	9179.559790826614
9.0	8.0	8391.127205141129
10.0	2.0	26893.988021358367
10.0	3.0	18930.768916960686
10.0	4.0	15023.63390719506
10.0	5.0	12670.415858114919
10.0	6.0	11286.781486265121
10.0	7.0	10155.036187941028
10.0	8.0	9341.013348979335
10.0	9.0	8719.995857484879
11.0	2.0	29285.1626921623
11.0	3.0	20733.745321950606
11.0	4.0	16630.4818390877
11.0	5.0	14016.561649445564
11.0	6.0	12377.286558089718
11.0	7.0	11252.679214969758
11.0	8.0	10319.00037014869
11.0	9.0	9561.788054435483
11.0	10.0	9011.243101058468
12.0	2.0	32032.31826486895
12.0	3.0	22665.582039125504
12.0	4.0	18010.12697675151
12.0	5.0	15295.260498046875
12.0	6.0	13432.830905052924
12.0	7.0	12163.991077053932
12.0	8.0	11120.227436680947
12.0	9.0	10458.455062373992
12.0	10.0	9705.018586189517
12.0	11.0	9309.185570501511
13.0	2.0	34560.171142578125
13.0	3.0	24543.218253843246
13.0	4.0	19467.281651650705
13.0	5.0	16376.68363312752
13.0	6.0	14503.977365801411
13.0	7.0	13114.995959866432
13.0	8.0	12103.535014490928
13.0	9.0	11250.439516129032
13.0	10.0	10616.852389427924
13.0	11.0	10033.557357295867
13.0	12.0	9607.277367376511
14.0	2.0	37247.19450919859
14.0	3.0	26492.549111643144
14.0	4.0	20941.27099609375
14.0	5.0	17664.819595829133
14.0	6.0	15615.202487084174
14.0	7.0	14079.365730531754
14.0	8.0	12923.294898248489
14.0	9.0	12074.830282888104
14.0	10.0	11345.452668220767
14.0	11.0	10807.563665574597
14.0	12.0	10217.356768208165
14.0	13.0	9819.275374873992
15.0	2.0	39198.71671024446
15.0	3.0	27751.072785408265
15.0	4.0	22282.201045866936
15.0	5.0	18924.011829007057
15.0	6.0	16694.407974735383
15.0	7.0	15074.043370400706
15.0	8.0	13668.325352822581
15.0	9.0	12896.476909022178
15.0	10.0	12149.48689516129
15.0	11.0	11492.375252016129
15.0	12.0	11038.496794669858
15.0	13.0	10509.413582094254
15.0	14.0	10135.894271358367
16.0	2.0	42332.033510269655
16.0	3.0	30136.77209078881
16.0	4.0	23972.437815020163
16.0	5.0	20224.91045551915
16.0	6.0	17895.92287518901
16.0	7.0	16069.14494077621
16.0	8.0	14652.215607673892
16.0	9.0	13732.12216481855
16.0	10.0	12941.42060704385
16.0	11.0	12323.860887096775
16.0	12.0	11703.455393145161
16.0	13.0	11229.185160975303
16.0	14.0	10766.235075919858
16.0	15.0	10395.655525453629
17.0	2.0	44931.1517452117
17.0	3.0	31781.549166771674
17.0	4.0	25360.19333574849
17.0	5.0	21479.478200604837
17.0	6.0	18800.486391129034
17.0	7.0	16954.069564327117
17.0	8.0	15497.3681640625
17.0	9.0	14560.037739415322
17.0	10.0	13617.6609359249
17.0	11.0	13061.150949785786
17.0	12.0	12451.826927923386
17.0	13.0	11759.859170236896
17.0	14.0	11340.27990328881
17.0	15.0	11010.31611485635
17.0	16.0	10722.316981161794
18.0	2.0	47600.87738627772
18.0	3.0	33628.00846616684
18.0	4.0	26661.067351310485
18.0	5.0	22550.29055097026
18.0	6.0	19946.17298544607
18.0	7.0	17964.59259230091
18.0	8.0	16365.661770728326
18.0	9.0	15342.584283644153
18.0	10.0	14468.704243321572
18.0	11.0	13779.450502457157
18.0	12.0	13066.002173639114
18.0	13.0	12509.699305380544
18.0	14.0	11995.76550686744
18.0	15.0	11637.011821131553
18.0	16.0	11362.515065839214
18.0	17.0	11054.19392641129
19.0	2.0	50673.88149729083
19.0	3.0	35790.640231224796
19.0	4.0	28445.954786731352
19.0	5.0	23998.169480846773
19.0	6.0	21178.633096018144
19.0	7.0	19097.58308656754
19.0	8.0	17598.620219569053
19.0	9.0	16309.193572013608
19.0	10.0	15499.57121030746
19.0	11.0	14586.464134954636
19.0	12.0	13850.709811302924
19.0	13.0	13309.6000031502
19.0	14.0	12820.379213394657
19.0	15.0	12443.30814484627
19.0	16.0	12059.750598538307
19.0	17.0	11763.610603578629
19.0	18.0	12339.285124747983
20.0	2.0	53148.49827526462
20.0	3.0	37719.07761309224
20.0	4.0	30037.012632308466
20.0	5.0	25235.335716985886
20.0	6.0	22416.34204889113
20.0	7.0	20097.605319115424
20.0	8.0	18424.29781218498
20.0	9.0	17239.50771799395
20.0	10.0	16221.714182207661
20.0	11.0	15427.765609248992
20.0	12.0	14708.991179435483
20.0	13.0	13983.06872952369
20.0	14.0	13525.600239415322
20.0	15.0	13043.464087701614
20.0	16.0	12718.554632371472
20.0	17.0	12390.2804703251
20.0	18.0	12620.580928679436
20.0	19.0	11837.324242376511
