n	k	avg_time
18.0	9.0	3878.2654753654233
18.0	10.0	3678.5274303805445
18.0	11.0	3479.4031864289313
18.0	12.0	3321.590040637601
18.0	13.0	3227.8221474924394
18.0	14.0	3102.0430396295365
18.0	15.0	2959.894058719758
18.0	16.0	2878.4545977192543
18.0	17.0	2788.732878654234
19.0	2.0	12537.804624495968
19.0	3.0	8954.700171685989
19.0	4.0	7040.329172442036
19.0	5.0	6084.713583669355
19.0	6.0	5331.2692004788305
19.0	7.0	4826.236123361895
19.0	8.0	4437.984886907762
19.0	9.0	4128.520224294355
19.0	10.0	3902.1651256930445
19.0	11.0	3684.3845451108873
19.0	12.0	3539.5730531754034
19.0	13.0	3422.5852444556454
19.0	14.0	3285.087599231351
19.0	15.0	3205.8680144279233
19.0	16.0	3120.0872133316534
19.0	17.0	3005.9661904611894
19.0	18.0	3027.4509041078627
20.0	2.0	13485.890751008064
20.0	3.0	9605.029919039818
20.0	4.0	7549.475333921371
20.0	5.0	6308.4748377646165
20.0	6.0	5546.2519688760085
20.0	7.0	5016.688098538307
20.0	8.0	4627.65302891885
20.0	9.0	4326.650934034778
20.0	10.0	4153.921150453629
20.0	11.0	3939.5563098538305
20.0	12.0	3744.6150926159276
20.0	13.0	3572.1530997983873
20.0	14.0	3401.0199329007055
20.0	15.0	3272.1333795362902
20.0	16.0	3180.2960086945563
20.0	17.0	3085.7722955519152
20.0	18.0	3148.963560042843
20.0	19.0	2830.7630103326615
