n	k	avg_time
3.0	2.0	21.893562563004032
4.0	2.0	28.151611328125
4.0	3.0	19.864966607862904
5.0	2.0	34.80119077620968
5.0	3.0	25.275335496471776
5.0	4.0	19.658147996471776
6.0	2.0	40.79724514868952
6.0	3.0	30.399910219254032
6.0	4.0	24.149036038306452
6.0	5.0	20.356642200100808
7.0	2.0	48.236186365927416
7.0	3.0	33.92090631300403
7.0	4.0	27.470726751512096
7.0	5.0	23.806026335685484
7.0	6.0	20.620920488911292
8.0	2.0	54.370463709677416
8.0	3.0	38.51921622983871
8.0	4.0	30.08077116935484
8.0	5.0	25.319414692540324
8.0	6.0	21.91489730342742
8.0	7.0	19.099499117943548
9.0	2.0	62.16588174143145
9.0	3.0	43.54826108870968
9.0	4.0	33.41885868195565
9.0	5.0	29.350806451612904
9.0	6.0	26.590135143649192
9.0	7.0	24.234886907762096
9.0	8.0	21.995762978830644
10.0	2.0	67.41412550403226
10.0	3.0	49.21281974546371
10.0	4.0	37.30196257560484
10.0	5.0	32.611083984375
10.0	6.0	28.191744896673388
10.0	7.0	25.316288117439516
10.0	8.0	23.605382119455644
10.0	9.0	21.817162298387096
11.0	2.0	74.97445974042338
11.0	3.0	52.81802860383065
11.0	4.0	42.14075888356855
11.0	5.0	36.799536920362904
11.0	6.0	32.30757780997984
11.0	7.0	29.36049332157258
11.0	8.0	27.16266066028226
11.0	9.0	24.09297820060484
11.0	10.0	22.948336693548388
12.0	2.0	79.44810830393145
12.0	3.0	58.45512537802419
12.0	4.0	46.22461725050403
12.0	5.0	39.138325352822584
12.0	6.0	34.03158077116935
12.0	7.0	31.360666582661292
12.0	8.0	29.665472215221776
12.0	9.0	27.498046875
12.0	10.0	25.84116683467742
12.0	11.0	24.556790259576612
13.0	2.0	89.66837040070564
13.0	3.0	62.65877016129032
13.0	4.0	50.53264396421371
13.0	5.0	42.36176915322581
13.0	6.0	37.417086693548384
13.0	7.0	33.561499810987904
13.0	8.0	31.41925245715726
13.0	9.0	29.803254158266128
13.0	10.0	27.833716607862904
13.0	11.0	26.05511277721774
13.0	12.0	24.712024319556452
14.0	2.0	93.05902690272177
14.0	3.0	67.43668094758064
14.0	4.0	54.13028446320565
14.0	5.0	44.98865139868952
14.0	6.0	39.95817319808468
14.0	7.0	36.715150894657256
14.0	8.0	33.44950226814516
14.0	9.0	30.444454070060484
14.0	10.0	29.720923639112904
14.0	11.0	28.044386340725808
14.0	12.0	26.655895602318548
14.0	13.0	25.964851625504032
15.0	2.0	99.80086000504032
15.0	3.0	75.59879819808468
15.0	4.0	56.96101625504032
15.0	5.0	49.223365045362904
15.0	6.0	41.351341985887096
15.0	7.0	38.949518019153224
15.0	8.0	33.85542937247984
15.0	9.0	33.23078377016129
15.0	10.0	31.963182018649192
15.0	11.0	28.902808404737904
15.0	12.0	27.928332913306452
15.0	13.0	27.63877425655242
15.0	14.0	26.317658455141128
16.0	2.0	110.40175308719758
16.0	3.0	75.8122794858871
16.0	4.0	61.31553994455645
16.0	5.0	52.12308625252016
16.0	6.0	46.17896295362903
16.0	7.0	42.01343560987903
16.0	8.0	37.86454920614919
16.0	9.0	35.47045110887097
16.0	10.0	32.939752394153224
16.0	11.0	31.941185735887096
16.0	12.0	30.729082661290324
16.0	13.0	28.552222467237904
16.0	14.0	28.22369581653226
16.0	15.0	27.423261088709676
17.0	2.0	116.73120904737904
17.0	3.0	79.91459803427419
17.0	4.0	64.41951234879032
17.0	5.0	55.27047631048387
17.0	6.0	48.32584897933468
17.0	7.0	43.145492061491936
17.0	8.0	39.02112997731855
17.0	9.0	38.05315177671371
17.0	10.0	34.75992313508065
17.0	11.0	33.11836095010081
17.0	12.0	32.32386435231855
17.0	13.0	30.905667212701612
17.0	14.0	30.097144342237904
17.0	15.0	29.476649130544356
17.0	16.0	27.97920866935484
18.0	2.0	120.29883600050404
18.0	3.0	87.2616478704637
18.0	4.0	68.19629693800404
18.0	5.0	57.97620022681452
18.0	6.0	51.498795047883064
18.0	7.0	46.37667748235887
18.0	8.0	44.378559727822584
18.0	9.0	41.08748897429435
18.0	10.0	38.085677608366936
18.0	11.0	36.83826077368952
18.0	12.0	34.75407163558468
18.0	13.0	32.332094254032256
18.0	14.0	31.364226310483872
18.0	15.0	31.029509513608872
18.0	16.0	29.594466670866936
18.0	17.0	28.699840914818548
19.0	2.0	128.99370747227823
19.0	3.0	92.7217505670363
19.0	4.0	73.70688161542338
19.0	5.0	61.01510521673387
19.0	6.0	53.98890341481855
19.0	7.0	48.16633852066532
19.0	8.0	45.58150359122984
19.0	9.0	43.53022618447581
19.0	10.0	40.813988470262096
19.0	11.0	38.080629410282256
19.0	12.0	36.45201455393145
19.0	13.0	34.63685263356855
19.0	14.0	34.03349451864919
19.0	15.0	32.114801222278224
19.0	16.0	31.431640625
19.0	17.0	31.37245621219758
19.0	18.0	31.352294921875
20.0	2.0	133.68660219254033
20.0	3.0	96.12960716985887
20.0	4.0	75.98454038558468
20.0	5.0	64.93813791582662
20.0	6.0	56.934869581653224
20.0	7.0	51.983343308971776
20.0	8.0	47.23934444304435
20.0	9.0	44.798922631048384
20.0	10.0	42.53125787550403
20.0	11.0	40.13697076612903
20.0	12.0	38.203668409778224
20.0	13.0	36.099026587701616
20.0	14.0	34.930073399697584
20.0	15.0	34.268452305947584
20.0	16.0	33.33581936743952
20.0	17.0	32.88415133568548
20.0	18.0	33.68830330141129
20.0	19.0	31.39878402217742
