n	k	avg_time
3.0	2.0	4008.4303254158267
4.0	2.0	5309.311633694557
4.0	3.0	3800.175600113407
5.0	2.0	6651.794772240423
5.0	3.0	4730.462859122984
5.0	4.0	3766.741486580141
6.0	2.0	7887.7704920614915
6.0	3.0	5643.159975113407
6.0	4.0	4492.096789944557
6.0	5.0	3809.481886340726
7.0	2.0	9177.691760647682
7.0	3.0	6561.806002709173
7.0	4.0	5189.492045740927
7.0	5.0	4409.000047253025
7.0	6.0	3884.6058467741937
8.0	2.0	10538.930671938004
8.0	3.0	7687.8758190524195
8.0	4.0	6092.9199061239915
8.0	5.0	5110.803246282762
8.0	6.0	4554.874015561996
8.0	7.0	4030.1187547253026
9.0	2.0	11840.282533707157
9.0	3.0	8328.832369896674
9.0	4.0	6688.513837260584
9.0	5.0	5631.0393932711695
9.0	6.0	4975.221215032762
9.0	7.0	4494.897248298891
9.0	8.0	4146.4244739163305
10.0	2.0	13173.380591607864
10.0	3.0	9360.482295866936
10.0	4.0	7470.3751575100805
10.0	5.0	6353.807963709677
10.0	6.0	5638.696241809475
10.0	7.0	5036.148744644657
10.0	8.0	4628.136277721775
10.0	9.0	4312.205007245464
11.0	2.0	14611.366147933468
11.0	3.0	10346.199013986896
11.0	4.0	8238.570785030242
11.0	5.0	6974.461748676916
11.0	6.0	6178.2294921875
11.0	7.0	5506.407580960182
11.0	8.0	5053.90572234123
11.0	9.0	4721.667795488911
11.0	10.0	4442.2203014742945
12.0	2.0	15886.039070375504
12.0	3.0	11298.743219191028
12.0	4.0	8943.492132371472
12.0	5.0	7579.369447769657
12.0	6.0	6676.4194178427415
12.0	7.0	5959.766869329637
12.0	8.0	5496.899831464214
12.0	9.0	5156.089071950605
12.0	10.0	4860.362422820061
12.0	11.0	4604.0992077242945
13.0	2.0	17339.41085716986
13.0	3.0	12292.73828125
13.0	4.0	9717.937736265121
13.0	5.0	8278.553214780746
13.0	6.0	7231.015924269153
13.0	7.0	6463.843923261089
13.0	8.0	5966.52998204385
13.0	9.0	5554.478137600807
13.0	10.0	5238.520618069557
13.0	11.0	4989.043772051411
13.0	12.0	4796.041866179436
14.0	2.0	18618.93963426159
14.0	3.0	13239.74209299395
14.0	4.0	10386.221900201614
14.0	5.0	8823.340339906754
14.0	6.0	7770.52998204385
14.0	7.0	6965.290314705141
14.0	8.0	6398.796504851311
14.0	9.0	5945.369306010584
14.0	10.0	5619.047780682964
14.0	11.0	5356.2787219632055
14.0	12.0	5088.218364100302
14.0	13.0	4889.920929939516
15.0	2.0	19891.95337701613
15.0	3.0	14069.95166015625
15.0	4.0	11207.48498141381
15.0	5.0	9477.89249936996
15.0	6.0	8189.519318611391
15.0	7.0	7411.994991179436
15.0	8.0	6869.387388167843
15.0	9.0	6382.540495841734
15.0	10.0	5986.6637317288305
15.0	11.0	5743.028934601814
15.0	12.0	5458.182396673387
15.0	13.0	5256.667196950605
15.0	14.0	5053.420292023689
16.0	2.0	21068.63918378276
16.0	3.0	15009.034817603326
16.0	4.0	11905.680711315525
16.0	5.0	10078.542976625504
16.0	6.0	8919.227334299396
16.0	7.0	7942.111540763609
16.0	8.0	7330.3917590725805
16.0	9.0	6823.027123235887
16.0	10.0	6351.6158092867945
16.0	11.0	6031.256442162298
16.0	12.0	5811.09281281502
16.0	13.0	5561.322139616936
16.0	14.0	5388.9253795992945
16.0	15.0	5193.658581149193
17.0	2.0	22221.77632780998
17.0	3.0	15881.55749905494
17.0	4.0	12650.58096018145
17.0	5.0	10827.178096648186
17.0	6.0	9633.799930695564
17.0	7.0	8476.365084740424
17.0	8.0	7767.666708669355
17.0	9.0	7246.210275957661
17.0	10.0	6824.2561192666335
17.0	11.0	6446.318776776714
17.0	12.0	6226.634041078629
17.0	13.0	5948.350893082157
17.0	14.0	5743.410298009073
17.0	15.0	5575.578857421875
17.0	16.0	5368.225633190525
18.0	2.0	23722.85870558216
18.0	3.0	16994.880197832663
18.0	4.0	13440.530974357358
18.0	5.0	11493.447076612903
18.0	6.0	10090.437255859375
18.0	7.0	9036.071548954133
18.0	8.0	8233.66849640877
18.0	9.0	7680.550481980847
18.0	10.0	7230.996645035282
18.0	11.0	6815.723680065525
18.0	12.0	6505.074974798387
18.0	13.0	6239.130607358871
18.0	14.0	6051.820123487903
18.0	15.0	5841.446470199093
18.0	16.0	5668.8067981350805
18.0	17.0	5534.008017263105
19.0	2.0	25159.85396452873
19.0	3.0	17802.53006079889
19.0	4.0	13978.055766444053
19.0	5.0	12025.918740549396
19.0	6.0	10503.389616935483
19.0	7.0	9462.44013829385
19.0	8.0	8668.679663873489
19.0	9.0	8047.153784967238
19.0	10.0	7605.600853704637
19.0	11.0	6986.722041960686
19.0	12.0	6928.097041960686
19.0	13.0	6600.290795110887
19.0	14.0	6403.767444241432
19.0	15.0	6175.359682144657
19.0	16.0	6025.897886214718
19.0	17.0	5879.5742029989915
19.0	18.0	6040.539243636593
20.0	2.0	26614.839016822076
20.0	3.0	18790.313649823587
20.0	4.0	14915.892042590725
20.0	5.0	12659.615265877017
20.0	6.0	11134.823116179436
20.0	7.0	9928.227483933972
20.0	8.0	9141.543567288307
20.0	9.0	8445.444020917339
20.0	10.0	7956.747440461189
20.0	11.0	7561.427214591734
20.0	12.0	7216.990423387097
20.0	13.0	6891.720340851814
20.0	14.0	6677.71781281502
20.0	15.0	6440.866431451613
20.0	16.0	6278.1007828251
20.0	17.0	6127.555002520161
20.0	18.0	6174.2038731728835
20.0	19.0	5870.405879851311
