n	k	avg_time
3.0	2.0	206.7222939768145
4.0	2.0	276.24459740423384
4.0	3.0	196.99217962449598
5.0	2.0	335.8091607862903
5.0	3.0	243.91277879284274
5.0	4.0	196.45913400957662
6.0	2.0	402.1287881174395
6.0	3.0	276.7587103074597
6.0	4.0	222.51219915574598
6.0	5.0	203.64764207409274
7.0	2.0	472.57144657258067
7.0	3.0	339.56622511340726
7.0	4.0	264.1272445186492
7.0	5.0	232.99090379284274
7.0	6.0	199.7491415700605
8.0	2.0	525.0050875756049
8.0	3.0	381.89405871975805
8.0	4.0	303.49485729586695
8.0	5.0	256.81505166330646
8.0	6.0	224.76204164566533
8.0	7.0	204.27371314264113
9.0	2.0	567.7320596018145
9.0	3.0	419.03060420866933
9.0	4.0	342.46590694304433
9.0	5.0	292.73732043850805
9.0	6.0	258.55191532258067
9.0	7.0	229.97008096018146
9.0	8.0	213.95915763608872
10.0	2.0	671.9972750756049
10.0	3.0	456.29746566280244
10.0	4.0	367.07826675907256
10.0	5.0	324.5913558467742
10.0	6.0	282.68624779485884
10.0	7.0	260.3782447076613
10.0	8.0	230.93116809475808
10.0	9.0	213.6115250126008
11.0	2.0	725.6227554813509
11.0	3.0	526.5245715725806
11.0	4.0	409.41444839969756
11.0	5.0	344.67901020665323
11.0	6.0	306.3256127142137
11.0	7.0	279.516845703125
11.0	8.0	251.4275374873992
11.0	9.0	240.4016349546371
11.0	10.0	224.25381961945564
12.0	2.0	784.385994203629
12.0	3.0	567.8342600176411
12.0	4.0	454.65224136844756
12.0	5.0	380.8563271799395
12.0	6.0	336.62991431451616
12.0	7.0	308.77359501008067
12.0	8.0	283.9951644405242
12.0	9.0	257.08147996471774
12.0	10.0	245.4384529359879
12.0	11.0	234.70362903225808
13.0	2.0	843.3007024949596
13.0	3.0	623.8923576108871
13.0	4.0	495.39125504032256
13.0	5.0	414.755363218246
13.0	6.0	372.33118857106854
13.0	7.0	329.6607626638105
13.0	8.0	298.0928679435484
13.0	9.0	270.62576392389116
13.0	10.0	267.899894468246
13.0	11.0	252.3621077998992
13.0	12.0	241.33822139616936
14.0	2.0	905.0793929561491
14.0	3.0	628.5997590095766
14.0	4.0	524.9193942162299
14.0	5.0	442.0674615675403
14.0	6.0	390.53526650705646
14.0	7.0	347.4186539188508
14.0	8.0	328.22569619455646
14.0	9.0	309.55230122227823
14.0	10.0	289.2471175655242
14.0	11.0	271.67340284778226
14.0	12.0	263.3380953881048
14.0	13.0	247.72946068548387
15.0	2.0	982.9158108618951
15.0	3.0	714.0984753024194
15.0	4.0	565.5220750378024
15.0	5.0	478.7649713331653
15.0	6.0	418.55349829889116
15.0	7.0	386.42152060231854
15.0	8.0	347.4906517767137
15.0	9.0	328.5544906123992
15.0	10.0	307.62864635836695
15.0	11.0	274.9508096018145
15.0	12.0	261.24139994959677
15.0	13.0	253.42084330897177
15.0	14.0	264.0080802671371
16.0	2.0	1042.6807585685483
16.0	3.0	755.043685420867
16.0	4.0	613.8663526965726
16.0	5.0	512.2467237903226
16.0	6.0	446.8031045236895
16.0	7.0	404.318855531754
16.0	8.0	368.9956999747984
16.0	9.0	349.86643932711695
16.0	10.0	323.809326171875
16.0	11.0	309.1320407006048
16.0	12.0	294.02460307459677
16.0	13.0	278.51510521673384
16.0	14.0	273.9384056829637
16.0	15.0	267.8338111139113
17.0	2.0	1118.2976704259072
17.0	3.0	813.2706810735887
17.0	4.0	643.1231020035282
17.0	5.0	542.3771578881049
17.0	6.0	475.4141412550403
17.0	7.0	427.65565146169354
17.0	8.0	397.0811806955645
17.0	9.0	372.8659431703629
17.0	10.0	352.27725711945567
17.0	11.0	324.32749495967744
17.0	12.0	307.35377551663305
17.0	13.0	298.145744077621
17.0	14.0	294.25604051159274
17.0	15.0	284.90776997227823
17.0	16.0	282.1704889112903
18.0	2.0	1157.366179435484
18.0	3.0	819.7846915952621
18.0	4.0	676.8912156628024
18.0	5.0	568.656754032258
18.0	6.0	507.4344915574597
18.0	7.0	459.77005103326616
18.0	8.0	425.32594348538305
18.0	9.0	389.95722026209677
18.0	10.0	368.8231161794355
18.0	11.0	346.2498031123992
18.0	12.0	327.18199502268146
18.0	13.0	315.338615171371
18.0	14.0	306.28675497731854
18.0	15.0	294.58065303679433
18.0	16.0	285.1211173765121
18.0	17.0	285.17469443044354
19.0	2.0	1244.495345577117
19.0	3.0	899.9324596774194
19.0	4.0	723.1223538306451
19.0	5.0	616.4809334047379
19.0	6.0	536.6917685231855
19.0	7.0	483.05477413054433
19.0	8.0	444.13467899445567
19.0	9.0	420.53412455897177
19.0	10.0	388.21038621471774
19.0	11.0	364.39537392893146
19.0	12.0	346.2967096144153
19.0	13.0	335.1841214087702
19.0	14.0	330.5972624747984
19.0	15.0	309.89236548639116
19.0	16.0	310.11956590221774
19.0	17.0	298.80575069304433
19.0	18.0	312.0841497605847
20.0	2.0	1319.9984012726813
20.0	3.0	950.9515420236895
20.0	4.0	758.0850475680444
20.0	5.0	638.2028021043346
20.0	6.0	564.4584567162299
20.0	7.0	513.1305916078629
20.0	8.0	467.5379678049395
20.0	9.0	435.30301001764116
20.0	10.0	407.0981681577621
20.0	11.0	389.7079290574597
20.0	12.0	373.87703975554433
20.0	13.0	354.1527375252016
20.0	14.0	345.436531313004
20.0	15.0	340.89715379284274
20.0	16.0	323.427726499496
20.0	17.0	311.47000220514116
20.0	18.0	322.3433877268145
20.0	19.0	302.8564846900202
