# Coherent scattering form factor
# (Excerpt from EPICS2017 / EPDL)
#
# Momentum  Form-factor
#  (MeV)
#
0.00000E+00 6.90000E+01
2.47969E-05 6.90000E+01
4.95937E-05 6.89858E+01
9.91875E-05 6.89716E+01
1.23984E-04 6.89670E+01
2.47969E-04 6.89220E+01
3.40957E-04 6.88799E+01
3.71953E-04 6.88600E+01
4.64941E-04 6.87836E+01
4.95937E-04 6.87540E+01
5.88926E-04 6.86558E+01
6.19922E-04 6.86200E+01
6.27361E-04 6.86100E+01
7.12910E-04 6.85027E+01
7.43906E-04 6.84600E+01
8.52392E-04 6.82951E+01
9.45381E-04 6.81437E+01
9.91875E-04 6.80710E+01
1.10036E-03 6.78830E+01
1.19335E-03 6.77087E+01
1.23984E-03 6.76240E+01
1.36383E-03 6.73663E+01
1.45682E-03 6.71614E+01
1.59630E-03 6.68426E+01
1.61180E-03 6.68049E+01
1.73578E-03 6.65160E+01
1.85976E-03 6.62175E+01
2.04574E-03 6.57713E+01
2.23172E-03 6.53130E+01
2.47969E-03 6.46860E+01
3.09961E-03 6.31150E+01
3.71953E-03 6.14870E+01
4.33945E-03 5.98510E+01
4.95937E-03 5.81610E+01
5.57929E-03 5.64205E+01
6.19922E-03 5.46680E+01
6.64792E-03 5.33520E+01
7.12910E-03 5.20676E+01
7.43906E-03 5.12210E+01
7.96304E-03 4.97531E+01
8.52392E-03 4.83273E+01
8.67890E-03 4.79299E+01
9.45381E-03 4.59924E+01
9.91875E-03 4.48860E+01
1.05204E-02 4.34737E+01
1.11586E-02 4.21058E+01
1.17622E-02 4.08125E+01
1.23984E-02 3.95590E+01
1.30036E-02 3.83676E+01
1.36383E-02 3.72120E+01
1.42582E-02 3.61011E+01
1.48781E-02 3.50330E+01
1.54856E-02 3.40016E+01
1.61180E-02 3.30005E+01
1.73578E-02 3.11070E+01
1.82640E-02 2.97838E+01
1.92176E-02 2.85169E+01
1.98375E-02 2.77220E+01
2.10408E-02 2.62563E+01
2.23172E-02 2.48680E+01
2.35244E-02 2.36612E+01
2.47969E-02 2.25130E+01
2.63010E-02 2.13106E+01
2.78965E-02 2.01724E+01
2.94463E-02 1.92115E+01
3.09961E-02 1.83720E+01
3.25090E-02 1.76666E+01
3.40957E-02 1.69883E+01
3.56455E-02 1.64087E+01
3.71953E-02 1.58830E+01
3.87141E-02 1.54097E+01
4.02949E-02 1.49506E+01
4.14579E-02 1.46232E+01
4.43641E-02 1.38213E+01
4.49443E-02 1.36612E+01
4.69777E-02 1.30964E+01
4.89391E-02 1.25410E+01
4.95937E-02 1.23540E+01
5.11435E-02 1.19059E+01
5.34177E-02 1.12531E+01
5.57929E-02 1.06360E+01
5.75098E-02 1.02293E+01
5.92794E-02 9.83812E+00
6.19922E-02 9.33140E+00
6.53869E-02 8.81916E+00
6.89675E-02 8.33503E+00
7.09042E-02 8.05956E+00
7.12910E-02 8.00291E+00
7.32276E-02 7.70472E+00
7.43906E-02 7.51380E+00
7.59404E-02 7.24645E+00
7.75813E-02 6.95542E+00
8.01094E-02 6.54064E+00
8.27199E-02 6.15059E+00
8.47557E-02 5.89841E+00
8.67890E-02 5.69620E+00
8.90158E-02 5.53240E+00
9.20683E-02 5.37700E+00
9.91875E-02 5.09720E+00
1.02287E-01 4.95777E+00
1.05000E-01 4.82316E+00
1.09746E-01 4.57532E+00
1.13144E-01 4.39600E+00
1.18440E-01 4.14010E+00
1.23984E-01 3.89910E+00
1.27689E-01 3.76034E+00
1.33456E-01 3.56140E+00
1.39482E-01 3.37298E+00
1.45682E-01 3.17658E+00
1.48781E-01 3.07620E+00
1.54980E-01 2.87164E+00
1.60688E-01 2.69727E+00
1.66605E-01 2.53349E+00
1.71255E-01 2.42688E+00
1.73578E-01 2.38080E+00
1.79777E-01 2.27998E+00
1.85499E-01 2.20147E+00
1.91402E-01 2.12566E+00
1.96051E-01 2.06197E+00
1.98375E-01 2.02800E+00
2.01475E-01 1.97975E+00
2.06772E-01 1.88235E+00
2.11522E-01 1.80106E+00
2.15767E-01 1.73282E+00
2.23403E-01 1.61956E+00
2.29306E-01 1.53950E+00
2.33836E-01 1.48207E+00
2.40799E-01 1.39991E+00
2.47969E-01 1.32230E+00
2.55606E-01 1.26393E+00
2.62872E-01 1.22047E+00
2.69691E-01 1.18785E+00
2.79163E-01 1.15255E+00
2.90768E-01 1.12066E+00
3.00910E-01 1.09962E+00
3.22352E-01 1.06531E+00
3.45321E-01 1.03208E+00
3.58637E-01 1.00948E+00
3.71953E-01 9.83000E-01
3.86955E-01 9.47856E-01
4.00593E-01 9.12631E-01
4.18075E-01 8.64978E-01
4.37541E-01 8.11042E-01
4.52146E-01 7.71181E-01
4.62964E-01 7.41948E-01
4.74042E-01 7.13824E-01
4.84866E-01 6.86608E-01
4.95937E-01 6.60430E-01
5.12906E-01 6.21684E-01
5.30455E-01 5.85212E-01
5.46744E-01 5.52934E-01
5.63534E-01 5.22436E-01
5.84279E-01 4.86767E-01
6.05787E-01 4.53534E-01
6.25286E-01 4.25203E-01
6.45413E-01 3.98641E-01
6.58773E-01 3.81694E-01
6.79334E-01 3.57616E-01
7.00536E-01 3.35056E-01
7.17200E-01 3.18226E-01
7.34260E-01 3.02241E-01
7.49570E-01 2.88443E-01
7.73136E-01 2.68918E-01
7.97442E-01 2.50714E-01
8.10921E-01 2.41056E-01
8.31567E-01 2.27263E-01
8.52739E-01 2.14259E-01
8.67890E-01 2.05421E-01
8.94691E-01 1.90787E-01
9.22319E-01 1.77196E-01
9.36537E-01 1.70568E-01
9.58275E-01 1.61088E-01
