# Elastic scattering cross-section
# From: https://physics.nist.gov/cgi-bin/Xcom
#
# Energy  X-section
# (MeV)    (barn)
#
1.000E-03 2.384E+02
1.500E-03 2.169E+02
2.000E-03 1.972E+02
3.000E-03 1.639E+02
4.000E-03 1.365E+02
4.038E-03 1.355E+02
4.038E-03 1.355E+02
5.000E-03 1.145E+02
6.000E-03 9.748E+01
8.000E-03 7.429E+01
1.000E-02 5.959E+01
1.500E-02 3.774E+01
2.000E-02 2.544E+01
3.000E-02 1.370E+01
4.000E-02 8.666E+00
5.000E-02 6.016E+00
6.000E-02 4.424E+00
8.000E-02 2.670E+00
1.000E-01 1.779E+00
1.500E-01 8.334E-01
2.000E-01 4.810E-01
3.000E-01 2.188E-01
4.000E-01 1.243E-01
5.000E-01 7.991E-02
6.000E-01 5.564E-02
8.000E-01 3.138E-02
1.000E+00 2.011E-02
1.022E+00 1.926E-02
1.250E+00 1.288E-02
1.500E+00 8.949E-03
2.000E+00 5.036E-03
2.044E+00 4.822E-03
3.000E+00 2.239E-03
4.000E+00 1.260E-03
5.000E+00 8.062E-04
6.000E+00 5.599E-04
7.000E+00 4.113E-04
8.000E+00 3.149E-04
9.000E+00 2.488E-04
1.000E+01 2.016E-04
